departing_port,arriving_port,airline,month,year_month,year,sectors_scheduled,sectors_flown,arrivals_on_time,arrivals_delayed,cancellations,cancellations_pct,delay_rate,is_high_delay,avg_max_humidity_dep,avg_max_temp_dep,avg_min_humidity_dep,avg_min_temp_dep,avg_rainfall_on_rainy_days_dep,avg_rainfall_per_day_dep,avg_wind_speed_dep,days_above_35C_dep,days_high_humidity_dep,days_high_wind_dep,days_in_month_dep,extreme_weather_days_dep,heavy_rain_days_dep,max_daily_rainfall_dep,max_temperature_dep,max_wind_speed_dep,min_temperature_dep,rainy_days_dep,temp_range_mean_dep,temp_volatility_dep,wind_speed_std_dep,avg_max_humidity_arr,avg_max_temp_arr,avg_min_humidity_arr,avg_min_temp_arr,avg_rainfall_on_rainy_days_arr,avg_rainfall_per_day_arr,avg_wind_speed_arr,days_above_35C_arr,days_high_humidity_arr,days_high_wind_arr,days_in_month_arr,extreme_weather_days_arr,heavy_rain_days_arr,max_daily_rainfall_arr,max_temperature_arr,max_wind_speed_arr,min_temperature_arr,rainy_days_arr,temp_range_mean_arr,temp_volatility_arr,wind_speed_std_arr,month_num,n_public_holidays_act,n_public_holidays_nsw,n_public_holidays_nt,n_public_holidays_qld,n_public_holidays_sa,n_public_holidays_tas,n_public_holidays_vic,n_public_holidays_wa,n_public_holidays_national,n_public_holidays_total,has_major_holiday,school_holiday_days,pct_school_holiday
Melbourne,Sydney,Qantas,2010-02-01,2010-02,2010,866.0,842.0,658.0,184.0,24.0,2.771362586605081,0.2185273159144893,0,85.96428571428571,27.84642857142857,34.857142857142854,15.875,5.228571428571429,1.3071428571428572,5.575,3.0,11,1.0,28,8,1.0,19.8,35.6,9.82,9.1,7.0,11.971428571428572,4.122222222222223,1.472190356049259,87.92857142857143,28.1,53.785714285714285,21.189285714285713,13.066666666666668,5.6000000000000005,5.8810714285714285,2.0,13,3.0,28,13,6.0,54.0,38.6,12.1,18.6,12.0,6.910714285714286,3.45925925925926,1.8802666069543204,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sydney,Melbourne,Qantas,2010-02-01,2010-02,2010,865.0,835.0,656.0,179.0,30.0,3.4682080924855487,0.2143712574850299,0,87.92857142857143,28.1,53.785714285714285,21.189285714285713,13.066666666666668,5.6000000000000005,5.8810714285714285,2.0,13,3.0,28,13,6.0,54.0,38.6,12.1,18.6,12.0,6.910714285714286,3.45925925925926,1.8802666069543204,85.96428571428571,27.84642857142857,34.857142857142854,15.875,5.228571428571429,1.3071428571428572,5.575,3.0,11,1.0,28,8,1.0,19.8,35.6,9.82,9.1,7.0,11.971428571428572,4.122222222222223,1.472190356049259,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Melbourne,Sydney,Tigerair Australia,2010-02-01,2010-02,2010,183.0,178.0,134.0,44.0,5.0,2.73224043715847,0.247191011235955,0,85.96428571428571,27.84642857142857,34.857142857142854,15.875,5.228571428571429,1.3071428571428572,5.575,3.0,11,1.0,28,8,1.0,19.8,35.6,9.82,9.1,7.0,11.971428571428572,4.122222222222223,1.472190356049259,87.92857142857143,28.1,53.785714285714285,21.189285714285713,13.066666666666668,5.6000000000000005,5.8810714285714285,2.0,13,3.0,28,13,6.0,54.0,38.6,12.1,18.6,12.0,6.910714285714286,3.45925925925926,1.8802666069543204,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sydney,Melbourne,Tigerair Australia,2010-02-01,2010-02,2010,183.0,178.0,133.0,45.0,5.0,2.73224043715847,0.2528089887640449,1,87.92857142857143,28.1,53.785714285714285,21.189285714285713,13.066666666666668,5.6000000000000005,5.8810714285714285,2.0,13,3.0,28,13,6.0,54.0,38.6,12.1,18.6,12.0,6.910714285714286,3.45925925925926,1.8802666069543204,85.96428571428571,27.84642857142857,34.857142857142854,15.875,5.228571428571429,1.3071428571428572,5.575,3.0,11,1.0,28,8,1.0,19.8,35.6,9.82,9.1,7.0,11.971428571428572,4.122222222222223,1.472190356049259,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Melbourne,Sydney,Virgin Australia,2010-02-01,2010-02,2010,686.0,673.0,499.0,174.0,13.0,1.8950437317784257,0.2585438335809807,1,85.96428571428571,27.84642857142857,34.857142857142854,15.875,5.228571428571429,1.3071428571428572,5.575,3.0,11,1.0,28,8,1.0,19.8,35.6,9.82,9.1,7.0,11.971428571428572,4.122222222222223,1.472190356049259,87.92857142857143,28.1,53.785714285714285,21.189285714285713,13.066666666666668,5.6000000000000005,5.8810714285714285,2.0,13,3.0,28,13,6.0,54.0,38.6,12.1,18.6,12.0,6.910714285714286,3.45925925925926,1.8802666069543204,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sydney,Melbourne,Virgin Australia,2010-02-01,2010-02,2010,683.0,671.0,514.0,157.0,12.0,1.7569546120058566,0.2339791356184798,0,87.92857142857143,28.1,53.785714285714285,21.189285714285713,13.066666666666668,5.6000000000000005,5.8810714285714285,2.0,13,3.0,28,13,6.0,54.0,38.6,12.1,18.6,12.0,6.910714285714286,3.45925925925926,1.8802666069543204,85.96428571428571,27.84642857142857,34.857142857142854,15.875,5.228571428571429,1.3071428571428572,5.575,3.0,11,1.0,28,8,1.0,19.8,35.6,9.82,9.1,7.0,11.971428571428572,4.122222222222223,1.472190356049259,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Melbourne,Sydney,Jetstar,2010-03-01,2010-03,2010,151.0,143.0,95.0,48.0,8.0,5.298013245033113,0.3356643356643357,1,86.38709677419355,25.048387096774192,39.225806451612904,14.358064516129032,11.0,2.838709677419355,4.990967741935484,0.0,12,1.0,31,5,2.0,48.0,32.5,8.93,9.1,8.0,10.69032258064516,2.72,1.4823435383174164,85.16129032258064,26.73548387096774,48.03225806451613,19.42258064516129,5.300000000000001,1.367741935483871,5.634516129032258,2.0,9,5.0,31,9,2.0,16.0,36.3,10.1,15.2,8.0,7.312903225806451,3.229999999999999,1.8180187727481023,3,1,0,0,0,1,1,1,1,0,2,0,0,0.0
Sydney,Melbourne,Jetstar,2010-03-01,2010-03,2010,152.0,144.0,110.0,34.0,8.0,5.263157894736842,0.2361111111111111,0,85.16129032258064,26.73548387096774,48.03225806451613,19.42258064516129,5.300000000000001,1.367741935483871,5.634516129032258,2.0,9,5.0,31,9,2.0,16.0,36.3,10.1,15.2,8.0,7.312903225806451,3.229999999999999,1.8180187727481023,86.38709677419355,25.048387096774192,39.225806451612904,14.358064516129032,11.0,2.838709677419355,4.990967741935484,0.0,12,1.0,31,5,2.0,48.0,32.5,8.93,9.1,8.0,10.69032258064516,2.72,1.4823435383174164,3,1,0,0,0,1,1,1,1,0,2,0,0,0.0
Melbourne,Sydney,Qantas,2010-03-01,2010-03,2010,993.0,957.0,796.0,161.0,36.0,3.625377643504532,0.1682340647857889,0,86.38709677419355,25.048387096774192,39.225806451612904,14.358064516129032,11.0,2.838709677419355,4.990967741935484,0.0,12,1.0,31,5,2.0,48.0,32.5,8.93,9.1,8.0,10.69032258064516,2.72,1.4823435383174164,85.16129032258064,26.73548387096774,48.03225806451613,19.42258064516129,5.300000000000001,1.367741935483871,5.634516129032258,2.0,9,5.0,31,9,2.0,16.0,36.3,10.1,15.2,8.0,7.312903225806451,3.229999999999999,1.8180187727481023,3,1,0,0,0,1,1,1,1,0,2,0,0,0.0
Sydney,Melbourne,Qantas,2010-03-01,2010-03,2010,995.0,959.0,791.0,168.0,36.0,3.618090452261306,0.1751824817518248,0,85.16129032258064,26.73548387096774,48.03225806451613,19.42258064516129,5.300000000000001,1.367741935483871,5.634516129032258,2.0,9,5.0,31,9,2.0,16.0,36.3,10.1,15.2,8.0,7.312903225806451,3.229999999999999,1.8180187727481023,86.38709677419355,25.048387096774192,39.225806451612904,14.358064516129032,11.0,2.838709677419355,4.990967741935484,0.0,12,1.0,31,5,2.0,48.0,32.5,8.93,9.1,8.0,10.69032258064516,2.72,1.4823435383174164,3,1,0,0,0,1,1,1,1,0,2,0,0,0.0
Melbourne,Sydney,Tigerair Australia,2010-03-01,2010-03,2010,224.0,217.0,163.0,54.0,7.0,3.125,0.2488479262672811,0,86.38709677419355,25.048387096774192,39.225806451612904,14.358064516129032,11.0,2.838709677419355,4.990967741935484,0.0,12,1.0,31,5,2.0,48.0,32.5,8.93,9.1,8.0,10.69032258064516,2.72,1.4823435383174164,85.16129032258064,26.73548387096774,48.03225806451613,19.42258064516129,5.300000000000001,1.367741935483871,5.634516129032258,2.0,9,5.0,31,9,2.0,16.0,36.3,10.1,15.2,8.0,7.312903225806451,3.229999999999999,1.8180187727481023,3,1,0,0,0,1,1,1,1,0,2,0,0,0.0
Sydney,Melbourne,Tigerair Australia,2010-03-01,2010-03,2010,224.0,215.0,163.0,52.0,9.0,4.017857142857143,0.241860465116279,0,85.16129032258064,26.73548387096774,48.03225806451613,19.42258064516129,5.300000000000001,1.367741935483871,5.634516129032258,2.0,9,5.0,31,9,2.0,16.0,36.3,10.1,15.2,8.0,7.312903225806451,3.229999999999999,1.8180187727481023,86.38709677419355,25.048387096774192,39.225806451612904,14.358064516129032,11.0,2.838709677419355,4.990967741935484,0.0,12,1.0,31,5,2.0,48.0,32.5,8.93,9.1,8.0,10.69032258064516,2.72,1.4823435383174164,3,1,0,0,0,1,1,1,1,0,2,0,0,0.0
Melbourne,Sydney,Virgin Australia,2010-03-01,2010-03,2010,767.0,727.0,574.0,153.0,40.0,5.215123859191656,0.2104539202200825,0,86.38709677419355,25.048387096774192,39.225806451612904,14.358064516129032,11.0,2.838709677419355,4.990967741935484,0.0,12,1.0,31,5,2.0,48.0,32.5,8.93,9.1,8.0,10.69032258064516,2.72,1.4823435383174164,85.16129032258064,26.73548387096774,48.03225806451613,19.42258064516129,5.300000000000001,1.367741935483871,5.634516129032258,2.0,9,5.0,31,9,2.0,16.0,36.3,10.1,15.2,8.0,7.312903225806451,3.229999999999999,1.8180187727481023,3,1,0,0,0,1,1,1,1,0,2,0,0,0.0
Sydney,Melbourne,Virgin Australia,2010-03-01,2010-03,2010,765.0,729.0,563.0,166.0,36.0,4.705882352941177,0.2277091906721536,0,85.16129032258064,26.73548387096774,48.03225806451613,19.42258064516129,5.300000000000001,1.367741935483871,5.634516129032258,2.0,9,5.0,31,9,2.0,16.0,36.3,10.1,15.2,8.0,7.312903225806451,3.229999999999999,1.8180187727481023,86.38709677419355,25.048387096774192,39.225806451612904,14.358064516129032,11.0,2.838709677419355,4.990967741935484,0.0,12,1.0,31,5,2.0,48.0,32.5,8.93,9.1,8.0,10.69032258064516,2.72,1.4823435383174164,3,1,0,0,0,1,1,1,1,0,2,0,0,0.0
Melbourne,Sydney,Jetstar,2010-04-01,2010-04,2010,145.0,142.0,109.0,33.0,3.0,2.068965517241379,0.2323943661971831,0,90.03333333333333,22.103333333333335,45.36666666666667,12.38,1.3846153846153846,0.6,5.173666666666667,0.0,19,1.0,30,7,0.0,5.2,29.4,9.16,6.6,13.0,9.723333333333334,2.0482758620689654,1.5277196965622877,86.53333333333333,24.223333333333336,47.5,15.743333333333334,3.72,1.2399999999999998,4.647333333333333,0.0,14,0.0,30,6,1.0,11.2,30.2,6.89,11.0,10.0,8.48,2.520689655172414,1.2153016748608303,4,4,5,4,4,5,4,4,4,3,6,1,16,0.5333
