departing_port,arriving_port,airline,month,year_month,year,sectors_scheduled,sectors_flown,arrivals_on_time,arrivals_delayed,cancellations,cancellations_pct,delay_rate,is_high_delay,avg_max_humidity_dep,avg_max_temp_dep,avg_min_humidity_dep,avg_min_temp_dep,avg_rainfall_on_rainy_days_dep,avg_rainfall_per_day_dep,avg_wind_speed_dep,days_above_35C_dep,days_high_humidity_dep,days_high_wind_dep,days_in_month_dep,extreme_weather_days_dep,heavy_rain_days_dep,max_daily_rainfall_dep,max_temperature_dep,max_wind_speed_dep,min_temperature_dep,rainy_days_dep,temp_range_mean_dep,temp_volatility_dep,wind_speed_std_dep,avg_max_humidity_arr,avg_max_temp_arr,avg_min_humidity_arr,avg_min_temp_arr,avg_rainfall_on_rainy_days_arr,avg_rainfall_per_day_arr,avg_wind_speed_arr,days_above_35C_arr,days_high_humidity_arr,days_high_wind_arr,days_in_month_arr,extreme_weather_days_arr,heavy_rain_days_arr,max_daily_rainfall_arr,max_temperature_arr,max_wind_speed_arr,min_temperature_arr,rainy_days_arr,temp_range_mean_arr,temp_volatility_arr,wind_speed_std_arr,month_num,n_public_holidays_act,n_public_holidays_nsw,n_public_holidays_nt,n_public_holidays_qld,n_public_holidays_sa,n_public_holidays_tas,n_public_holidays_vic,n_public_holidays_wa,n_public_holidays_national,n_public_holidays_total,has_major_holiday,school_holiday_days,pct_school_holiday
Melbourne,Sydney,Qantas,2011-08-01,2011-08,2011,924.0,891.0,755.0,136.0,33.0,3.571428571428571,0.1526374859708193,0,91.51612903225806,16.27741935483871,50.67741935483871,6.632258064516129,1.7333333333333332,0.5032258064516129,5.257419354838709,0.0,20,6.0,31,18,0.0,4.6,21.2,10.2,0.7,9.0,9.64516129032258,2.1333333333333337,2.3268031971526018,89.35483870967742,19.41290322580645,47.67741935483871,10.358064516129032,3.276923076923077,1.4200000000000002,4.779677419354838,0.0,15,2.0,31,5,1.0,13.0,25.9,10.86,5.6,13.0,9.054838709677416,1.643333333333333,1.9000061120444989,8,0,0,1,1,0,0,0,0,0,2,0,0,0.0
Sydney,Melbourne,Qantas,2011-08-01,2011-08,2011,924.0,890.0,744.0,146.0,34.0,3.67965367965368,0.1640449438202247,0,89.35483870967742,19.41290322580645,47.67741935483871,10.358064516129032,3.276923076923077,1.4200000000000002,4.779677419354838,0.0,15,2.0,31,5,1.0,13.0,25.9,10.86,5.6,13.0,9.054838709677416,1.643333333333333,1.9000061120444989,91.51612903225806,16.27741935483871,50.67741935483871,6.632258064516129,1.7333333333333332,0.5032258064516129,5.257419354838709,0.0,20,6.0,31,18,0.0,4.6,21.2,10.2,0.7,9.0,9.64516129032258,2.1333333333333337,2.3268031971526018,8,0,0,1,1,0,0,0,0,0,2,0,0,0.0
Melbourne,Sydney,Tigerair Australia,2011-08-01,2011-08,2011,90.0,90.0,84.0,6.0,0.0,0.0,0.0666666666666666,0,91.51612903225806,16.27741935483871,50.67741935483871,6.632258064516129,1.7333333333333332,0.5032258064516129,5.257419354838709,0.0,20,6.0,31,18,0.0,4.6,21.2,10.2,0.7,9.0,9.64516129032258,2.1333333333333337,2.3268031971526018,89.35483870967742,19.41290322580645,47.67741935483871,10.358064516129032,3.276923076923077,1.4200000000000002,4.779677419354838,0.0,15,2.0,31,5,1.0,13.0,25.9,10.86,5.6,13.0,9.054838709677416,1.643333333333333,1.9000061120444989,8,0,0,1,1,0,0,0,0,0,2,0,0,0.0
Sydney,Melbourne,Tigerair Australia,2011-08-01,2011-08,2011,90.0,90.0,84.0,6.0,0.0,0.0,0.0666666666666666,0,89.35483870967742,19.41290322580645,47.67741935483871,10.358064516129032,3.276923076923077,1.4200000000000002,4.779677419354838,0.0,15,2.0,31,5,1.0,13.0,25.9,10.86,5.6,13.0,9.054838709677416,1.643333333333333,1.9000061120444989,91.51612903225806,16.27741935483871,50.67741935483871,6.632258064516129,1.7333333333333332,0.5032258064516129,5.257419354838709,0.0,20,6.0,31,18,0.0,4.6,21.2,10.2,0.7,9.0,9.64516129032258,2.1333333333333337,2.3268031971526018,8,0,0,1,1,0,0,0,0,0,2,0,0,0.0
Melbourne,Sydney,Virgin Australia,2011-08-01,2011-08,2011,793.0,779.0,658.0,121.0,14.0,1.7654476670870116,0.1553273427471116,0,91.51612903225806,16.27741935483871,50.67741935483871,6.632258064516129,1.7333333333333332,0.5032258064516129,5.257419354838709,0.0,20,6.0,31,18,0.0,4.6,21.2,10.2,0.7,9.0,9.64516129032258,2.1333333333333337,2.3268031971526018,89.35483870967742,19.41290322580645,47.67741935483871,10.358064516129032,3.276923076923077,1.4200000000000002,4.779677419354838,0.0,15,2.0,31,5,1.0,13.0,25.9,10.86,5.6,13.0,9.054838709677416,1.643333333333333,1.9000061120444989,8,0,0,1,1,0,0,0,0,0,2,0,0,0.0
Sydney,Melbourne,Virgin Australia,2011-08-01,2011-08,2011,793.0,780.0,606.0,174.0,13.0,1.639344262295082,0.2230769230769231,0,89.35483870967742,19.41290322580645,47.67741935483871,10.358064516129032,3.276923076923077,1.4200000000000002,4.779677419354838,0.0,15,2.0,31,5,1.0,13.0,25.9,10.86,5.6,13.0,9.054838709677416,1.643333333333333,1.9000061120444989,91.51612903225806,16.27741935483871,50.67741935483871,6.632258064516129,1.7333333333333332,0.5032258064516129,5.257419354838709,0.0,20,6.0,31,18,0.0,4.6,21.2,10.2,0.7,9.0,9.64516129032258,2.1333333333333337,2.3268031971526018,8,0,0,1,1,0,0,0,0,0,2,0,0,0.0
Melbourne,Sydney,Jetstar,2011-09-01,2011-09,2011,178.0,161.0,131.0,30.0,17.0,9.550561797752808,0.186335403726708,0,89.43333333333334,18.386666666666667,37.833333333333336,7.15,8.444444444444445,2.533333333333333,6.628666666666667,0.0,19,7.0,30,14,1.0,51.6,27.1,10.99,2.6,9.0,11.23666666666667,3.0793103448275856,2.2565349288361283,84.86666666666666,21.65666666666667,37.46666666666667,12.21,6.7,1.7866666666666666,5.921666666666667,0.0,6,5.0,30,8,2.0,21.4,32.1,9.82,6.6,8.0,9.446666666666664,4.1241379310344835,1.6121715561430738,9,0,0,0,0,0,0,0,0,0,0,0,8,0.2667
Sydney,Melbourne,Jetstar,2011-09-01,2011-09,2011,174.0,159.0,133.0,26.0,15.0,8.620689655172415,0.1635220125786163,0,84.86666666666666,21.65666666666667,37.46666666666667,12.21,6.7,1.7866666666666666,5.921666666666667,0.0,6,5.0,30,8,2.0,21.4,32.1,9.82,6.6,8.0,9.446666666666664,4.1241379310344835,1.6121715561430738,89.43333333333334,18.386666666666667,37.833333333333336,7.15,8.444444444444445,2.533333333333333,6.628666666666667,0.0,19,7.0,30,14,1.0,51.6,27.1,10.99,2.6,9.0,11.23666666666667,3.0793103448275856,2.2565349288361283,9,0,0,0,0,0,0,0,0,0,0,0,8,0.2667
Melbourne,Sydney,Qantas,2011-09-01,2011-09,2011,902.0,849.0,673.0,176.0,53.0,5.875831485587583,0.2073027090694935,0,89.43333333333334,18.386666666666667,37.833333333333336,7.15,8.444444444444445,2.533333333333333,6.628666666666667,0.0,19,7.0,30,14,1.0,51.6,27.1,10.99,2.6,9.0,11.23666666666667,3.0793103448275856,2.2565349288361283,84.86666666666666,21.65666666666667,37.46666666666667,12.21,6.7,1.7866666666666666,5.921666666666667,0.0,6,5.0,30,8,2.0,21.4,32.1,9.82,6.6,8.0,9.446666666666664,4.1241379310344835,1.6121715561430738,9,0,0,0,0,0,0,0,0,0,0,0,8,0.2667
Sydney,Melbourne,Qantas,2011-09-01,2011-09,2011,904.0,857.0,643.0,214.0,47.0,5.199115044247788,0.249708284714119,0,84.86666666666666,21.65666666666667,37.46666666666667,12.21,6.7,1.7866666666666666,5.921666666666667,0.0,6,5.0,30,8,2.0,21.4,32.1,9.82,6.6,8.0,9.446666666666664,4.1241379310344835,1.6121715561430738,89.43333333333334,18.386666666666667,37.833333333333336,7.15,8.444444444444445,2.533333333333333,6.628666666666667,0.0,19,7.0,30,14,1.0,51.6,27.1,10.99,2.6,9.0,11.23666666666667,3.0793103448275856,2.2565349288361283,9,0,0,0,0,0,0,0,0,0,0,0,8,0.2667
Melbourne,Sydney,Tigerair Australia,2011-09-01,2011-09,2011,138.0,138.0,131.0,7.0,0.0,0.0,0.0507246376811594,0,89.43333333333334,18.386666666666667,37.833333333333336,7.15,8.444444444444445,2.533333333333333,6.628666666666667,0.0,19,7.0,30,14,1.0,51.6,27.1,10.99,2.6,9.0,11.23666666666667,3.0793103448275856,2.2565349288361283,84.86666666666666,21.65666666666667,37.46666666666667,12.21,6.7,1.7866666666666666,5.921666666666667,0.0,6,5.0,30,8,2.0,21.4,32.1,9.82,6.6,8.0,9.446666666666664,4.1241379310344835,1.6121715561430738,9,0,0,0,0,0,0,0,0,0,0,0,8,0.2667
Sydney,Melbourne,Tigerair Australia,2011-09-01,2011-09,2011,138.0,138.0,129.0,9.0,0.0,0.0,0.0652173913043478,0,84.86666666666666,21.65666666666667,37.46666666666667,12.21,6.7,1.7866666666666666,5.921666666666667,0.0,6,5.0,30,8,2.0,21.4,32.1,9.82,6.6,8.0,9.446666666666664,4.1241379310344835,1.6121715561430738,89.43333333333334,18.386666666666667,37.833333333333336,7.15,8.444444444444445,2.533333333333333,6.628666666666667,0.0,19,7.0,30,14,1.0,51.6,27.1,10.99,2.6,9.0,11.23666666666667,3.0793103448275856,2.2565349288361283,9,0,0,0,0,0,0,0,0,0,0,0,8,0.2667
Melbourne,Sydney,Virgin Australia,2011-09-01,2011-09,2011,746.0,723.0,584.0,139.0,23.0,3.0831099195710454,0.1922544951590594,0,89.43333333333334,18.386666666666667,37.833333333333336,7.15,8.444444444444445,2.533333333333333,6.628666666666667,0.0,19,7.0,30,14,1.0,51.6,27.1,10.99,2.6,9.0,11.23666666666667,3.0793103448275856,2.2565349288361283,84.86666666666666,21.65666666666667,37.46666666666667,12.21,6.7,1.7866666666666666,5.921666666666667,0.0,6,5.0,30,8,2.0,21.4,32.1,9.82,6.6,8.0,9.446666666666664,4.1241379310344835,1.6121715561430738,9,0,0,0,0,0,0,0,0,0,0,0,8,0.2667
Sydney,Melbourne,Virgin Australia,2011-09-01,2011-09,2011,746.0,721.0,551.0,170.0,25.0,3.351206434316354,0.2357836338418862,0,84.86666666666666,21.65666666666667,37.46666666666667,12.21,6.7,1.7866666666666666,5.921666666666667,0.0,6,5.0,30,8,2.0,21.4,32.1,9.82,6.6,8.0,9.446666666666664,4.1241379310344835,1.6121715561430738,89.43333333333334,18.386666666666667,37.833333333333336,7.15,8.444444444444445,2.533333333333333,6.628666666666667,0.0,19,7.0,30,14,1.0,51.6,27.1,10.99,2.6,9.0,11.23666666666667,3.0793103448275856,2.2565349288361283,9,0,0,0,0,0,0,0,0,0,0,0,8,0.2667
Melbourne,Sydney,Jetstar,2011-10-01,2011-10,2011,179.0,172.0,119.0,53.0,7.0,3.910614525139665,0.3081395348837209,1,93.41935483870968,19.806451612903224,46.25806451612903,9.048387096774194,5.461538461538462,2.2903225806451615,5.316774193548387,0.0,23,4.0,31,16,2.0,13.0,29.1,10.14,2.5,13.0,10.758064516129032,3.65,2.1023929019045164,89.29032258064517,21.88064516129032,46.83870967741935,14.287096774193548,3.3142857142857154,1.4967741935483871,5.486451612903226,0.0,17,3.0,31,9,1.0,17.4,34.6,11.03,10.0,14.0,7.593548387096775,3.1133333333333337,1.730284270261386,10,2,1,0,0,1,0,0,1,0,3,0,7,0.2258
Sydney,Melbourne,Jetstar,2011-10-01,2011-10,2011,181.0,176.0,127.0,49.0,5.0,2.7624309392265194,0.2784090909090909,1,89.29032258064517,21.88064516129032,46.83870967741935,14.287096774193548,3.3142857142857154,1.4967741935483871,5.486451612903226,0.0,17,3.0,31,9,1.0,17.4,34.6,11.03,10.0,14.0,7.593548387096775,3.1133333333333337,1.730284270261386,93.41935483870968,19.806451612903224,46.25806451612903,9.048387096774194,5.461538461538462,2.2903225806451615,5.316774193548387,0.0,23,4.0,31,16,2.0,13.0,29.1,10.14,2.5,13.0,10.758064516129032,3.65,2.1023929019045164,10,2,1,0,0,1,0,0,1,0,3,0,7,0.2258
Melbourne,Sydney,Qantas,2011-10-01,2011-10,2011,910.0,791.0,556.0,235.0,119.0,13.076923076923078,0.2970922882427307,1,93.41935483870968,19.806451612903224,46.25806451612903,9.048387096774194,5.461538461538462,2.2903225806451615,5.316774193548387,0.0,23,4.0,31,16,2.0,13.0,29.1,10.14,2.5,13.0,10.758064516129032,3.65,2.1023929019045164,89.29032258064517,21.88064516129032,46.83870967741935,14.287096774193548,3.3142857142857154,1.4967741935483871,5.486451612903226,0.0,17,3.0,31,9,1.0,17.4,34.6,11.03,10.0,14.0,7.593548387096775,3.1133333333333337,1.730284270261386,10,2,1,0,0,1,0,0,1,0,3,0,7,0.2258
Sydney,Melbourne,Qantas,2011-10-01,2011-10,2011,908.0,788.0,585.0,203.0,120.0,13.215859030837004,0.2576142131979695,1,89.29032258064517,21.88064516129032,46.83870967741935,14.287096774193548,3.3142857142857154,1.4967741935483871,5.486451612903226,0.0,17,3.0,31,9,1.0,17.4,34.6,11.03,10.0,14.0,7.593548387096775,3.1133333333333337,1.730284270261386,93.41935483870968,19.806451612903224,46.25806451612903,9.048387096774194,5.461538461538462,2.2903225806451615,5.316774193548387,0.0,23,4.0,31,16,2.0,13.0,29.1,10.14,2.5,13.0,10.758064516129032,3.65,2.1023929019045164,10,2,1,0,0,1,0,0,1,0,3,0,7,0.2258
Melbourne,Sydney,Tigerair Australia,2011-10-01,2011-10,2011,147.0,147.0,131.0,16.0,0.0,0.0,0.1088435374149659,0,93.41935483870968,19.806451612903224,46.25806451612903,9.048387096774194,5.461538461538462,2.2903225806451615,5.316774193548387,0.0,23,4.0,31,16,2.0,13.0,29.1,10.14,2.5,13.0,10.758064516129032,3.65,2.1023929019045164,89.29032258064517,21.88064516129032,46.83870967741935,14.287096774193548,3.3142857142857154,1.4967741935483871,5.486451612903226,0.0,17,3.0,31,9,1.0,17.4,34.6,11.03,10.0,14.0,7.593548387096775,3.1133333333333337,1.730284270261386,10,2,1,0,0,1,0,0,1,0,3,0,7,0.2258
Sydney,Melbourne,Tigerair Australia,2011-10-01,2011-10,2011,147.0,147.0,117.0,30.0,0.0,0.0,0.2040816326530612,0,89.29032258064517,21.88064516129032,46.83870967741935,14.287096774193548,3.3142857142857154,1.4967741935483871,5.486451612903226,0.0,17,3.0,31,9,1.0,17.4,34.6,11.03,10.0,14.0,7.593548387096775,3.1133333333333337,1.730284270261386,93.41935483870968,19.806451612903224,46.25806451612903,9.048387096774194,5.461538461538462,2.2903225806451615,5.316774193548387,0.0,23,4.0,31,16,2.0,13.0,29.1,10.14,2.5,13.0,10.758064516129032,3.65,2.1023929019045164,10,2,1,0,0,1,0,0,1,0,3,0,7,0.2258
Melbourne,Sydney,Virgin Australia,2011-10-01,2011-10,2011,792.0,787.0,584.0,203.0,5.0,0.6313131313131313,0.2579415501905972,1,93.41935483870968,19.806451612903224,46.25806451612903,9.048387096774194,5.461538461538462,2.2903225806451615,5.316774193548387,0.0,23,4.0,31,16,2.0,13.0,29.1,10.14,2.5,13.0,10.758064516129032,3.65,2.1023929019045164,89.29032258064517,21.88064516129032,46.83870967741935,14.287096774193548,3.3142857142857154,1.4967741935483871,5.486451612903226,0.0,17,3.0,31,9,1.0,17.4,34.6,11.03,10.0,14.0,7.593548387096775,3.1133333333333337,1.730284270261386,10,2,1,0,0,1,0,0,1,0,3,0,7,0.2258
Sydney,Melbourne,Virgin Australia,2011-10-01,2011-10,2011,793.0,789.0,607.0,182.0,4.0,0.5044136191677175,0.2306717363751584,0,89.29032258064517,21.88064516129032,46.83870967741935,14.287096774193548,3.3142857142857154,1.4967741935483871,5.486451612903226,0.0,17,3.0,31,9,1.0,17.4,34.6,11.03,10.0,14.0,7.593548387096775,3.1133333333333337,1.730284270261386,93.41935483870968,19.806451612903224,46.25806451612903,9.048387096774194,5.461538461538462,2.2903225806451615,5.316774193548387,0.0,23,4.0,31,16,2.0,13.0,29.1,10.14,2.5,13.0,10.758064516129032,3.65,2.1023929019045164,10,2,1,0,0,1,0,0,1,0,3,0,7,0.2258
Melbourne,Sydney,Jetstar,2011-11-01,2011-11,2011,171.0,171.0,116.0,55.0,0.0,0.0,0.3216374269005848,1,93.46666666666668,23.383333333333333,43.53333333333333,11.99,9.909090909090908,3.6333333333333337,4.916333333333333,0.0,22,2.0,30,15,6.0,33.6,34.0,10.1,6.8,11.0,11.393333333333334,4.1689655172413795,1.8131806371645671,91.36666666666666,25.946666666666665,50.06666666666667,17.709999999999997,9.586666666666668,4.793333333333334,5.672,1.0,19,2.0,30,13,5.0,34.4,37.9,8.65,13.4,15.0,8.236666666666668,3.6551724137931023,1.320476403058564,11,0,0,0,0,0,0,1,0,0,1,0,0,0.0
Sydney,Melbourne,Jetstar,2011-11-01,2011-11,2011,170.0,170.0,121.0,49.0,0.0,0.0,0.288235294117647,1,91.36666666666666,25.946666666666665,50.06666666666667,17.709999999999997,9.586666666666668,4.793333333333334,5.672,1.0,19,2.0,30,13,5.0,34.4,37.9,8.65,13.4,15.0,8.236666666666668,3.6551724137931023,1.320476403058564,93.46666666666668,23.383333333333333,43.53333333333333,11.99,9.909090909090908,3.6333333333333337,4.916333333333333,0.0,22,2.0,30,15,6.0,33.6,34.0,10.1,6.8,11.0,11.393333333333334,4.1689655172413795,1.8131806371645671,11,0,0,0,0,0,0,1,0,0,1,0,0,0.0
Melbourne,Sydney,Qantas,2011-11-01,2011-11,2011,899.0,872.0,661.0,211.0,27.0,3.0033370411568407,0.2419724770642201,0,93.46666666666668,23.383333333333333,43.53333333333333,11.99,9.909090909090908,3.6333333333333337,4.916333333333333,0.0,22,2.0,30,15,6.0,33.6,34.0,10.1,6.8,11.0,11.393333333333334,4.1689655172413795,1.8131806371645671,91.36666666666666,25.946666666666665,50.06666666666667,17.709999999999997,9.586666666666668,4.793333333333334,5.672,1.0,19,2.0,30,13,5.0,34.4,37.9,8.65,13.4,15.0,8.236666666666668,3.6551724137931023,1.320476403058564,11,0,0,0,0,0,0,1,0,0,1,0,0,0.0
Sydney,Melbourne,Qantas,2011-11-01,2011-11,2011,896.0,870.0,693.0,177.0,26.0,2.9017857142857144,0.2034482758620689,0,91.36666666666666,25.946666666666665,50.06666666666667,17.709999999999997,9.586666666666668,4.793333333333334,5.672,1.0,19,2.0,30,13,5.0,34.4,37.9,8.65,13.4,15.0,8.236666666666668,3.6551724137931023,1.320476403058564,93.46666666666668,23.383333333333333,43.53333333333333,11.99,9.909090909090908,3.6333333333333337,4.916333333333333,0.0,22,2.0,30,15,6.0,33.6,34.0,10.1,6.8,11.0,11.393333333333334,4.1689655172413795,1.8131806371645671,11,0,0,0,0,0,0,1,0,0,1,0,0,0.0
