departing_port,arriving_port,airline,month,year_month,year,sectors_scheduled,sectors_flown,arrivals_on_time,arrivals_delayed,cancellations,cancellations_pct,delay_rate,is_high_delay,avg_max_humidity_dep,avg_max_temp_dep,avg_min_humidity_dep,avg_min_temp_dep,avg_rainfall_on_rainy_days_dep,avg_rainfall_per_day_dep,avg_wind_speed_dep,days_above_35C_dep,days_high_humidity_dep,days_high_wind_dep,days_in_month_dep,extreme_weather_days_dep,heavy_rain_days_dep,max_daily_rainfall_dep,max_temperature_dep,max_wind_speed_dep,min_temperature_dep,rainy_days_dep,temp_range_mean_dep,temp_volatility_dep,wind_speed_std_dep,avg_max_humidity_arr,avg_max_temp_arr,avg_min_humidity_arr,avg_min_temp_arr,avg_rainfall_on_rainy_days_arr,avg_rainfall_per_day_arr,avg_wind_speed_arr,days_above_35C_arr,days_high_humidity_arr,days_high_wind_arr,days_in_month_arr,extreme_weather_days_arr,heavy_rain_days_arr,max_daily_rainfall_arr,max_temperature_arr,max_wind_speed_arr,min_temperature_arr,rainy_days_arr,temp_range_mean_arr,temp_volatility_arr,wind_speed_std_arr
Hobart,Sydney,Virgin Australia,2012-11-01,2012-11,2012,60.0,59.0,36.0,23.0,1.0,1.6666666666666667,0.3898305084745763,1,86.7,20.553333333333335,42.0,9.743333333333334,2.48,0.8266666666666667,4.66,0.0,15,0.0,30,4,0.0,10.0,33.9,7.92,3.1,10.0,10.810000000000002,3.3413793103448266,1.5128096719178772,86.63333333333334,24.403333333333332,51.03333333333333,16.94666666666667,3.3166666666666664,1.3266666666666669,5.884,0.0,11,2.0,30,3,0.0,8.6,34.2,9.24,12.9,12.0,7.456666666666665,4.110344827586207,1.5383726287306292
Melbourne,Hobart,Virgin Australia,2012-11-01,2012-11,2012,156.0,156.0,132.0,24.0,0.0,0.0,0.15384615384615385,0,89.6,23.333333333333332,37.333333333333336,10.89,2.8,0.7466666666666666,5.422666666666667,1.0,18,4.0,30,8,0.0,9.6,39.3,11.09,5.4,8.0,12.443333333333335,4.451724137931033,1.9916098727053628,86.7,20.553333333333335,42.0,9.743333333333334,2.48,0.8266666666666667,4.66,0.0,15,0.0,30,4,0.0,10.0,33.9,7.92,3.1,10.0,10.810000000000002,3.3413793103448266,1.5128096719178772
Melbourne,Sydney,Virgin Australia,2012-11-01,2012-11,2012,796.0,770.0,583.0,187.0,26.0,3.2663316582914574,0.24285714285714285,0,89.6,23.333333333333332,37.333333333333336,10.89,2.8,0.7466666666666666,5.422666666666667,1.0,18,4.0,30,8,0.0,9.6,39.3,11.09,5.4,8.0,12.443333333333335,4.451724137931033,1.9916098727053628,86.63333333333334,24.403333333333332,51.03333333333333,16.94666666666667,3.3166666666666664,1.3266666666666669,5.884,0.0,11,2.0,30,3,0.0,8.6,34.2,9.24,12.9,12.0,7.456666666666665,4.110344827586207,1.5383726287306292
Sydney,Hobart,Virgin Australia,2012-11-01,2012-11,2012,60.0,59.0,41.0,18.0,1.0,1.6666666666666667,0.3050847457627119,1,86.63333333333334,24.403333333333332,51.03333333333333,16.94666666666667,3.3166666666666664,1.3266666666666669,5.884,0.0,11,2.0,30,3,0.0,8.6,34.2,9.24,12.9,12.0,7.456666666666665,4.110344827586207,1.5383726287306292,86.7,20.553333333333335,42.0,9.743333333333334,2.48,0.8266666666666667,4.66,0.0,15,0.0,30,4,0.0,10.0,33.9,7.92,3.1,10.0,10.810000000000002,3.3413793103448266,1.5128096719178772
Sydney,Melbourne,Virgin Australia,2012-11-01,2012-11,2012,792.0,767.0,615.0,152.0,25.0,3.1565656565656566,0.1981747066492829,0,86.63333333333334,24.403333333333332,51.03333333333333,16.94666666666667,3.3166666666666664,1.3266666666666669,5.884,0.0,11,2.0,30,3,0.0,8.6,34.2,9.24,12.9,12.0,7.456666666666665,4.110344827586207,1.5383726287306292,89.6,23.333333333333332,37.333333333333336,10.89,2.8,0.7466666666666666,5.422666666666667,1.0,18,4.0,30,8,0.0,9.6,39.3,11.09,5.4,8.0,12.443333333333335,4.451724137931033,1.9916098727053628
Hobart,Melbourne,Jetstar,2012-12-01,2012-12,2012,209.0,206.0,124.0,82.0,3.0,1.4354066985645932,0.39805825242718446,1,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599
Hobart,Sydney,Jetstar,2012-12-01,2012-12,2012,117.0,117.0,90.0,27.0,0.0,0.0,0.23076923076923078,0,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307
Melbourne,Hobart,Jetstar,2012-12-01,2012-12,2012,209.0,206.0,144.0,62.0,3.0,1.4354066985645932,0.30097087378640774,1,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152
Melbourne,Sydney,Jetstar,2012-12-01,2012-12,2012,311.0,303.0,222.0,81.0,8.0,2.572347266881029,0.26732673267326734,1,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307
Sydney,Hobart,Jetstar,2012-12-01,2012-12,2012,118.0,118.0,91.0,27.0,0.0,0.0,0.2288135593220339,0,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152
Sydney,Melbourne,Jetstar,2012-12-01,2012-12,2012,312.0,302.0,227.0,75.0,10.0,3.205128205128205,0.24834437086092714,0,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599
Hobart,Melbourne,Qantas,2012-12-01,2012-12,2012,62.0,62.0,47.0,15.0,0.0,0.0,0.24193548387096775,0,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599
Hobart,Sydney,Qantas,2012-12-01,2012-12,2012,31.0,31.0,27.0,4.0,0.0,0.0,0.12903225806451613,0,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307
Melbourne,Hobart,Qantas,2012-12-01,2012-12,2012,62.0,62.0,54.0,8.0,0.0,0.0,0.12903225806451613,0,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152
Melbourne,Sydney,Qantas,2012-12-01,2012-12,2012,793.0,732.0,571.0,161.0,61.0,7.6923076923076925,0.21994535519125682,0,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307
Sydney,Hobart,Qantas,2012-12-01,2012-12,2012,31.0,31.0,24.0,7.0,0.0,0.0,0.22580645161290322,0,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152
Sydney,Melbourne,Qantas,2012-12-01,2012-12,2012,792.0,726.0,608.0,118.0,66.0,8.333333333333332,0.162534435261708,0,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599
Hobart,Melbourne,QantasLink,2012-12-01,2012-12,2012,31.0,30.0,25.0,5.0,1.0,3.225806451612903,0.16666666666666666,0,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599
Melbourne,Hobart,QantasLink,2012-12-01,2012-12,2012,31.0,31.0,17.0,14.0,0.0,0.0,0.45161290322580644,1,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152
Hobart,Melbourne,Tigerair Australia,2012-12-01,2012-12,2012,63.0,63.0,46.0,17.0,0.0,0.0,0.2698412698412698,1,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599
Melbourne,Hobart,Tigerair Australia,2012-12-01,2012-12,2012,63.0,63.0,53.0,10.0,0.0,0.0,0.15873015873015872,0,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152
Melbourne,Sydney,Tigerair Australia,2012-12-01,2012-12,2012,264.0,263.0,227.0,36.0,1.0,0.3787878787878788,0.13688212927756654,0,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307
Sydney,Melbourne,Tigerair Australia,2012-12-01,2012-12,2012,264.0,263.0,210.0,53.0,1.0,0.3787878787878788,0.20152091254752852,0,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599
Hobart,Melbourne,Virgin Australia,2012-12-01,2012-12,2012,158.0,158.0,133.0,25.0,0.0,0.0,0.15822784810126583,0,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599
Hobart,Sydney,Virgin Australia,2012-12-01,2012-12,2012,61.0,61.0,42.0,19.0,0.0,0.0,0.3114754098360656,1,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307
Melbourne,Hobart,Virgin Australia,2012-12-01,2012-12,2012,158.0,158.0,133.0,25.0,0.0,0.0,0.15822784810126583,0,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152
Melbourne,Sydney,Virgin Australia,2012-12-01,2012-12,2012,729.0,699.0,543.0,156.0,30.0,4.11522633744856,0.22317596566523606,0,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307
Sydney,Hobart,Virgin Australia,2012-12-01,2012-12,2012,61.0,61.0,52.0,9.0,0.0,0.0,0.14754098360655737,0,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307,78.87096774193549,22.661290322580644,33.58064516129032,11.458064516129031,2.9555555555555553,0.8580645161290322,5.641612903225807,0.0,7,2.0,31,3,1.0,10.2,32.5,8.95,6.0,9.0,11.203225806451613,3.823333333333333,1.438740413867152
Sydney,Melbourne,Virgin Australia,2012-12-01,2012-12,2012,724.0,692.0,546.0,146.0,32.0,4.41988950276243,0.21098265895953758,0,84.96774193548387,26.91290322580645,45.903225806451616,18.654838709677417,3.25,0.8387096774193549,6.596129032258064,1.0,8,5.0,31,8,1.0,17.0,36.2,10.88,14.4,8.0,8.258064516129032,4.3100000000000005,1.9154123619025307,87.70967741935483,26.029032258064515,31.322580645161292,12.51290322580645,1.86,0.6000000000000001,6.006129032258064,3.0,10,6.0,31,12,0.0,6.2,39.2,10.58,7.7,10.0,13.516129032258062,5.5699999999999985,2.011730063766599
Hobart,Melbourne,Jetstar,2013-01-01,2013-01,2013,208.0,200.0,122.0,78.0,8.0,3.8461538461538463,0.39,1,81.19354838709677,23.98709677419355,32.96774193548387,12.26774193548387,1.446153846153846,0.6064516129032258,5.485161290322581,1.0,7,1.0,31,3,0.0,5.8,40.3,8.29,6.9,13.0,11.71935483870968,4.7266666666666675,1.2654692699225374,83.12903225806451,28.009677419354837,29.06451612903226,13.72258064516129,3.133333333333333,0.3032258064516128,5.785806451612903,5.0,9,3.0,31,10,0.0,8.2,41.5,9.26,8.5,3.0,14.287096774193548,6.8566666666666665,1.501782883094953
Hobart,Sydney,Jetstar,2013-01-01,2013-01,2013,114.0,114.0,89.0,25.0,0.0,0.0,0.21929824561403508,0,81.19354838709677,23.98709677419355,32.96774193548387,12.26774193548387,1.446153846153846,0.6064516129032258,5.485161290322581,1.0,7,1.0,31,3,0.0,5.8,40.3,8.29,6.9,13.0,11.71935483870968,4.7266666666666675,1.2654692699225374,86.16129032258064,28.306451612903224,50.516129032258064,20.393548387096775,12.545454545454543,4.451612903225806,6.43741935483871,2.0,8,4.0,31,10,3.0,97.2,46.4,10.0,17.3,11.0,7.912903225806451,5.12,1.3563086368078503
Melbourne,Hobart,Jetstar,2013-01-01,2013-01,2013,208.0,200.0,157.0,43.0,8.0,3.8461538461538463,0.215,0,83.12903225806451,28.009677419354837,29.06451612903226,13.72258064516129,3.133333333333333,0.3032258064516128,5.785806451612903,5.0,9,3.0,31,10,0.0,8.2,41.5,9.26,8.5,3.0,14.287096774193548,6.8566666666666665,1.501782883094953,81.19354838709677,23.98709677419355,32.96774193548387,12.26774193548387,1.446153846153846,0.6064516129032258,5.485161290322581,1.0,7,1.0,31,3,0.0,5.8,40.3,8.29,6.9,13.0,11.71935483870968,4.7266666666666675,1.2654692699225374
Melbourne,Sydney,Jetstar,2013-01-01,2013-01,2013,330.0,324.0,241.0,83.0,6.0,1.8181818181818181,0.25617283950617287,1,83.12903225806451,28.009677419354837,29.06451612903226,13.72258064516129,3.133333333333333,0.3032258064516128,5.785806451612903,5.0,9,3.0,31,10,0.0,8.2,41.5,9.26,8.5,3.0,14.287096774193548,6.8566666666666665,1.501782883094953,86.16129032258064,28.306451612903224,50.516129032258064,20.393548387096775,12.545454545454543,4.451612903225806,6.43741935483871,2.0,8,4.0,31,10,3.0,97.2,46.4,10.0,17.3,11.0,7.912903225806451,5.12,1.3563086368078503
Sydney,Hobart,Jetstar,2013-01-01,2013-01,2013,114.0,114.0,94.0,20.0,0.0,0.0,0.17543859649122806,0,86.16129032258064,28.306451612903224,50.516129032258064,20.393548387096775,12.545454545454543,4.451612903225806,6.43741935483871,2.0,8,4.0,31,10,3.0,97.2,46.4,10.0,17.3,11.0,7.912903225806451,5.12,1.3563086368078503,81.19354838709677,23.98709677419355,32.96774193548387,12.26774193548387,1.446153846153846,0.6064516129032258,5.485161290322581,1.0,7,1.0,31,3,0.0,5.8,40.3,8.29,6.9,13.0,11.71935483870968,4.7266666666666675,1.2654692699225374
Sydney,Melbourne,Jetstar,2013-01-01,2013-01,2013,330.0,324.0,251.0,73.0,6.0,1.8181818181818181,0.22530864197530864,0,86.16129032258064,28.306451612903224,50.516129032258064,20.393548387096775,12.545454545454543,4.451612903225806,6.43741935483871,2.0,8,4.0,31,10,3.0,97.2,46.4,10.0,17.3,11.0,7.912903225806451,5.12,1.3563086368078503,83.12903225806451,28.009677419354837,29.06451612903226,13.72258064516129,3.133333333333333,0.3032258064516128,5.785806451612903,5.0,9,3.0,31,10,0.0,8.2,41.5,9.26,8.5,3.0,14.287096774193548,6.8566666666666665,1.501782883094953
Hobart,Melbourne,Qantas,2013-01-01,2013-01,2013,62.0,62.0,57.0,5.0,0.0,0.0,0.08064516129032258,0,81.19354838709677,23.98709677419355,32.96774193548387,12.26774193548387,1.446153846153846,0.6064516129032258,5.485161290322581,1.0,7,1.0,31,3,0.0,5.8,40.3,8.29,6.9,13.0,11.71935483870968,4.7266666666666675,1.2654692699225374,83.12903225806451,28.009677419354837,29.06451612903226,13.72258064516129,3.133333333333333,0.3032258064516128,5.785806451612903,5.0,9,3.0,31,10,0.0,8.2,41.5,9.26,8.5,3.0,14.287096774193548,6.8566666666666665,1.501782883094953
Hobart,Sydney,Qantas,2013-01-01,2013-01,2013,31.0,31.0,29.0,2.0,0.0,0.0,0.06451612903225806,0,81.19354838709677,23.98709677419355,32.96774193548387,12.26774193548387,1.446153846153846,0.6064516129032258,5.485161290322581,1.0,7,1.0,31,3,0.0,5.8,40.3,8.29,6.9,13.0,11.71935483870968,4.7266666666666675,1.2654692699225374,86.16129032258064,28.306451612903224,50.516129032258064,20.393548387096775,12.545454545454543,4.451612903225806,6.43741935483871,2.0,8,4.0,31,10,3.0,97.2,46.4,10.0,17.3,11.0,7.912903225806451,5.12,1.3563086368078503
Melbourne,Hobart,Qantas,2013-01-01,2013-01,2013,62.0,62.0,58.0,4.0,0.0,0.0,0.06451612903225806,0,83.12903225806451,28.009677419354837,29.06451612903226,13.72258064516129,3.133333333333333,0.3032258064516128,5.785806451612903,5.0,9,3.0,31,10,0.0,8.2,41.5,9.26,8.5,3.0,14.287096774193548,6.8566666666666665,1.501782883094953,81.19354838709677,23.98709677419355,32.96774193548387,12.26774193548387,1.446153846153846,0.6064516129032258,5.485161290322581,1.0,7,1.0,31,3,0.0,5.8,40.3,8.29,6.9,13.0,11.71935483870968,4.7266666666666675,1.2654692699225374
Melbourne,Sydney,Qantas,2013-01-01,2013-01,2013,710.0,684.0,606.0,78.0,26.0,3.6619718309859155,0.11403508771929824,0,83.12903225806451,28.009677419354837,29.06451612903226,13.72258064516129,3.133333333333333,0.3032258064516128,5.785806451612903,5.0,9,3.0,31,10,0.0,8.2,41.5,9.26,8.5,3.0,14.287096774193548,6.8566666666666665,1.501782883094953,86.16129032258064,28.306451612903224,50.516129032258064,20.393548387096775,12.545454545454543,4.451612903225806,6.43741935483871,2.0,8,4.0,31,10,3.0,97.2,46.4,10.0,17.3,11.0,7.912903225806451,5.12,1.3563086368078503
Sydney,Hobart,Qantas,2013-01-01,2013-01,2013,31.0,31.0,30.0,1.0,0.0,0.0,0.03225806451612903,0,86.16129032258064,28.306451612903224,50.516129032258064,20.393548387096775,12.545454545454543,4.451612903225806,6.43741935483871,2.0,8,4.0,31,10,3.0,97.2,46.4,10.0,17.3,11.0,7.912903225806451,5.12,1.3563086368078503,81.19354838709677,23.98709677419355,32.96774193548387,12.26774193548387,1.446153846153846,0.6064516129032258,5.485161290322581,1.0,7,1.0,31,3,0.0,5.8,40.3,8.29,6.9,13.0,11.71935483870968,4.7266666666666675,1.2654692699225374
Sydney,Melbourne,Qantas,2013-01-01,2013-01,2013,711.0,685.0,623.0,62.0,26.0,3.6568213783403656,0.0905109489051095,0,86.16129032258064,28.306451612903224,50.516129032258064,20.393548387096775,12.545454545454543,4.451612903225806,6.43741935483871,2.0,8,4.0,31,10,3.0,97.2,46.4,10.0,17.3,11.0,7.912903225806451,5.12,1.3563086368078503,83.12903225806451,28.009677419354837,29.06451612903226,13.72258064516129,3.133333333333333,0.3032258064516128,5.785806451612903,5.0,9,3.0,31,10,0.0,8.2,41.5,9.26,8.5,3.0,14.287096774193548,6.8566666666666665,1.501782883094953
Hobart,Melbourne,QantasLink,2013-01-01,2013-01,2013,31.0,31.0,21.0,10.0,0.0,0.0,0.3225806451612903,1,81.19354838709677,23.98709677419355,32.96774193548387,12.26774193548387,1.446153846153846,0.6064516129032258,5.485161290322581,1.0,7,1.0,31,3,0.0,5.8,40.3,8.29,6.9,13.0,11.71935483870968,4.7266666666666675,1.2654692699225374,83.12903225806451,28.009677419354837,29.06451612903226,13.72258064516129,3.133333333333333,0.3032258064516128,5.785806451612903,5.0,9,3.0,31,10,0.0,8.2,41.5,9.26,8.5,3.0,14.287096774193548,6.8566666666666665,1.501782883094953
Melbourne,Hobart,QantasLink,2013-01-01,2013-01,2013,31.0,30.0,23.0,7.0,1.0,3.225806451612903,0.23333333333333334,0,83.12903225806451,28.009677419354837,29.06451612903226,13.72258064516129,3.133333333333333,0.3032258064516128,5.785806451612903,5.0,9,3.0,31,10,0.0,8.2,41.5,9.26,8.5,3.0,14.287096774193548,6.8566666666666665,1.501782883094953,81.19354838709677,23.98709677419355,32.96774193548387,12.26774193548387,1.446153846153846,0.6064516129032258,5.485161290322581,1.0,7,1.0,31,3,0.0,5.8,40.3,8.29,6.9,13.0,11.71935483870968,4.7266666666666675,1.2654692699225374
Hobart,Melbourne,Tigerair Australia,2013-01-01,2013-01,2013,57.0,57.0,45.0,12.0,0.0,0.0,0.21052631578947367,0,81.19354838709677,23.98709677419355,32.96774193548387,12.26774193548387,1.446153846153846,0.6064516129032258,5.485161290322581,1.0,7,1.0,31,3,0.0,5.8,40.3,8.29,6.9,13.0,11.71935483870968,4.7266666666666675,1.2654692699225374,83.12903225806451,28.009677419354837,29.06451612903226,13.72258064516129,3.133333333333333,0.3032258064516128,5.785806451612903,5.0,9,3.0,31,10,0.0,8.2,41.5,9.26,8.5,3.0,14.287096774193548,6.8566666666666665,1.501782883094953
