year_month,days_in_month,max_temperature,avg_max_temp,min_temperature,avg_min_temp,max_daily_rainfall,avg_rainfall_per_day,avg_wind_speed,max_wind_speed,avg_max_humidity,avg_min_humidity,temp_range_mean,days_above_35C,temp_volatility,rainy_days,heavy_rain_days,avg_rainfall_on_rainy_days,days_high_wind,wind_speed_std,days_high_humidity,extreme_weather_days
2009-01,31,44.2,28.799999999999997,6.3,13.432258064516128,1.2,0.05161290322580645,5.5683870967741935,10.69,80.96774193548387,25.258064516129032,15.367741935483872,8.0,5.23,3.0,0.0,0.5333333333333333,4.0,1.797654206225794,4,10
2009-02,28,46.8,27.860714285714288,6.9,14.275,1.8,0.21428571428571427,5.6153571428571425,9.51,83.32142857142857,30.571428571428573,13.585714285714285,2.0,4.807407407407408,6.0,0.0,1.0,3.0,1.6986497516662986,7,5
2009-03,31,34.7,24.238709677419354,8.4,12.935483870967742,20.0,1.1548387096774193,5.111935483870968,10.51,89.48387096774194,37.096774193548384,11.303225806451612,0.0,4.956666666666667,10.0,1.0,3.5799999999999996,3.0,1.8983807474702201,17,10
2009-04,30,31.8,20.25,1.2,9.906666666666666,20.6,1.1133333333333333,5.006666666666666,9.56,89.06666666666666,40.56666666666667,10.343333333333332,0.0,3.468965517241379,8.0,1.0,4.175000000000001,4.0,2.138756218207101,17,12
2009-05,31,23.0,17.038709677419355,3.2,7.632258064516129,5.8,0.3612903225806452,4.072903225806452,9.78,92.7741935483871,51.774193548387096,9.40645161290323,0.0,1.65,10.0,0.0,1.1199999999999999,1.0,1.9141807534789517,23,14
2009-06,30,18.1,14.343333333333334,1.4,6.096666666666667,3.4,0.6466666666666666,5.152666666666667,11.29,93.03333333333333,58.46666666666667,8.246666666666666,0.0,1.655172413793103,11.0,0.0,1.7636363636363634,3.0,2.4455123337886975,21,14
2009-07,31,18.0,13.896774193548387,0.9,5.812903225806451,6.8,0.8129032258064516,6.510967741935484,14.09,88.6774193548387,52.354838709677416,8.083870967741936,0.0,1.3966666666666667,15.0,0.0,1.6800000000000002,7.0,2.7588250576875533,15,10
2009-08,31,19.0,15.841935483870968,2.7,7.358064516129032,5.6,1.1483870967741936,7.646451612903226,14.78,84.74193548387096,42.41935483870968,8.483870967741936,0.0,1.6966666666666668,18.0,0.0,1.9777777777777779,15.0,2.815270914597855,11,21
2009-09,30,30.2,17.903333333333332,3.1,7.760000000000001,16.2,1.8333333333333333,7.041666666666667,13.27,83.9,37.733333333333334,10.143333333333333,0.0,3.0448275862068965,16.0,2.0,3.4375,8.0,2.688196528290416,10,13
2009-10,31,33.8,19.44193548387097,2.4,7.970967741935484,8.4,0.6516129032258066,5.444193548387097,10.37,89.51612903225806,38.645161290322584,11.470967741935485,0.0,3.103333333333332,13.0,0.0,1.5538461538461539,5.0,1.8719575746502168,15,7
