departing_port,arriving_port,airline,month,year_month,year,sectors_scheduled,sectors_flown,arrivals_on_time,arrivals_delayed,cancellations,cancellations_pct,delay_rate,is_high_delay
Melbourne,Sydney,Virgin Australia,2015-08-01,2015-08,2015,805.0,786.0,758.0,28.0,19.0,2.360248447204969,0.035623409669211195,0
Sydney,Melbourne,Virgin Australia,2015-08-01,2015-08,2015,806.0,787.0,727.0,60.0,19.0,2.357320099255583,0.07623888182973317,0
Melbourne,Sydney,Jetstar,2015-09-01,2015-09,2015,344.0,312.0,253.0,59.0,32.0,9.30232558139535,0.1891025641025641,0
Sydney,Melbourne,Jetstar,2015-09-01,2015-09,2015,345.0,314.0,259.0,55.0,31.0,8.985507246376812,0.1751592356687898,0
Melbourne,Sydney,Qantas,2015-09-01,2015-09,2015,1012.0,978.0,899.0,79.0,34.0,3.3596837944664033,0.08077709611451943,0
Sydney,Melbourne,Qantas,2015-09-01,2015-09,2015,1005.0,970.0,879.0,91.0,35.0,3.482587064676617,0.09381443298969072,0
Melbourne,Sydney,Tigerair Australia,2015-09-01,2015-09,2015,240.0,237.0,195.0,42.0,3.0,1.25,0.17721518987341772,0
Sydney,Melbourne,Tigerair Australia,2015-09-01,2015-09,2015,240.0,237.0,206.0,31.0,3.0,1.25,0.1308016877637131,0
Melbourne,Sydney,Virgin Australia,2015-09-01,2015-09,2015,786.0,761.0,704.0,57.0,25.0,3.1806615776081424,0.07490144546649145,0
Sydney,Melbourne,Virgin Australia,2015-09-01,2015-09,2015,784.0,756.0,690.0,66.0,28.0,3.571428571428571,0.0873015873015873,0
Melbourne,Sydney,Jetstar,2015-10-01,2015-10,2015,343.0,320.0,227.0,93.0,23.0,6.705539358600583,0.290625,1
Sydney,Melbourne,Jetstar,2015-10-01,2015-10,2015,339.0,318.0,233.0,85.0,21.0,6.1946902654867255,0.2672955974842767,1
Melbourne,Sydney,Qantas,2015-10-01,2015-10,2015,1025.0,998.0,817.0,181.0,27.0,2.6341463414634148,0.1813627254509018,0
Sydney,Melbourne,Qantas,2015-10-01,2015-10,2015,1028.0,998.0,813.0,185.0,30.0,2.9182879377431905,0.18537074148296592,0
Melbourne,Sydney,Tigerair Australia,2015-10-01,2015-10,2015,247.0,245.0,201.0,44.0,2.0,0.8097165991902834,0.17959183673469387,0
Sydney,Melbourne,Tigerair Australia,2015-10-01,2015-10,2015,247.0,245.0,191.0,54.0,2.0,0.8097165991902834,0.22040816326530613,0
Melbourne,Sydney,Virgin Australia,2015-10-01,2015-10,2015,814.0,789.0,698.0,91.0,25.0,3.0712530712530715,0.11533586818757921,0
Sydney,Melbourne,Virgin Australia,2015-10-01,2015-10,2015,812.0,790.0,685.0,105.0,22.0,2.70935960591133,0.13291139240506328,0
Melbourne,Sydney,Jetstar,2015-11-01,2015-11,2015,360.0,340.0,223.0,117.0,20.0,5.555555555555555,0.34411764705882353,1
Sydney,Melbourne,Jetstar,2015-11-01,2015-11,2015,357.0,338.0,219.0,119.0,19.0,5.322128851540616,0.3520710059171598,1
Melbourne,Sydney,Qantas,2015-11-01,2015-11,2015,967.0,937.0,744.0,193.0,30.0,3.1023784901758016,0.20597652081109924,0
Sydney,Melbourne,Qantas,2015-11-01,2015-11,2015,965.0,936.0,704.0,232.0,29.0,3.005181347150259,0.24786324786324787,0
Melbourne,Sydney,Tigerair Australia,2015-11-01,2015-11,2015,236.0,232.0,180.0,52.0,4.0,1.694915254237288,0.22413793103448276,0
Sydney,Melbourne,Tigerair Australia,2015-11-01,2015-11,2015,236.0,231.0,162.0,69.0,5.0,2.11864406779661,0.2987012987012987,1
Melbourne,Sydney,Virgin Australia,2015-11-01,2015-11,2015,780.0,760.0,654.0,106.0,20.0,2.564102564102564,0.1394736842105263,0
Sydney,Melbourne,Virgin Australia,2015-11-01,2015-11,2015,773.0,755.0,592.0,163.0,18.0,2.3285899094437257,0.21589403973509932,0
Melbourne,Sydney,Jetstar,2015-12-01,2015-12,2015,394.0,367.0,208.0,159.0,27.0,6.852791878172589,0.4332425068119891,1
Sydney,Melbourne,Jetstar,2015-12-01,2015-12,2015,393.0,364.0,210.0,154.0,29.0,7.37913486005089,0.4230769230769231,1
Melbourne,Sydney,Qantas,2015-12-01,2015-12,2015,925.0,907.0,744.0,163.0,18.0,1.9459459459459458,0.17971334068357223,0
Sydney,Melbourne,Qantas,2015-12-01,2015-12,2015,926.0,909.0,754.0,155.0,17.0,1.8358531317494602,0.1705170517051705,0
Melbourne,Sydney,Tigerair Australia,2015-12-01,2015-12,2015,248.0,246.0,197.0,49.0,2.0,0.8064516129032258,0.1991869918699187,0
Sydney,Melbourne,Tigerair Australia,2015-12-01,2015-12,2015,247.0,245.0,189.0,56.0,2.0,0.8097165991902834,0.22857142857142856,0
Melbourne,Sydney,Virgin Australia,2015-12-01,2015-12,2015,757.0,730.0,637.0,93.0,27.0,3.5667107001321003,0.1273972602739726,0
Sydney,Melbourne,Virgin Australia,2015-12-01,2015-12,2015,747.0,719.0,613.0,106.0,28.0,3.748326639892905,0.1474269819193324,0
Melbourne,Sydney,Jetstar,2014-01-01,2014-01,2014,334.0,323.0,284.0,39.0,11.0,3.293413173652695,0.12074303405572756,0
Sydney,Melbourne,Jetstar,2014-01-01,2014-01,2014,337.0,327.0,293.0,34.0,10.0,2.967359050445104,0.10397553516819572,0
Melbourne,Sydney,Qantas,2014-01-01,2014-01,2014,755.0,746.0,680.0,66.0,9.0,1.1920529801324504,0.08847184986595175,0
Sydney,Melbourne,Qantas,2014-01-01,2014-01,2014,758.0,747.0,692.0,55.0,11.0,1.4511873350923483,0.07362784471218206,0
Melbourne,Sydney,Tigerair Australia,2014-01-01,2014-01,2014,227.0,227.0,201.0,26.0,0.0,0.0,0.1145374449339207,0
Sydney,Melbourne,Tigerair Australia,2014-01-01,2014-01,2014,227.0,226.0,183.0,43.0,1.0,0.4405286343612335,0.1902654867256637,0
Melbourne,Sydney,Virgin Australia,2014-01-01,2014-01,2014,691.0,681.0,639.0,42.0,10.0,1.447178002894356,0.06167400881057269,0
Sydney,Melbourne,Virgin Australia,2014-01-01,2014-01,2014,693.0,683.0,628.0,55.0,10.0,1.443001443001443,0.08052708638360176,0
Melbourne,Sydney,Jetstar,2014-02-01,2014-02,2014,299.0,298.0,252.0,46.0,1.0,0.33444816053511706,0.15436241610738255,0
Sydney,Melbourne,Jetstar,2014-02-01,2014-02,2014,298.0,296.0,262.0,34.0,2.0,0.6711409395973155,0.11486486486486487,0
Melbourne,Sydney,Qantas,2014-02-01,2014-02,2014,864.0,849.0,734.0,115.0,15.0,1.7361111111111112,0.1354534746760895,0
Sydney,Melbourne,Qantas,2014-02-01,2014-02,2014,864.0,850.0,756.0,94.0,14.0,1.6203703703703702,0.11058823529411765,0
Melbourne,Sydney,Tigerair Australia,2014-02-01,2014-02,2014,180.0,180.0,149.0,31.0,0.0,0.0,0.17222222222222222,0
Sydney,Melbourne,Tigerair Australia,2014-02-01,2014-02,2014,180.0,180.0,139.0,41.0,0.0,0.0,0.22777777777777777,0
Melbourne,Sydney,Virgin Australia,2014-02-01,2014-02,2014,702.0,692.0,600.0,92.0,10.0,1.4245014245014245,0.1329479768786127,0
Sydney,Melbourne,Virgin Australia,2014-02-01,2014-02,2014,703.0,694.0,621.0,73.0,9.0,1.2802275960170697,0.10518731988472622,0
Melbourne,Sydney,Jetstar,2014-03-01,2014-03,2014,304.0,299.0,222.0,77.0,5.0,1.644736842105263,0.25752508361204013,1
Sydney,Melbourne,Jetstar,2014-03-01,2014-03,2014,303.0,299.0,240.0,59.0,4.0,1.3201320132013201,0.19732441471571907,0
Melbourne,Sydney,Qantas,2014-03-01,2014-03,2014,937.0,921.0,750.0,171.0,16.0,1.7075773745997866,0.18566775244299674,0
Sydney,Melbourne,Qantas,2014-03-01,2014-03,2014,935.0,914.0,774.0,140.0,21.0,2.2459893048128343,0.15317286652078774,0
Melbourne,Sydney,Tigerair Australia,2014-03-01,2014-03,2014,219.0,214.0,158.0,56.0,5.0,2.28310502283105,0.2616822429906542,1
Sydney,Melbourne,Tigerair Australia,2014-03-01,2014-03,2014,218.0,212.0,140.0,72.0,6.0,2.7522935779816518,0.33962264150943394,1
Melbourne,Sydney,Virgin Australia,2014-03-01,2014-03,2014,759.0,745.0,592.0,153.0,14.0,1.844532279314888,0.20536912751677852,0
Sydney,Melbourne,Virgin Australia,2014-03-01,2014-03,2014,760.0,747.0,614.0,133.0,13.0,1.710526315789474,0.17804551539491298,0
Melbourne,Sydney,Jetstar,2014-04-01,2014-04,2014,322.0,310.0,210.0,100.0,12.0,3.7267080745341614,0.3225806451612903,1
Sydney,Melbourne,Jetstar,2014-04-01,2014-04,2014,320.0,311.0,224.0,87.0,9.0,2.8125,0.2797427652733119,1
Melbourne,Sydney,Qantas,2014-04-01,2014-04,2014,874.0,827.0,672.0,155.0,47.0,5.377574370709382,0.18742442563482467,0
Sydney,Melbourne,Qantas,2014-04-01,2014-04,2014,873.0,827.0,674.0,153.0,46.0,5.2691867124856815,0.18500604594921402,0
Melbourne,Sydney,Tigerair Australia,2014-04-01,2014-04,2014,241.0,230.0,169.0,61.0,11.0,4.564315352697095,0.26521739130434785,1
Sydney,Melbourne,Tigerair Australia,2014-04-01,2014-04,2014,241.0,231.0,161.0,70.0,10.0,4.149377593360995,0.30303030303030304,1
Melbourne,Sydney,Virgin Australia,2014-04-01,2014-04,2014,755.0,696.0,541.0,155.0,59.0,7.81456953642384,0.22270114942528735,0
Sydney,Melbourne,Virgin Australia,2014-04-01,2014-04,2014,756.0,700.0,528.0,172.0,56.0,7.4074074074074066,0.24571428571428572,0
Melbourne,Sydney,Jetstar,2014-05-01,2014-05,2014,327.0,319.0,267.0,52.0,8.0,2.4464831804281344,0.16300940438871472,0
Sydney,Melbourne,Jetstar,2014-05-01,2014-05,2014,327.0,319.0,267.0,52.0,8.0,2.4464831804281344,0.16300940438871472,0
Melbourne,Sydney,Qantas,2014-05-01,2014-05,2014,929.0,896.0,805.0,91.0,33.0,3.552206673842842,0.1015625,0
Sydney,Melbourne,Qantas,2014-05-01,2014-05,2014,929.0,897.0,822.0,75.0,32.0,3.4445640473627552,0.08361204013377926,0
Melbourne,Sydney,Tigerair Australia,2014-05-01,2014-05,2014,234.0,223.0,190.0,33.0,11.0,4.700854700854701,0.14798206278026907,0
Sydney,Melbourne,Tigerair Australia,2014-05-01,2014-05,2014,233.0,222.0,187.0,35.0,11.0,4.721030042918455,0.15765765765765766,0
Melbourne,Sydney,Virgin Australia,2014-05-01,2014-05,2014,775.0,755.0,682.0,73.0,20.0,2.5806451612903225,0.09668874172185431,0
Sydney,Melbourne,Virgin Australia,2014-05-01,2014-05,2014,776.0,756.0,638.0,118.0,20.0,2.5773195876288657,0.15608465608465608,0
Melbourne,Sydney,Jetstar,2014-06-01,2014-06,2014,301.0,283.0,228.0,55.0,18.0,5.980066445182724,0.19434628975265017,0
Sydney,Melbourne,Jetstar,2014-06-01,2014-06,2014,301.0,283.0,223.0,60.0,18.0,5.980066445182724,0.21201413427561838,0
Melbourne,Sydney,Qantas,2014-06-01,2014-06,2014,885.0,843.0,722.0,121.0,42.0,4.745762711864407,0.1435349940688019,0
Sydney,Melbourne,Qantas,2014-06-01,2014-06,2014,885.0,843.0,711.0,132.0,42.0,4.745762711864407,0.15658362989323843,0
Melbourne,Sydney,Tigerair Australia,2014-06-01,2014-06,2014,231.0,222.0,157.0,65.0,9.0,3.896103896103896,0.2927927927927928,1
Sydney,Melbourne,Tigerair Australia,2014-06-01,2014-06,2014,231.0,221.0,154.0,67.0,10.0,4.329004329004329,0.3031674208144796,1
Melbourne,Sydney,Virgin Australia,2014-06-01,2014-06,2014,757.0,722.0,595.0,127.0,35.0,4.623513870541611,0.17590027700831026,0
Sydney,Melbourne,Virgin Australia,2014-06-01,2014-06,2014,757.0,720.0,553.0,167.0,37.0,4.887714663143989,0.23194444444444445,0
Melbourne,Sydney,Jetstar,2014-07-01,2014-07,2014,307.0,298.0,225.0,73.0,9.0,2.9315960912052117,0.24496644295302014,0
Sydney,Melbourne,Jetstar,2014-07-01,2014-07,2014,305.0,298.0,217.0,81.0,7.0,2.2950819672131146,0.27181208053691275,1
Melbourne,Sydney,Qantas,2014-07-01,2014-07,2014,918.0,873.0,732.0,141.0,45.0,4.901960784313726,0.16151202749140894,0
Sydney,Melbourne,Qantas,2014-07-01,2014-07,2014,919.0,873.0,674.0,199.0,46.0,5.00544069640914,0.2279495990836197,0
Melbourne,Sydney,Tigerair Australia,2014-07-01,2014-07,2014,192.0,187.0,140.0,47.0,5.0,2.604166666666667,0.25133689839572193,1
Sydney,Melbourne,Tigerair Australia,2014-07-01,2014-07,2014,190.0,187.0,127.0,60.0,3.0,1.5789473684210527,0.32085561497326204,1
Melbourne,Sydney,Virgin Australia,2014-07-01,2014-07,2014,816.0,751.0,636.0,115.0,65.0,7.965686274509803,0.15312916111850866,0
Sydney,Melbourne,Virgin Australia,2014-07-01,2014-07,2014,816.0,751.0,580.0,171.0,65.0,7.965686274509803,0.22769640479360853,0
Melbourne,Sydney,Jetstar,2014-08-01,2014-08,2014,327.0,310.0,228.0,82.0,17.0,5.198776758409786,0.2645161290322581,1
Sydney,Melbourne,Jetstar,2014-08-01,2014-08,2014,329.0,312.0,243.0,69.0,17.0,5.167173252279635,0.22115384615384615,0
Melbourne,Sydney,Qantas,2014-08-01,2014-08,2014,908.0,880.0,702.0,178.0,28.0,3.0837004405286343,0.20227272727272727,0
Sydney,Melbourne,Qantas,2014-08-01,2014-08,2014,907.0,884.0,743.0,141.0,23.0,2.535832414553473,0.1595022624434389,0
Melbourne,Sydney,Tigerair Australia,2014-08-01,2014-08,2014,205.0,202.0,147.0,55.0,3.0,1.4634146341463417,0.2722772277227723,1
Sydney,Melbourne,Tigerair Australia,2014-08-01,2014-08,2014,205.0,202.0,145.0,57.0,3.0,1.4634146341463417,0.28217821782178215,1
Melbourne,Sydney,Virgin Australia,2014-08-01,2014-08,2014,802.0,741.0,561.0,180.0,61.0,7.605985037406484,0.242914979757085,0
Sydney,Melbourne,Virgin Australia,2014-08-01,2014-08,2014,802.0,739.0,569.0,170.0,63.0,7.855361596009976,0.23004059539918809,0
Melbourne,Sydney,Jetstar,2014-09-01,2014-09,2014,325.0,312.0,244.0,68.0,13.0,4.0,0.21794871794871795,0
Sydney,Melbourne,Jetstar,2014-09-01,2014-09,2014,325.0,313.0,254.0,59.0,12.0,3.6923076923076925,0.18849840255591055,0
Melbourne,Sydney,Qantas,2014-09-01,2014-09,2014,918.0,881.0,783.0,98.0,37.0,4.030501089324619,0.1112372304199773,0
Sydney,Melbourne,Qantas,2014-09-01,2014-09,2014,913.0,876.0,738.0,138.0,37.0,4.052573932092004,0.15753424657534246,0
Melbourne,Sydney,Tigerair Australia,2014-09-01,2014-09,2014,221.0,220.0,173.0,47.0,1.0,0.4524886877828055,0.21363636363636362,0
Sydney,Melbourne,Tigerair Australia,2014-09-01,2014-09,2014,222.0,221.0,157.0,64.0,1.0,0.45045045045045046,0.2895927601809955,1
Melbourne,Sydney,Virgin Australia,2014-09-01,2014-09,2014,787.0,757.0,676.0,81.0,30.0,3.8119440914866582,0.10700132100396301,0
Sydney,Melbourne,Virgin Australia,2014-09-01,2014-09,2014,790.0,759.0,636.0,123.0,31.0,3.9240506329113924,0.16205533596837945,0
Melbourne,Sydney,Jetstar,2014-10-01,2014-10,2014,335.0,326.0,238.0,88.0,9.0,2.6865671641791042,0.26993865030674846,1
Sydney,Melbourne,Jetstar,2014-10-01,2014-10,2014,334.0,325.0,241.0,84.0,9.0,2.694610778443114,0.25846153846153846,1
Melbourne,Sydney,Qantas,2014-10-01,2014-10,2014,962.0,935.0,792.0,143.0,27.0,2.806652806652807,0.15294117647058825,0
Sydney,Melbourne,Qantas,2014-10-01,2014-10,2014,963.0,934.0,771.0,163.0,29.0,3.011422637590862,0.1745182012847966,0
Melbourne,Sydney,Tigerair Australia,2014-10-01,2014-10,2014,228.0,225.0,172.0,53.0,3.0,1.3157894736842104,0.23555555555555555,0
Sydney,Melbourne,Tigerair Australia,2014-10-01,2014-10,2014,229.0,226.0,158.0,68.0,3.0,1.3100436681222707,0.3008849557522124,1
Melbourne,Sydney,Virgin Australia,2014-10-01,2014-10,2014,805.0,774.0,676.0,98.0,31.0,3.8509316770186333,0.12661498708010335,0
Sydney,Melbourne,Virgin Australia,2014-10-01,2014-10,2014,807.0,777.0,664.0,113.0,30.0,3.717472118959108,0.14543114543114544,0
Melbourne,Sydney,Jetstar,2014-11-01,2014-11,2014,332.0,327.0,251.0,76.0,5.0,1.5060240963855422,0.2324159021406728,0
Sydney,Melbourne,Jetstar,2014-11-01,2014-11,2014,332.0,328.0,270.0,58.0,4.0,1.2048192771084338,0.17682926829268292,0
Melbourne,Sydney,Qantas,2014-11-01,2014-11,2014,892.0,881.0,741.0,140.0,11.0,1.2331838565022422,0.15891032917139614,0
Sydney,Melbourne,Qantas,2014-11-01,2014-11,2014,890.0,879.0,751.0,128.0,11.0,1.2359550561797752,0.14562002275312855,0
Melbourne,Sydney,Tigerair Australia,2014-11-01,2014-11,2014,216.0,214.0,169.0,45.0,2.0,0.9259259259259258,0.2102803738317757,0
Sydney,Melbourne,Tigerair Australia,2014-11-01,2014-11,2014,216.0,212.0,159.0,53.0,4.0,1.8518518518518516,0.25,0
Melbourne,Sydney,Virgin Australia,2014-11-01,2014-11,2014,747.0,726.0,627.0,99.0,21.0,2.8112449799196786,0.13636363636363635,0
Sydney,Melbourne,Virgin Australia,2014-11-01,2014-11,2014,742.0,722.0,613.0,109.0,20.0,2.6954177897574128,0.15096952908587258,0
Melbourne,Sydney,Jetstar,2014-12-01,2014-12,2014,351.0,336.0,224.0,112.0,15.0,4.273504273504273,0.3333333333333333,1
Sydney,Melbourne,Jetstar,2014-12-01,2014-12,2014,351.0,337.0,230.0,107.0,14.0,3.9886039886039883,0.31750741839762614,1
Melbourne,Sydney,Qantas,2014-12-01,2014-12,2014,858.0,834.0,663.0,171.0,24.0,2.797202797202797,0.20503597122302158,0
Sydney,Melbourne,Qantas,2014-12-01,2014-12,2014,858.0,833.0,633.0,200.0,25.0,2.9137529137529135,0.24009603841536614,0
Melbourne,Sydney,Tigerair Australia,2014-12-01,2014-12,2014,242.0,237.0,187.0,50.0,5.0,2.066115702479339,0.2109704641350211,0
Sydney,Melbourne,Tigerair Australia,2014-12-01,2014-12,2014,242.0,237.0,175.0,62.0,5.0,2.066115702479339,0.2616033755274262,1
Melbourne,Sydney,Virgin Australia,2014-12-01,2014-12,2014,737.0,706.0,592.0,114.0,31.0,4.2062415196743554,0.16147308781869688,0
Sydney,Melbourne,Virgin Australia,2014-12-01,2014-12,2014,729.0,698.0,565.0,133.0,31.0,4.252400548696845,0.19054441260744986,0
Melbourne,Sydney,Jetstar,2013-01-01,2013-01,2013,330.0,324.0,241.0,83.0,6.0,1.8181818181818181,0.25617283950617287,1
Sydney,Melbourne,Jetstar,2013-01-01,2013-01,2013,330.0,324.0,251.0,73.0,6.0,1.8181818181818181,0.22530864197530864,0
Melbourne,Sydney,Qantas,2013-01-01,2013-01,2013,710.0,684.0,606.0,78.0,26.0,3.6619718309859155,0.11403508771929824,0
Sydney,Melbourne,Qantas,2013-01-01,2013-01,2013,711.0,685.0,623.0,62.0,26.0,3.6568213783403656,0.0905109489051095,0
Melbourne,Sydney,Tigerair Australia,2013-01-01,2013-01,2013,273.0,271.0,240.0,31.0,2.0,0.7326007326007326,0.11439114391143912,0
Sydney,Melbourne,Tigerair Australia,2013-01-01,2013-01,2013,274.0,271.0,226.0,45.0,3.0,1.094890510948905,0.16605166051660517,0
Melbourne,Sydney,Virgin Australia,2013-01-01,2013-01,2013,705.0,679.0,527.0,152.0,26.0,3.6879432624113475,0.22385861561119294,0
Sydney,Melbourne,Virgin Australia,2013-01-01,2013-01,2013,702.0,674.0,515.0,159.0,28.0,3.9886039886039883,0.23590504451038577,0
Melbourne,Sydney,Jetstar,2013-02-01,2013-02,2013,252.0,243.0,154.0,89.0,9.0,3.571428571428571,0.3662551440329218,1
Sydney,Melbourne,Jetstar,2013-02-01,2013-02,2013,256.0,248.0,182.0,66.0,8.0,3.125,0.2661290322580645,1
Melbourne,Sydney,Qantas,2013-02-01,2013-02,2013,794.0,762.0,522.0,240.0,32.0,4.030226700251889,0.31496062992125984,1
Sydney,Melbourne,Qantas,2013-02-01,2013-02,2013,794.0,763.0,622.0,141.0,31.0,3.9042821158690177,0.18479685452162517,0
Melbourne,Sydney,Tigerair Australia,2013-02-01,2013-02,2013,196.0,192.0,149.0,43.0,4.0,2.0408163265306123,0.22395833333333334,0
Sydney,Melbourne,Tigerair Australia,2013-02-01,2013-02,2013,196.0,193.0,153.0,40.0,3.0,1.530612244897959,0.20725388601036268,0
Melbourne,Sydney,Virgin Australia,2013-02-01,2013-02,2013,734.0,715.0,409.0,306.0,19.0,2.588555858310627,0.427972027972028,1
Sydney,Melbourne,Virgin Australia,2013-02-01,2013-02,2013,730.0,717.0,507.0,210.0,13.0,1.7808219178082192,0.2928870292887029,1
Melbourne,Sydney,Jetstar,2013-03-01,2013-03,2013,305.0,298.0,212.0,86.0,7.0,2.2950819672131146,0.28859060402684567,1
Sydney,Melbourne,Jetstar,2013-03-01,2013-03,2013,303.0,296.0,232.0,64.0,7.0,2.31023102310231,0.21621621621621623,0
Melbourne,Sydney,Qantas,2013-03-01,2013-03,2013,862.0,827.0,602.0,225.0,35.0,4.060324825986079,0.2720677146311971,1
Sydney,Melbourne,Qantas,2013-03-01,2013-03,2013,861.0,827.0,681.0,146.0,34.0,3.948896631823461,0.17654171704957677,0
Melbourne,Sydney,Tigerair Australia,2013-03-01,2013-03,2013,238.0,234.0,188.0,46.0,4.0,1.680672268907563,0.19658119658119658,0
Sydney,Melbourne,Tigerair Australia,2013-03-01,2013-03,2013,238.0,234.0,189.0,45.0,4.0,1.680672268907563,0.19230769230769232,0
Melbourne,Sydney,Virgin Australia,2013-03-01,2013-03,2013,789.0,769.0,516.0,253.0,20.0,2.5348542458808616,0.328998699609883,1
Sydney,Melbourne,Virgin Australia,2013-03-01,2013-03,2013,782.0,761.0,576.0,185.0,21.0,2.6854219948849107,0.24310118265440211,0
Melbourne,Sydney,Jetstar,2013-04-01,2013-04,2013,293.0,280.0,190.0,90.0,13.0,4.436860068259386,0.32142857142857145,1
Sydney,Melbourne,Jetstar,2013-04-01,2013-04,2013,294.0,282.0,217.0,65.0,12.0,4.081632653061225,0.23049645390070922,0
Melbourne,Sydney,Qantas,2013-04-01,2013-04,2013,837.0,811.0,685.0,126.0,26.0,3.106332138590203,0.15536374845869297,0
Sydney,Melbourne,Qantas,2013-04-01,2013-04,2013,837.0,811.0,685.0,126.0,26.0,3.106332138590203,0.15536374845869297,0
Melbourne,Sydney,Tigerair Australia,2013-04-01,2013-04,2013,214.0,211.0,177.0,34.0,3.0,1.4018691588785046,0.16113744075829384,0
Sydney,Melbourne,Tigerair Australia,2013-04-01,2013-04,2013,215.0,211.0,173.0,38.0,4.0,1.8604651162790697,0.18009478672985782,0
Melbourne,Sydney,Virgin Australia,2013-04-01,2013-04,2013,758.0,735.0,597.0,138.0,23.0,3.034300791556728,0.18775510204081633,0
Sydney,Melbourne,Virgin Australia,2013-04-01,2013-04,2013,756.0,734.0,614.0,120.0,22.0,2.91005291005291,0.16348773841961853,0
Melbourne,Sydney,Jetstar,2013-05-01,2013-05,2013,279.0,273.0,198.0,75.0,6.0,2.1505376344086025,0.27472527472527475,1
Sydney,Melbourne,Jetstar,2013-05-01,2013-05,2013,280.0,274.0,230.0,44.0,6.0,2.142857142857143,0.16058394160583941,0
Melbourne,Sydney,Qantas,2013-05-01,2013-05,2013,904.0,866.0,734.0,132.0,38.0,4.20353982300885,0.15242494226327943,0
Sydney,Melbourne,Qantas,2013-05-01,2013-05,2013,906.0,865.0,763.0,102.0,41.0,4.525386313465784,0.11791907514450867,0
Melbourne,Sydney,Tigerair Australia,2013-05-01,2013-05,2013,181.0,180.0,159.0,21.0,1.0,0.5524861878453038,0.11666666666666667,0
Sydney,Melbourne,Tigerair Australia,2013-05-01,2013-05,2013,181.0,180.0,156.0,24.0,1.0,0.5524861878453038,0.13333333333333333,0
Melbourne,Sydney,Virgin Australia,2013-05-01,2013-05,2013,823.0,792.0,651.0,141.0,31.0,3.766707168894289,0.17803030303030304,0
Sydney,Melbourne,Virgin Australia,2013-05-01,2013-05,2013,823.0,790.0,665.0,125.0,33.0,4.0097205346294045,0.15822784810126583,0
Melbourne,Sydney,Jetstar,2013-06-01,2013-06,2013,285.0,269.0,203.0,66.0,16.0,5.614035087719298,0.24535315985130113,0
Sydney,Melbourne,Jetstar,2013-06-01,2013-06,2013,288.0,270.0,212.0,58.0,18.0,6.25,0.21481481481481482,0
Melbourne,Sydney,Qantas,2013-06-01,2013-06,2013,849.0,815.0,686.0,129.0,34.0,4.004711425206125,0.15828220858895706,0
Sydney,Melbourne,Qantas,2013-06-01,2013-06,2013,847.0,813.0,723.0,90.0,34.0,4.014167650531287,0.11070110701107011,0
Melbourne,Sydney,Tigerair Australia,2013-06-01,2013-06,2013,200.0,197.0,159.0,38.0,3.0,1.5,0.19289340101522842,0
Sydney,Melbourne,Tigerair Australia,2013-06-01,2013-06,2013,200.0,197.0,149.0,48.0,3.0,1.5,0.2436548223350254,0
Melbourne,Sydney,Virgin Australia,2013-06-01,2013-06,2013,741.0,707.0,556.0,151.0,34.0,4.588394062078273,0.21357850070721357,0
Sydney,Melbourne,Virgin Australia,2013-06-01,2013-06,2013,740.0,705.0,583.0,122.0,35.0,4.72972972972973,0.17304964539007092,0
Melbourne,Sydney,Jetstar,2013-07-01,2013-07,2013,304.0,285.0,217.0,68.0,19.0,6.25,0.23859649122807017,0
Sydney,Melbourne,Jetstar,2013-07-01,2013-07,2013,307.0,289.0,229.0,60.0,18.0,5.863192182410423,0.20761245674740483,0
Melbourne,Sydney,Qantas,2013-07-01,2013-07,2013,924.0,893.0,775.0,118.0,31.0,3.354978354978355,0.13213885778275475,0
Sydney,Melbourne,Qantas,2013-07-01,2013-07,2013,924.0,890.0,733.0,157.0,34.0,3.67965367965368,0.17640449438202246,0
Melbourne,Sydney,Tigerair Australia,2013-07-01,2013-07,2013,223.0,217.0,161.0,56.0,6.0,2.690582959641256,0.25806451612903225,1
Sydney,Melbourne,Tigerair Australia,2013-07-01,2013-07,2013,224.0,218.0,145.0,73.0,6.0,2.6785714285714284,0.3348623853211009,1
Melbourne,Sydney,Virgin Australia,2013-07-01,2013-07,2013,823.0,797.0,636.0,161.0,26.0,3.1591737545565004,0.20200752823086573,0
Sydney,Melbourne,Virgin Australia,2013-07-01,2013-07,2013,823.0,800.0,603.0,197.0,23.0,2.7946537059538272,0.24625,0
Melbourne,Sydney,Jetstar,2013-08-01,2013-08,2013,290.0,282.0,216.0,66.0,8.0,2.7586206896551726,0.23404255319148937,0
Sydney,Melbourne,Jetstar,2013-08-01,2013-08,2013,288.0,282.0,222.0,60.0,6.0,2.083333333333333,0.2127659574468085,0
Melbourne,Sydney,Qantas,2013-08-01,2013-08,2013,895.0,870.0,758.0,112.0,25.0,2.793296089385475,0.12873563218390804,0
Sydney,Melbourne,Qantas,2013-08-01,2013-08,2013,896.0,870.0,703.0,167.0,26.0,2.9017857142857144,0.19195402298850575,0
Melbourne,Sydney,Tigerair Australia,2013-08-01,2013-08,2013,200.0,196.0,168.0,28.0,4.0,2.0,0.14285714285714285,0
Sydney,Melbourne,Tigerair Australia,2013-08-01,2013-08,2013,199.0,196.0,143.0,53.0,3.0,1.507537688442211,0.27040816326530615,1
Melbourne,Sydney,Virgin Australia,2013-08-01,2013-08,2013,796.0,770.0,631.0,139.0,26.0,3.2663316582914574,0.18051948051948052,0
