departing_port,arriving_port,airline,month,year_month,year,sectors_scheduled,sectors_flown,arrivals_on_time,arrivals_delayed,cancellations,cancellations_pct,delay_rate,is_high_delay
Melbourne,Sydney,Virgin Australia,2024-05-01,2024-05,2024,774.0,725.0,545.0,180.0,49.0,6.330749354005167,0.2482758620689655,0
Sydney,Melbourne,Virgin Australia,2024-05-01,2024-05,2024,764.0,716.0,561.0,155.0,48.0,6.282722513089005,0.2164804469273743,0
Melbourne,Sydney,Jetstar,2024-06-01,2024-06,2024,433.0,411.0,316.0,95.0,22.0,5.080831408775981,0.23114355231143552,0
Sydney,Melbourne,Jetstar,2024-06-01,2024-06,2024,431.0,410.0,306.0,104.0,21.0,4.872389791183294,0.25365853658536586,1
Melbourne,Sydney,Qantas,2024-06-01,2024-06,2024,897.0,824.0,655.0,169.0,73.0,8.138238573021182,0.20509708737864077,0
Sydney,Melbourne,Qantas,2024-06-01,2024-06,2024,898.0,826.0,676.0,150.0,72.0,8.017817371937639,0.18159806295399517,0
Melbourne,Sydney,Rex Airlines,2024-06-01,2024-06,2024,196.0,192.0,167.0,25.0,4.0,2.0408163265306123,0.13020833333333334,0
Sydney,Melbourne,Rex Airlines,2024-06-01,2024-06,2024,196.0,192.0,155.0,37.0,4.0,2.0408163265306123,0.19270833333333334,0
Melbourne,Sydney,Virgin Australia,2024-06-01,2024-06,2024,694.0,660.0,511.0,149.0,34.0,4.899135446685879,0.22575757575757577,0
Sydney,Melbourne,Virgin Australia,2024-06-01,2024-06,2024,683.0,651.0,506.0,145.0,32.0,4.685212298682284,0.2227342549923195,0
Melbourne,Sydney,Jetstar,2024-07-01,2024-07,2024,446.0,412.0,283.0,129.0,34.0,7.623318385650224,0.3131067961165049,1
Sydney,Melbourne,Jetstar,2024-07-01,2024-07,2024,447.0,415.0,291.0,124.0,32.0,7.158836689038031,0.2987951807228916,1
Melbourne,Sydney,Qantas,2024-07-01,2024-07,2024,943.0,842.0,582.0,260.0,101.0,10.71049840933192,0.3087885985748218,1
Sydney,Melbourne,Qantas,2024-07-01,2024-07,2024,948.0,848.0,585.0,263.0,100.0,10.548523206751055,0.31014150943396224,1
Melbourne,Sydney,Rex Airlines,2024-07-01,2024-07,2024,214.0,204.0,158.0,46.0,10.0,4.672897196261682,0.22549019607843138,0
Sydney,Melbourne,Rex Airlines,2024-07-01,2024-07,2024,214.0,204.0,154.0,50.0,10.0,4.672897196261682,0.24509803921568626,0
Melbourne,Sydney,Virgin Australia,2024-07-01,2024-07,2024,749.0,688.0,472.0,216.0,61.0,8.144192256341789,0.313953488372093,1
Sydney,Melbourne,Virgin Australia,2024-07-01,2024-07,2024,741.0,678.0,473.0,205.0,63.0,8.502024291497975,0.3023598820058997,1
Melbourne,Sydney,Jetstar,2024-08-01,2024-08,2024,395.0,376.0,290.0,86.0,19.0,4.810126582278481,0.22872340425531915,0
Sydney,Melbourne,Jetstar,2024-08-01,2024-08,2024,396.0,383.0,294.0,89.0,13.0,3.2828282828282833,0.23237597911227154,0
Melbourne,Sydney,Qantas,2024-08-01,2024-08,2024,950.0,855.0,636.0,219.0,95.0,10.0,0.256140350877193,1
Sydney,Melbourne,Qantas,2024-08-01,2024-08,2024,960.0,862.0,590.0,272.0,98.0,10.208333333333334,0.31554524361948955,1
Melbourne,Sydney,Virgin Australia,2024-08-01,2024-08,2024,750.0,726.0,542.0,184.0,24.0,3.2,0.2534435261707989,1
Sydney,Melbourne,Virgin Australia,2024-08-01,2024-08,2024,745.0,720.0,510.0,210.0,25.0,3.3557046979865772,0.2916666666666667,1
Melbourne,Sydney,Jetstar,2024-09-01,2024-09,2024,435.0,420.0,316.0,104.0,15.0,3.4482758620689653,0.24761904761904763,0
Sydney,Melbourne,Jetstar,2024-09-01,2024-09,2024,438.0,421.0,324.0,97.0,17.0,3.881278538812785,0.23040380047505937,0
Melbourne,Sydney,Qantas,2024-09-01,2024-09,2024,928.0,864.0,654.0,210.0,64.0,6.896551724137931,0.24305555555555555,0
Sydney,Melbourne,Qantas,2024-09-01,2024-09,2024,932.0,877.0,631.0,246.0,55.0,5.901287553648069,0.2805017103762828,1
Melbourne,Sydney,Virgin Australia,2024-09-01,2024-09,2024,780.0,750.0,562.0,188.0,30.0,3.8461538461538463,0.25066666666666665,1
Sydney,Melbourne,Virgin Australia,2024-09-01,2024-09,2024,769.0,739.0,532.0,207.0,30.0,3.901170351105332,0.28010825439783493,1
Melbourne,Sydney,Jetstar,2024-10-01,2024-10,2024,436.0,428.0,311.0,117.0,8.0,1.834862385321101,0.2733644859813084,1
Sydney,Melbourne,Jetstar,2024-10-01,2024-10,2024,437.0,431.0,305.0,126.0,6.0,1.3729977116704806,0.2923433874709977,1
Melbourne,Sydney,Qantas,2024-10-01,2024-10,2024,949.0,912.0,657.0,255.0,37.0,3.8988408851422554,0.27960526315789475,1
Sydney,Melbourne,Qantas,2024-10-01,2024-10,2024,959.0,922.0,672.0,250.0,37.0,3.8581856100104277,0.27114967462039047,1
Melbourne,Sydney,Virgin Australia,2024-10-01,2024-10,2024,793.0,781.0,551.0,230.0,12.0,1.5132408575031526,0.29449423815621,1
Sydney,Melbourne,Virgin Australia,2024-10-01,2024-10,2024,790.0,778.0,549.0,229.0,12.0,1.5189873417721518,0.2943444730077121,1
Melbourne,Sydney,Jetstar,2024-11-01,2024-11,2024,392.0,372.0,246.0,126.0,20.0,5.1020408163265305,0.3387096774193548,1
Sydney,Melbourne,Jetstar,2024-11-01,2024-11,2024,391.0,373.0,251.0,122.0,18.0,4.603580562659847,0.32707774798927614,1
Melbourne,Sydney,Qantas,2024-11-01,2024-11,2024,876.0,817.0,476.0,341.0,59.0,6.735159817351597,0.4173806609547124,1
Sydney,Melbourne,Qantas,2024-11-01,2024-11,2024,884.0,824.0,448.0,376.0,60.0,6.787330316742081,0.4563106796116505,1
Melbourne,Sydney,Virgin Australia,2024-11-01,2024-11,2024,780.0,751.0,437.0,314.0,29.0,3.717948717948718,0.4181091877496671,1
Sydney,Melbourne,Virgin Australia,2024-11-01,2024-11,2024,775.0,746.0,461.0,285.0,29.0,3.741935483870968,0.3820375335120643,1
Melbourne,Sydney,Jetstar,2024-12-01,2024-12,2024,473.0,463.0,358.0,105.0,10.0,2.1141649048625792,0.2267818574514039,0
Sydney,Melbourne,Jetstar,2024-12-01,2024-12,2024,473.0,464.0,349.0,115.0,9.0,1.9027484143763214,0.2478448275862069,0
Melbourne,Sydney,Qantas,2024-12-01,2024-12,2024,739.0,696.0,488.0,208.0,43.0,5.818673883626523,0.2988505747126437,1
Sydney,Melbourne,Qantas,2024-12-01,2024-12,2024,739.0,698.0,505.0,193.0,41.0,5.548037889039242,0.27650429799426934,1
Melbourne,Sydney,Virgin Australia,2024-12-01,2024-12,2024,729.0,720.0,522.0,198.0,9.0,1.2345679012345678,0.275,1
Sydney,Melbourne,Virgin Australia,2024-12-01,2024-12,2024,723.0,713.0,542.0,171.0,10.0,1.3831258644536653,0.23983169705469845,0
Melbourne,Sydney,Jetstar,2025-01-01,2025-01,2025,540.0,519.0,350.0,169.0,21.0,3.888888888888889,0.325626204238921,1
Sydney,Melbourne,Jetstar,2025-01-01,2025-01,2025,542.0,521.0,365.0,156.0,21.0,3.8745387453874542,0.29942418426103645,1
Melbourne,Sydney,Qantas,2025-01-01,2025-01,2025,660.0,623.0,410.0,213.0,37.0,5.606060606060606,0.3418940609951846,1
Sydney,Melbourne,Qantas,2025-01-01,2025-01,2025,659.0,624.0,452.0,172.0,35.0,5.311077389984825,0.27564102564102566,1
Melbourne,Sydney,Virgin Australia,2025-01-01,2025-01,2025,694.0,683.0,499.0,184.0,11.0,1.585014409221902,0.26939970717423134,1
Sydney,Melbourne,Virgin Australia,2025-01-01,2025-01,2025,679.0,670.0,527.0,143.0,9.0,1.3254786450662739,0.21343283582089553,0
Melbourne,Sydney,Jetstar,2025-02-01,2025-02,2025,410.0,402.0,308.0,94.0,8.0,1.951219512195122,0.23383084577114427,0
Sydney,Melbourne,Jetstar,2025-02-01,2025-02,2025,411.0,402.0,307.0,95.0,9.0,2.18978102189781,0.236318407960199,0
Melbourne,Sydney,Qantas,2025-02-01,2025-02,2025,788.0,744.0,566.0,178.0,44.0,5.583756345177665,0.239247311827957,0
Sydney,Melbourne,Qantas,2025-02-01,2025-02,2025,785.0,740.0,609.0,131.0,45.0,5.7324840764331215,0.17702702702702702,0
Melbourne,Sydney,Virgin Australia,2025-02-01,2025-02,2025,686.0,668.0,518.0,150.0,18.0,2.623906705539359,0.2245508982035928,0
Sydney,Melbourne,Virgin Australia,2025-02-01,2025-02,2025,681.0,663.0,568.0,95.0,18.0,2.643171806167401,0.14328808446455504,0
Melbourne,Sydney,Jetstar,2025-03-01,2025-03,2025,472.0,470.0,383.0,87.0,2.0,0.423728813559322,0.1851063829787234,0
Sydney,Melbourne,Jetstar,2025-03-01,2025-03,2025,474.0,471.0,394.0,77.0,3.0,0.6329113924050633,0.16348195329087048,0
Melbourne,Sydney,Qantas,2025-03-01,2025-03,2025,857.0,831.0,645.0,186.0,26.0,3.0338389731621938,0.22382671480144403,0
Sydney,Melbourne,Qantas,2025-03-01,2025-03,2025,853.0,826.0,680.0,146.0,27.0,3.1652989449003512,0.17675544794188863,0
Melbourne,Sydney,Virgin Australia,2025-03-01,2025-03,2025,805.0,791.0,626.0,165.0,14.0,1.7391304347826086,0.20859671302149177,0
Sydney,Melbourne,Virgin Australia,2025-03-01,2025-03,2025,801.0,789.0,662.0,127.0,12.0,1.4981273408239701,0.16096324461343473,0
Melbourne,Sydney,Jetstar,2025-04-01,2025-04,2025,536.0,526.0,441.0,85.0,10.0,1.8656716417910446,0.16159695817490494,0
Sydney,Melbourne,Jetstar,2025-04-01,2025-04,2025,537.0,528.0,464.0,64.0,9.0,1.675977653631285,0.12121212121212122,0
Melbourne,Sydney,Qantas,2025-04-01,2025-04,2025,867.0,817.0,698.0,119.0,50.0,5.767012687427912,0.1456548347613219,0
Sydney,Melbourne,Qantas,2025-04-01,2025-04,2025,873.0,820.0,708.0,112.0,53.0,6.0710194730813285,0.13658536585365855,0
Melbourne,Sydney,Virgin Australia,2025-04-01,2025-04,2025,737.0,727.0,618.0,109.0,10.0,1.3568521031207599,0.1499312242090784,0
Sydney,Melbourne,Virgin Australia,2025-04-01,2025-04,2025,727.0,719.0,608.0,111.0,8.0,1.1004126547455295,0.15438108484005564,0
Melbourne,Sydney,Jetstar,2025-05-01,2025-05,2025,464.0,448.0,384.0,64.0,16.0,3.4482758620689653,0.14285714285714285,0
Sydney,Melbourne,Jetstar,2025-05-01,2025-05,2025,463.0,448.0,397.0,51.0,15.0,3.2397408207343417,0.11383928571428571,0
Melbourne,Sydney,Qantas,2025-05-01,2025-05,2025,947.0,894.0,722.0,172.0,53.0,5.59662090813094,0.19239373601789708,0
Sydney,Melbourne,Qantas,2025-05-01,2025-05,2025,950.0,898.0,785.0,113.0,52.0,5.473684210526316,0.12583518930957685,0
Melbourne,Sydney,Virgin Australia,2025-05-01,2025-05,2025,763.0,747.0,618.0,129.0,16.0,2.0969855832241153,0.17269076305220885,0
Sydney,Melbourne,Virgin Australia,2025-05-01,2025-05,2025,756.0,741.0,653.0,88.0,15.0,1.984126984126984,0.11875843454790823,0
Melbourne,Sydney,Jetstar,2025-06-01,2025-06,2025,445.0,432.0,351.0,81.0,13.0,2.9213483146067416,0.1875,0
Sydney,Melbourne,Jetstar,2025-06-01,2025-06,2025,446.0,433.0,370.0,63.0,13.0,2.914798206278027,0.14549653579676675,0
Melbourne,Sydney,Qantas,2025-06-01,2025-06,2025,909.0,846.0,706.0,140.0,63.0,6.9306930693069315,0.16548463356973994,0
Sydney,Melbourne,Qantas,2025-06-01,2025-06,2025,911.0,848.0,716.0,132.0,63.0,6.915477497255764,0.15566037735849056,0
Melbourne,Sydney,Virgin Australia,2025-06-01,2025-06,2025,730.0,688.0,532.0,156.0,42.0,5.7534246575342465,0.22674418604651161,0
Sydney,Melbourne,Virgin Australia,2025-06-01,2025-06,2025,721.0,678.0,529.0,149.0,43.0,5.9639389736477115,0.21976401179941002,0
Melbourne,Sydney,Jetstar,2025-07-01,2025-07,2025,537.0,497.0,383.0,114.0,40.0,7.4487895716946,0.22937625754527163,0
Sydney,Melbourne,Jetstar,2025-07-01,2025-07,2025,539.0,497.0,372.0,125.0,42.0,7.792207792207792,0.2515090543259557,1
Melbourne,Sydney,Qantas,2025-07-01,2025-07,2025,960.0,889.0,685.0,204.0,71.0,7.395833333333333,0.22947131608548932,0
Sydney,Melbourne,Qantas,2025-07-01,2025-07,2025,959.0,879.0,664.0,215.0,80.0,8.342022940563085,0.2445961319681456,0
Melbourne,Sydney,Virgin Australia,2025-07-01,2025-07,2025,752.0,709.0,470.0,239.0,43.0,5.718085106382978,0.33709449929478136,1
Sydney,Melbourne,Virgin Australia,2025-07-01,2025-07,2025,746.0,701.0,435.0,266.0,45.0,6.032171581769437,0.37945791726105566,1
Melbourne,Sydney,Jetstar,2025-08-01,2025-08,2025,511.0,479.0,344.0,135.0,32.0,6.262230919765166,0.2818371607515658,1
Sydney,Melbourne,Jetstar,2025-08-01,2025-08,2025,512.0,477.0,355.0,122.0,35.0,6.8359375,0.2557651991614256,1
Melbourne,Sydney,Qantas,2025-08-01,2025-08,2025,941.0,863.0,606.0,257.0,78.0,8.289054197662061,0.29779837775202783,1
Sydney,Melbourne,Qantas,2025-08-01,2025-08,2025,941.0,866.0,667.0,199.0,75.0,7.970244420828905,0.22979214780600463,0
Melbourne,Sydney,Virgin Australia,2025-08-01,2025-08,2025,747.0,723.0,468.0,255.0,24.0,3.2128514056224895,0.35269709543568467,1
Sydney,Melbourne,Virgin Australia,2025-08-01,2025-08,2025,735.0,710.0,486.0,224.0,25.0,3.4013605442176873,0.3154929577464789,1
Melbourne,Sydney,Jetstar,2025-09-01,2025-09,2025,510.0,500.0,409.0,91.0,10.0,1.9607843137254901,0.182,0
Sydney,Melbourne,Jetstar,2025-09-01,2025-09,2025,510.0,499.0,391.0,108.0,11.0,2.156862745098039,0.21643286573146292,0
Melbourne,Sydney,Qantas,2025-09-01,2025-09,2025,937.0,892.0,735.0,157.0,45.0,4.8025613660619,0.17600896860986548,0
Sydney,Melbourne,Qantas,2025-09-01,2025-09,2025,939.0,900.0,655.0,245.0,39.0,4.15335463258786,0.2722222222222222,1
Melbourne,Sydney,Virgin Australia,2025-09-01,2025-09,2025,748.0,713.0,554.0,159.0,35.0,4.679144385026738,0.22300140252454417,0
Sydney,Melbourne,Virgin Australia,2025-09-01,2025-09,2025,739.0,703.0,509.0,194.0,36.0,4.871447902571042,0.2759601706970128,1
Melbourne,Sydney,Jetstar,2025-10-01,2025-10,2025,523.0,506.0,366.0,140.0,17.0,3.2504780114722758,0.2766798418972332,1
Sydney,Melbourne,Jetstar,2025-10-01,2025-10,2025,522.0,505.0,370.0,135.0,17.0,3.256704980842912,0.26732673267326734,1
Melbourne,Sydney,Qantas,2025-10-01,2025-10,2025,970.0,927.0,662.0,265.0,43.0,4.43298969072165,0.2858683926645092,1
Sydney,Melbourne,Qantas,2025-10-01,2025-10,2025,970.0,927.0,618.0,309.0,43.0,4.43298969072165,0.3333333333333333,1
Sydney,Melbourne,QantasLink,2025-10-01,2025-10,2025,7.0,7.0,3.0,4.0,0.0,0.0,0.5714285714285714,1
Melbourne,Sydney,QantasLink,2025-10-01,2025-10,2025,5.0,4.0,4.0,0.0,1.0,20.0,0.0,0
Melbourne,Sydney,Virgin Australia,2025-10-01,2025-10,2025,778.0,753.0,527.0,226.0,25.0,3.2133676092544987,0.300132802124834,1
Sydney,Melbourne,Virgin Australia,2025-10-01,2025-10,2025,773.0,744.0,494.0,250.0,29.0,3.751617076326003,0.33602150537634407,1
Melbourne,Sydney,Jetstar,2025-11-01,2025-11,2025,499.0,455.0,271.0,184.0,44.0,8.817635270541082,0.4043956043956044,1
Sydney,Melbourne,Jetstar,2025-11-01,2025-11,2025,500.0,454.0,278.0,176.0,46.0,9.2,0.3876651982378855,1
Melbourne,Sydney,Qantas,2025-11-01,2025-11,2025,834.0,796.0,529.0,267.0,38.0,4.556354916067146,0.33542713567839194,1
Sydney,Melbourne,Qantas,2025-11-01,2025-11,2025,836.0,801.0,515.0,286.0,35.0,4.186602870813397,0.3570536828963795,1
Sydney,Melbourne,QantasLink,2025-11-01,2025-11,2025,25.0,24.0,10.0,14.0,1.0,4.0,0.5833333333333334,1
Melbourne,Sydney,QantasLink,2025-11-01,2025-11,2025,25.0,25.0,22.0,3.0,0.0,0.0,0.12,0
Melbourne,Sydney,Virgin Australia,2025-11-01,2025-11,2025,764.0,738.0,452.0,286.0,26.0,3.4031413612565444,0.3875338753387534,1
Sydney,Melbourne,Virgin Australia,2025-11-01,2025-11,2025,760.0,733.0,496.0,237.0,27.0,3.552631578947368,0.32332878581173263,1
Melbourne,Sydney,Jetstar,2019-01-01,2019-01,2019,461.0,435.0,289.0,146.0,26.0,5.639913232104121,0.335632183908046,1
Sydney,Melbourne,Jetstar,2019-01-01,2019-01,2019,462.0,431.0,303.0,128.0,31.0,6.70995670995671,0.29698375870069604,1
Melbourne,Sydney,Qantas,2019-01-01,2019-01,2019,912.0,866.0,674.0,192.0,46.0,5.0438596491228065,0.22170900692840648,0
Sydney,Melbourne,Qantas,2019-01-01,2019-01,2019,913.0,868.0,710.0,158.0,45.0,4.928806133625411,0.18202764976958524,0
Melbourne,Sydney,Tigerair Australia,2019-01-01,2019-01,2019,286.0,238.0,157.0,81.0,48.0,16.783216783216783,0.3403361344537815,1
Sydney,Melbourne,Tigerair Australia,2019-01-01,2019-01,2019,286.0,238.0,163.0,75.0,48.0,16.783216783216783,0.31512605042016806,1
Melbourne,Sydney,Virgin Australia,2019-01-01,2019-01,2019,686.0,663.0,531.0,132.0,23.0,3.3527696793002915,0.19909502262443438,0
Sydney,Melbourne,Virgin Australia,2019-01-01,2019-01,2019,680.0,657.0,531.0,126.0,23.0,3.3823529411764706,0.1917808219178082,0
Melbourne,Sydney,Jetstar,2019-02-01,2019-02,2019,364.0,355.0,237.0,118.0,9.0,2.4725274725274726,0.3323943661971831,1
Sydney,Melbourne,Jetstar,2019-02-01,2019-02,2019,365.0,353.0,265.0,88.0,12.0,3.287671232876712,0.24929178470254956,0
Melbourne,Sydney,Qantas,2019-02-01,2019-02,2019,1003.0,937.0,727.0,210.0,66.0,6.580259222333002,0.22411953041622198,0
Sydney,Melbourne,Qantas,2019-02-01,2019-02,2019,1003.0,940.0,728.0,212.0,63.0,6.281156530408774,0.225531914893617,0
Melbourne,Sydney,Tigerair Australia,2019-02-01,2019-02,2019,239.0,218.0,142.0,76.0,21.0,8.786610878661087,0.3486238532110092,1
Sydney,Melbourne,Tigerair Australia,2019-02-01,2019-02,2019,239.0,218.0,139.0,79.0,21.0,8.786610878661087,0.3623853211009174,1
Melbourne,Sydney,Virgin Australia,2019-02-01,2019-02,2019,706.0,678.0,557.0,121.0,28.0,3.9660056657223794,0.17846607669616518,0
Sydney,Melbourne,Virgin Australia,2019-02-01,2019-02,2019,704.0,676.0,544.0,132.0,28.0,3.977272727272727,0.1952662721893491,0
Melbourne,Sydney,Jetstar,2019-03-01,2019-03,2019,405.0,391.0,268.0,123.0,14.0,3.45679012345679,0.3145780051150895,1
Sydney,Melbourne,Jetstar,2019-03-01,2019-03,2019,405.0,391.0,275.0,116.0,14.0,3.45679012345679,0.2966751918158568,1
Melbourne,Sydney,Qantas,2019-03-01,2019-03,2019,1105.0,1028.0,739.0,289.0,77.0,6.968325791855204,0.2811284046692607,1
Sydney,Melbourne,Qantas,2019-03-01,2019-03,2019,1106.0,1027.0,749.0,278.0,79.0,7.142857142857142,0.27069133398247325,1
Melbourne,Sydney,Tigerair Australia,2019-03-01,2019-03,2019,261.0,244.0,150.0,94.0,17.0,6.513409961685824,0.38524590163934425,1
Sydney,Melbourne,Tigerair Australia,2019-03-01,2019-03,2019,261.0,244.0,143.0,101.0,17.0,6.513409961685824,0.4139344262295082,1
Melbourne,Sydney,Virgin Australia,2019-03-01,2019-03,2019,787.0,741.0,561.0,180.0,46.0,5.844980940279543,0.242914979757085,0
Sydney,Melbourne,Virgin Australia,2019-03-01,2019-03,2019,780.0,737.0,559.0,178.0,43.0,5.512820512820513,0.24151967435549526,0
Melbourne,Sydney,Jetstar,2019-04-01,2019-04,2019,444.0,434.0,327.0,107.0,10.0,2.2522522522522523,0.2465437788018433,0
Sydney,Melbourne,Jetstar,2019-04-01,2019-04,2019,444.0,436.0,350.0,86.0,8.0,1.8018018018018018,0.19724770642201836,0
Melbourne,Sydney,Qantas,2019-04-01,2019-04,2019,973.0,909.0,713.0,196.0,64.0,6.5775950668037,0.2156215621562156,0
Sydney,Melbourne,Qantas,2019-04-01,2019-04,2019,974.0,910.0,704.0,206.0,64.0,6.570841889117044,0.22637362637362637,0
Melbourne,Sydney,Tigerair Australia,2019-04-01,2019-04,2019,240.0,228.0,134.0,94.0,12.0,5.0,0.41228070175438597,1
Sydney,Melbourne,Tigerair Australia,2019-04-01,2019-04,2019,240.0,228.0,144.0,84.0,12.0,5.0,0.3684210526315789,1
Melbourne,Sydney,Virgin Australia,2019-04-01,2019-04,2019,694.0,660.0,528.0,132.0,34.0,4.899135446685879,0.2,0
Sydney,Melbourne,Virgin Australia,2019-04-01,2019-04,2019,698.0,656.0,516.0,140.0,42.0,6.017191977077363,0.21341463414634146,0
Melbourne,Sydney,Jetstar,2019-05-01,2019-05,2019,356.0,351.0,266.0,85.0,5.0,1.4044943820224718,0.24216524216524216,0
Sydney,Melbourne,Jetstar,2019-05-01,2019-05,2019,355.0,350.0,285.0,65.0,5.0,1.4084507042253522,0.18571428571428572,0
Melbourne,Sydney,Qantas,2019-05-01,2019-05,2019,1132.0,1045.0,859.0,186.0,87.0,7.6855123674911665,0.17799043062200956,0
Sydney,Melbourne,Qantas,2019-05-01,2019-05,2019,1131.0,1044.0,790.0,254.0,87.0,7.6923076923076925,0.24329501915708812,0
Melbourne,Sydney,Tigerair Australia,2019-05-01,2019-05,2019,249.0,239.0,168.0,71.0,10.0,4.016064257028113,0.29707112970711297,1
Sydney,Melbourne,Tigerair Australia,2019-05-01,2019-05,2019,249.0,239.0,160.0,79.0,10.0,4.016064257028113,0.3305439330543933,1
Melbourne,Sydney,Virgin Australia,2019-05-01,2019-05,2019,769.0,714.0,597.0,117.0,55.0,7.152145643693109,0.1638655462184874,0
Sydney,Melbourne,Virgin Australia,2019-05-01,2019-05,2019,776.0,723.0,593.0,130.0,53.0,6.829896907216495,0.1798063623789765,0
Melbourne,Sydney,Jetstar,2019-06-01,2019-06,2019,358.0,352.0,245.0,107.0,6.0,1.675977653631285,0.3039772727272727,1
Sydney,Melbourne,Jetstar,2019-06-01,2019-06,2019,357.0,352.0,274.0,78.0,5.0,1.400560224089636,0.2215909090909091,0
Melbourne,Sydney,Qantas,2019-06-01,2019-06,2019,1020.0,929.0,669.0,260.0,91.0,8.92156862745098,0.2798708288482239,1
Sydney,Melbourne,Qantas,2019-06-01,2019-06,2019,1020.0,929.0,728.0,201.0,91.0,8.92156862745098,0.2163616792249731,0
Melbourne,Sydney,Tigerair Australia,2019-06-01,2019-06,2019,241.0,234.0,149.0,85.0,7.0,2.904564315352697,0.36324786324786323,1
Sydney,Melbourne,Tigerair Australia,2019-06-01,2019-06,2019,241.0,233.0,156.0,77.0,8.0,3.319502074688797,0.33047210300429186,1
Melbourne,Sydney,Virgin Australia,2019-06-01,2019-06,2019,685.0,647.0,510.0,137.0,38.0,5.547445255474453,0.2117465224111283,0
Sydney,Melbourne,Virgin Australia,2019-06-01,2019-06,2019,686.0,649.0,515.0,134.0,37.0,5.393586005830904,0.20647149460708783,0
Melbourne,Sydney,Jetstar,2019-07-01,2019-07,2019,448.0,418.0,245.0,173.0,30.0,6.696428571428571,0.4138755980861244,1
Sydney,Melbourne,Jetstar,2019-07-01,2019-07,2019,449.0,419.0,242.0,177.0,30.0,6.6815144766147,0.4224343675417661,1
Melbourne,Sydney,Qantas,2019-07-01,2019-07,2019,1102.0,957.0,678.0,279.0,145.0,13.157894736842104,0.29153605015673983,1
Sydney,Melbourne,Qantas,2019-07-01,2019-07,2019,1103.0,962.0,593.0,369.0,141.0,12.783318223028106,0.38357588357588357,1
Melbourne,Sydney,Tigerair Australia,2019-07-01,2019-07,2019,250.0,221.0,130.0,91.0,29.0,11.600000000000001,0.4117647058823529,1
Sydney,Melbourne,Tigerair Australia,2019-07-01,2019-07,2019,250.0,222.0,114.0,108.0,28.0,11.200000000000001,0.4864864864864865,1
Melbourne,Sydney,Virgin Australia,2019-07-01,2019-07,2019,748.0,702.0,489.0,213.0,46.0,6.149732620320856,0.3034188034188034,1
Sydney,Melbourne,Virgin Australia,2019-07-01,2019-07,2019,753.0,712.0,447.0,265.0,41.0,5.444887118193891,0.37219101123595505,1
Melbourne,Sydney,Jetstar,2019-08-01,2019-08,2019,335.0,316.0,195.0,121.0,19.0,5.6716417910447765,0.3829113924050633,1
Sydney,Melbourne,Jetstar,2019-08-01,2019-08,2019,335.0,316.0,201.0,115.0,19.0,5.6716417910447765,0.3639240506329114,1
Melbourne,Sydney,Qantas,2019-08-01,2019-08,2019,1120.0,998.0,666.0,332.0,122.0,10.892857142857142,0.33266533066132264,1
Sydney,Melbourne,Qantas,2019-08-01,2019-08,2019,1119.0,1003.0,649.0,354.0,116.0,10.366398570151922,0.35294117647058826,1
Melbourne,Sydney,Tigerair Australia,2019-08-01,2019-08,2019,255.0,224.0,133.0,91.0,31.0,12.156862745098039,0.40625,1
Sydney,Melbourne,Tigerair Australia,2019-08-01,2019-08,2019,255.0,226.0,128.0,98.0,29.0,11.372549019607844,0.4336283185840708,1
Melbourne,Sydney,Virgin Australia,2019-08-01,2019-08,2019,774.0,721.0,492.0,229.0,53.0,6.847545219638243,0.31761442441054094,1
Sydney,Melbourne,Virgin Australia,2019-08-01,2019-08,2019,778.0,728.0,497.0,231.0,50.0,6.426735218508997,0.3173076923076923,1
Melbourne,Sydney,Jetstar,2019-09-01,2019-09,2019,381.0,356.0,223.0,133.0,25.0,6.561679790026247,0.37359550561797755,1
Sydney,Melbourne,Jetstar,2019-09-01,2019-09,2019,382.0,354.0,253.0,101.0,28.0,7.329842931937172,0.2853107344632768,1
Melbourne,Sydney,Qantas,2019-09-01,2019-09,2019,1099.0,992.0,696.0,296.0,107.0,9.736123748862601,0.29838709677419356,1
Sydney,Melbourne,Qantas,2019-09-01,2019-09,2019,1101.0,998.0,662.0,336.0,103.0,9.35513169845595,0.3366733466933868,1
Melbourne,Sydney,Tigerair Australia,2019-09-01,2019-09,2019,246.0,225.0,128.0,97.0,21.0,8.536585365853659,0.4311111111111111,1
Sydney,Melbourne,Tigerair Australia,2019-09-01,2019-09,2019,245.0,224.0,120.0,104.0,21.0,8.571428571428571,0.4642857142857143,1
Melbourne,Sydney,Virgin Australia,2019-09-01,2019-09,2019,731.0,681.0,459.0,222.0,50.0,6.839945280437757,0.32599118942731276,1
Sydney,Melbourne,Virgin Australia,2019-09-01,2019-09,2019,727.0,678.0,430.0,248.0,49.0,6.740027510316368,0.36578171091445427,1
Melbourne,Sydney,Jetstar,2019-10-01,2019-10,2019,419.0,390.0,225.0,165.0,29.0,6.921241050119331,0.4230769230769231,1
Sydney,Melbourne,Jetstar,2019-10-01,2019-10,2019,420.0,392.0,235.0,157.0,28.0,6.666666666666667,0.4005102040816326,1
Melbourne,Sydney,Qantas,2019-10-01,2019-10,2019,1149.0,1068.0,717.0,351.0,81.0,7.049608355091384,0.32865168539325845,1
Sydney,Melbourne,Qantas,2019-10-01,2019-10,2019,1151.0,1072.0,712.0,360.0,79.0,6.86359687228497,0.3358208955223881,1
