year_month,days_in_month,max_temperature,avg_max_temp,min_temperature,avg_min_temp,max_daily_rainfall,avg_rainfall_per_day,avg_wind_speed,max_wind_speed,avg_max_humidity,avg_min_humidity,temp_range_mean,days_above_35C,temp_volatility,rainy_days,heavy_rain_days,avg_rainfall_on_rainy_days,days_high_wind,wind_speed_std,days_high_humidity,extreme_weather_days
2009-01,31,41.8,28.741935483870968,14.4,19.551612903225806,8.2,0.6129032258064516,6.775483870967742,9.46,85.54838709677419,45.61290322580645,9.190322580645162,3.0,4.376666666666666,8.0,0.0,2.375,4.0,1.0591028867542487,12,9
2009-02,28,34.9,26.09642857142857,16.5,19.639285714285712,41.8,3.742857142857143,6.679285714285714,9.59,91.71428571428571,56.25,6.457142857142856,0.0,2.5222222222222226,11.0,4.0,9.527272727272726,6.0,1.5152555793988918,16,11
2009-03,31,30.9,26.229032258064517,14.1,18.719354838709677,25.6,1.67741935483871,5.195806451612903,9.18,86.16129032258064,47.38709677419355,7.509677419354838,0.0,2.0633333333333335,10.0,2.0,5.2,1.0,1.156113530162006,13,6
2009-04,30,30.1,22.623333333333335,9.7,15.603333333333333,83.2,6.1066666666666665,5.801666666666667,11.34,88.36666666666666,49.8,7.02,0.0,2.2275862068965515,13.0,3.0,14.092307692307694,4.0,2.2179301990405587,18,11
2009-05,31,23.6,20.438709677419357,9.1,12.36774193548387,26.4,4.290322580645161,5.579032258064516,11.05,88.45161290322581,49.645161290322584,8.070967741935485,0.0,1.76,16.0,5.0,8.3125,4.0,2.340855050102718,18,12
2009-06,30,21.4,18.253333333333334,5.3,10.143333333333334,21.0,2.64,4.394666666666667,8.96,88.2,47.666666666666664,8.11,0.0,1.8275862068965518,16.0,2.0,4.95,1.0,1.673980870267934,17,12
2009-07,31,25.5,18.07741935483871,5.8,8.69032258064516,19.0,1.8516129032258064,5.039677419354838,9.38,82.41935483870968,40.54838709677419,9.387096774193546,0.0,1.7500000000000004,11.0,2.0,5.218181818181819,1.0,1.5614469440681569,11,8
2009-08,31,27.0,21.483870967741936,5.1,9.932258064516128,4.8,0.20645161290322578,5.074193548387097,9.05,76.58064516129032,29.161290322580644,11.551612903225806,0.0,2.646666666666667,4.0,0.0,1.6,2.0,1.5806280907570647,4,3
2009-09,30,33.2,23.45,8.7,12.973333333333333,10.6,0.7533333333333334,5.673666666666667,11.92,79.9,32.43333333333333,10.476666666666667,0.0,3.996551724137931,4.0,1.0,5.65,3.0,2.2501195115131,6,6
2009-10,31,35.6,21.903225806451612,9.6,14.05483870967742,70.6,4.329032258064516,6.264193548387096,12.8,86.58064516129032,45.29032258064516,7.848387096774192,1.0,3.423333333333333,14.0,3.0,9.585714285714285,6.0,2.2698880650721502,15,13
2009-11,30,42.5,27.15666666666667,15.2,18.46333333333333,7.2,0.8466666666666666,6.009333333333333,9.49,90.7,46.733333333333334,8.693333333333333,3.0,5.489655172413792,12.0,0.0,2.1166666666666663,3.0,1.3230058079298412,19,11
2009-12,31,32.6,26.374193548387098,13.2,19.183870967741935,13.8,1.929032258064516,6.742580645161291,10.98,87.19354838709677,51.064516129032256,7.1903225806451605,0.0,3.056666666666667,9.0,2.0,6.644444444444444,6.0,1.453164289271142,10,10
2010-01,31,42.5,27.958064516129035,15.6,20.58709677419355,11.6,0.8516129032258064,6.013225806451612,9.5,89.70967741935483,52.41935483870968,7.370967741935485,1.0,3.963333333333333,8.0,1.0,3.3,2.0,1.468147102295439,18,7
2010-02,28,38.6,28.099999999999998,18.6,21.189285714285713,54.0,5.6000000000000005,5.8810714285714285,12.1,87.92857142857143,53.785714285714285,6.910714285714286,2.0,3.45925925925926,12.0,6.0,13.066666666666668,3.0,1.8802666069543204,13,13
2010-03,31,36.3,26.73548387096774,15.2,19.42258064516129,16.0,1.367741935483871,5.634516129032258,10.1,85.16129032258064,48.03225806451613,7.312903225806451,2.0,3.229999999999999,8.0,2.0,5.300000000000001,5.0,1.8180187727481025,9,9
2010-04,30,30.2,24.223333333333336,11.0,15.743333333333334,11.2,1.2399999999999998,4.647333333333333,6.89,86.53333333333333,47.5,8.48,0.0,2.520689655172414,10.0,1.0,3.7199999999999998,0.0,1.2153016748608305,14,6
2010-05,31,27.2,20.43548387096774,7.9,11.899999999999999,56.0,5.909677419354838,5.024516129032258,9.79,87.61290322580645,50.41935483870968,8.535483870967743,0.0,1.9833333333333332,15.0,6.0,12.213333333333333,1.0,1.7875846622555203,17,11
2010-06,30,19.9,17.540000000000003,3.2,9.44,29.8,3.4733333333333336,5.3306666666666676,8.98,85.23333333333333,49.5,8.1,0.0,1.5034482758620693,14.0,5.0,7.442857142857143,2.0,1.6119958358236055,13,7
2010-07,31,22.7,16.774193548387096,6.1,9.100000000000001,17.8,2.3161290322580643,4.708064516129032,7.96,90.06451612903226,54.096774193548384,7.674193548387097,0.0,1.5200000000000002,17.0,2.0,4.223529411764706,0.0,1.4449184967899025,20,11
2010-08,31,25.4,18.316129032258065,6.0,9.229032258064517,14.4,0.832258064516129,6.119354838709677,13.35,76.03225806451613,35.935483870967744,9.087096774193547,0.0,2.45,5.0,1.0,5.159999999999999,6.0,2.159839400640506,4,8
2010-09,30,28.2,21.086666666666666,7.5,11.94,12.4,1.06,5.412000000000001,10.89,84.76666666666667,38.2,9.146666666666668,0.0,3.382758620689656,9.0,2.0,3.533333333333333,3.0,1.7033464020912605,13,10
