'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for January 2018,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 February 2018,,,,,,,,,,
© Copyright Commonwealth of Australia 2018 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/01/2018,5.9,0.0,7.8,28.3,20.8,97,67,5.95,30.99
SYDNEY AIRPORT AMO,02/01/2018,4.9,0.0,7.4,28.7,20.7,100,64,5.38,22.59
SYDNEY AIRPORT AMO,03/01/2018,4.2,3.0,5.8,23.8,20.0,97,64,8.37,19.46
SYDNEY AIRPORT AMO,04/01/2018,3.8,1.4,7.0,24.5,17.4,99,59,3.91,17.43
SYDNEY AIRPORT AMO,05/01/2018,6.3,1.0,5.8,27.9,17.4,87,54,4.78,31.00
SYDNEY AIRPORT AMO,06/01/2018,7.1,0.0,9.6,30.8,20.8,92,56,6.72,31.73
SYDNEY AIRPORT AMO,07/01/2018,12.5,0.0,11.0,43.7,22.7,96,15,6.75,28.89
SYDNEY AIRPORT AMO,08/01/2018,6.7,0.0,12.4,36.3,21.9,96,32,5.81,12.51
SYDNEY AIRPORT AMO,09/01/2018,5.5,10.4,14.2,32.8,21.8,100,53,7.92,14.43
SYDNEY AIRPORT AMO,10/01/2018,4.0,10.4,8.0,23.8,19.1,97,67,6.42,19.36
SYDNEY AIRPORT AMO,11/01/2018,3.1,0.0,6.8,25.3,19.2,90,67,3.90,11.01
SYDNEY AIRPORT AMO,12/01/2018,4.6,0.0,4.2,29.9,21.4,98,72,5.87,20.94
SYDNEY AIRPORT AMO,13/01/2018,7.1,0.0,6.8,35.7,22.7,100,37,6.67,17.65
SYDNEY AIRPORT AMO,14/01/2018,4.9,0.8,8.6,22.4,14.9,98,59,11.66,28.36
SYDNEY AIRPORT AMO,15/01/2018,5.8,0.0,11.0,23.4,16.4,83,53,11.10,25.29
SYDNEY AIRPORT AMO,16/01/2018,5.0,0.0,10.0,21.5,18.2,83,59,11.66,21.94
SYDNEY AIRPORT AMO,17/01/2018,5.8,0.0,7.2,22.9,17.1,83,56,7.53,30.36
SYDNEY AIRPORT AMO,18/01/2018,7.0,0.0,9.0,28.4,15.4,88,32,4.49,30.94
SYDNEY AIRPORT AMO,19/01/2018,7.6,0.0,8.0,32.0,17.7,89,31,4.09,30.82
SYDNEY AIRPORT AMO,20/01/2018,9.2,0.0,11.0,34.6,18.5,88,17,5.11,30.75
SYDNEY AIRPORT AMO,21/01/2018,7.2,0.0,12.0,30.6,19.9,92,49,6.90,30.73
SYDNEY AIRPORT AMO,22/01/2018,7.4,0.0,9.2,34.5,21.5,95,42,5.88,25.45
SYDNEY AIRPORT AMO,23/01/2018,3.6,0.0,9.8,29.2,22.3,96,58,5.17,9.31
SYDNEY AIRPORT AMO,24/01/2018,5.9,0.0,4.2,31.3,21.0,100,58,6.20,25.29
SYDNEY AIRPORT AMO,25/01/2018,2.9,0.0,10.2,28.9,22.4,97,71,5.67,8.20
SYDNEY AIRPORT AMO,26/01/2018,3.5,0.0,3.6,28.7,23.4,96,76,5.49,14.59
SYDNEY AIRPORT AMO,27/01/2018,5.1,0.0,5.6,30.4,23.6,100,71,7.07,24.12
SYDNEY AIRPORT AMO,28/01/2018,4.2,0.0,8.0,29.2,23.8,99,72,7.34,18.22
SYDNEY AIRPORT AMO,29/01/2018,6.8,0.0,7.0,30.8,22.8,94,49,6.20,27.90
SYDNEY AIRPORT AMO,30/01/2018,7.5,0.0,11.0,32.0,21.6,95,45,7.02,29.25
SYDNEY AIRPORT AMO,31/01/2018,3.5,0.6,10.8,21.8,17.9,95,55,10.86,6.26
Totals:,,178.6,27.6,263,,,,,, 
