'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for April 2013,,,,,,,,,,
Issued at 22:38 GMT on Wednesday 01 May 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/04/2013,3.4,4.2,6.6,23.4,17.1,92,61,3.84,17.52
SYDNEY AIRPORT AMO,02/04/2013,4.5,0.0,3.8,24.4,16.3,87,42,4.33,21.93
SYDNEY AIRPORT AMO,03/04/2013,1.9,22.4,6.6,19.5,16.2,99,67,7.29,3.21
SYDNEY AIRPORT AMO,04/04/2013,2.4,38.0,5.0,21.4,15.5,97,60,4.17,8.40
SYDNEY AIRPORT AMO,05/04/2013,2.9,13.4,25.6,22.6,16.0,94,52,3.62,11.18
SYDNEY AIRPORT AMO,06/04/2013,2.5,8.8,3.6,22.0,16.3,93,58,3.12,10.26
SYDNEY AIRPORT AMO,07/04/2013,3.0,2.6,2.4,23.2,14.4,93,59,3.05,16.24
SYDNEY AIRPORT AMO,08/04/2013,3.3,0.0,3.4,23.6,14.7,90,55,3.48,16.35
SYDNEY AIRPORT AMO,09/04/2013,2.7,1.6,2.4,21.7,15.4,91,63,2.96,14.99
SYDNEY AIRPORT AMO,10/04/2013,4.1,2.2,2.2,25.4,14.8,89,44,3.97,19.65
SYDNEY AIRPORT AMO,11/04/2013,4.5,0.0,4.6,26.8,15.4,87,34,3.49,20.21
SYDNEY AIRPORT AMO,12/04/2013,4.1,0.0,4.4,26.1,16.1,83,38,3.68,16.54
SYDNEY AIRPORT AMO,13/04/2013,4.9,0.0,4.8,26.5,15.9,85,33,4.83,19.61
SYDNEY AIRPORT AMO,14/04/2013,4.7,0.0,5.4,28.6,16.0,90,30,3.62,19.41
SYDNEY AIRPORT AMO,15/04/2013,4.1,0.0,5.8,27.3,17.0,92,37,4.24,13.25
SYDNEY AIRPORT AMO,16/04/2013,2.3,11.6,3.2,20.3,16.8,91,76,7.14,11.11
SYDNEY AIRPORT AMO,17/04/2013,2.8,0.0,4.0,21.1,13.8,91,64,4.40,16.12
SYDNEY AIRPORT AMO,18/04/2013,3.1,11.6,2.6,23.2,15.6,93,60,4.87,14.89
SYDNEY AIRPORT AMO,19/04/2013,4.7,0.4,4.6,19.0,13.4,75,40,10.43,16.52
SYDNEY AIRPORT AMO,20/04/2013,2.8,35.6, ,18.8,12.4,96,57,10.05,6.69
SYDNEY AIRPORT AMO,21/04/2013,2.8,3.0,2.8,19.2,10.7,84,56,3.91,16.52
SYDNEY AIRPORT AMO,22/04/2013,3.9,0.2,2.6,25.1,13.9,85,32,3.76,15.24
SYDNEY AIRPORT AMO,23/04/2013,4.0,0.0,3.6,24.7,12.6,75,38,4.08,16.07
SYDNEY AIRPORT AMO,24/04/2013,4.0,0.0,3.6,22.9,12.2,74,31,3.96,17.70
SYDNEY AIRPORT AMO,25/04/2013,3.9,0.0,4.8,22.5,12.8,66,38,4.09,17.66
SYDNEY AIRPORT AMO,26/04/2013,4.6,0.0,3.4,26.6,11.8,77,29,4.27,17.25
SYDNEY AIRPORT AMO,27/04/2013,4.1,0.0,4.4,26.3,13.8,80,30,3.70,17.09
SYDNEY AIRPORT AMO,28/04/2013,4.9,0.0,4.6,29.3,14.0,80,19,3.82,17.05
SYDNEY AIRPORT AMO,29/04/2013,3.1,0.0,6.2,23.5,14.7,92,47,3.68,15.98
SYDNEY AIRPORT AMO,30/04/2013,2.0,0.0,2.8,20.5,18.8,92,76,5.00,10.08
Totals:,,106,155.6,139.8,,,,,, 
