'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for May 2014,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 June 2014,,,,,,,,,,
© Copyright Commonwealth of Australia 2014 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/05/2014,3.1,0.0,5.2,19.8,11.3,77,40,3.98,14.48
SYDNEY AIRPORT AMO,02/05/2014,4.3,0.0,2.8,22.7,13.4,76,24,5.00,12.80
SYDNEY AIRPORT AMO,03/05/2014,3.1,1.4,5.6,16.1,11.7,82,40,6.87,6.82
SYDNEY AIRPORT AMO,04/05/2014,4.9,4.4,3.8,20.3,10.8,81,26,9.20,13.02
SYDNEY AIRPORT AMO,05/05/2014,4.4,0.0,5.4,21.0,10.1,60,24,5.44,13.01
SYDNEY AIRPORT AMO,06/05/2014,3.5,0.0,3.4,20.2,10.5,63,44,5.00,13.04
SYDNEY AIRPORT AMO,07/05/2014,3.3,0.0,3.2,18.0,11.3,79,49,7.24,13.60
SYDNEY AIRPORT AMO,08/05/2014,2.9,0.0,5.8,18.2,10.5,80,57,7.37,10.02
SYDNEY AIRPORT AMO,09/05/2014,2.2,0.6,3.0,20.4,11.7,92,58,3.57,10.86
SYDNEY AIRPORT AMO,10/05/2014,3.1,0.0,2.2,24.4,12.0,91,37,3.72,10.69
SYDNEY AIRPORT AMO,11/05/2014,3.1,0.0,2.0,22.3,14.4,87,51,5.90,9.47
SYDNEY AIRPORT AMO,12/05/2014,2.5,0.2,4.0,20.2,12.7,93,58,6.04,10.79
SYDNEY AIRPORT AMO,13/05/2014,2.3,8.6,4.8,21.5,13.9,94,50,3.19,11.71
SYDNEY AIRPORT AMO,14/05/2014,3.0,0.2,1.8,23.2,12.7,88,44,4.09,12.15
SYDNEY AIRPORT AMO,15/05/2014,3.0,0.0,4.0,23.4,11.9,88,34,3.43,12.66
SYDNEY AIRPORT AMO,16/05/2014,3.6,0.0,3.2,25.4,12.1,87,27,3.75,12.67
SYDNEY AIRPORT AMO,17/05/2014,3.7,0.0,4.0,25.7,11.7,80,23,3.65,12.37
SYDNEY AIRPORT AMO,18/05/2014,3.0,0.0,3.4,24.2,12.6,74,37,3.18,9.28
SYDNEY AIRPORT AMO,19/05/2014,3.4,0.0,2.4,26.2,13.4,80,32,3.47,11.21
SYDNEY AIRPORT AMO,20/05/2014,3.4,0.0,3.2,25.6,13.9,75,34,3.73,10.47
SYDNEY AIRPORT AMO,21/05/2014,2.2,0.0,3.6,21.7,14.4,86,62,3.69,11.21
SYDNEY AIRPORT AMO,22/05/2014,3.5,0.0,2.2,26.5,13.0,94,26,3.66,11.67
SYDNEY AIRPORT AMO,23/05/2014,3.5,0.0,4.0,26.5,13.1,75,32,3.60,11.33
SYDNEY AIRPORT AMO,24/05/2014,3.1,0.0,4.8,25.1,15.4,86,39,3.84,10.61
SYDNEY AIRPORT AMO,25/05/2014,2.8,0.0,3.4,25.6,15.0,87,41,3.25,9.55
SYDNEY AIRPORT AMO,26/05/2014,2.8,0.0,3.4,25.1,14.2,90,47,4.01,10.89
SYDNEY AIRPORT AMO,27/05/2014,3.6,0.0,2.6,25.2,16.3,87,39,5.35,8.65
SYDNEY AIRPORT AMO,28/05/2014,4.9,0.0,5.6,25.2,16.5,66,25,5.91,11.17
SYDNEY AIRPORT AMO,29/05/2014,3.2,0.0,5.4,20.0,13.3,74,47,6.06,9.01
SYDNEY AIRPORT AMO,30/05/2014,1.8,0.0,4.4,19.1,15.7,91,70,5.22,9.16
SYDNEY AIRPORT AMO,31/05/2014,1.9,2.2,1.0,21.9,14.4,94,56,3.09,7.75
Totals:,,99.1,17.6,113.6,,,,,, 
