'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for July 2015,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 August 2015,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/07/2015,2.5,2.2,0.6,17.9,11.1,91,32,4.19,9.84
SYDNEY AIRPORT AMO,02/07/2015,3.6,0.0,3.0,17.2,6.1,73,37,8.53,10.45
SYDNEY AIRPORT AMO,03/07/2015,2.3,0.0,4.0,14.1,6.1,74,44,5.27,10.64
SYDNEY AIRPORT AMO,04/07/2015,2.6,0.0,0.2,16.4,5.0,85,25,4.01,10.62
SYDNEY AIRPORT AMO,05/07/2015,2.8,0.0,1.6,18.5,5.4,74,26,3.72,10.71
SYDNEY AIRPORT AMO,06/07/2015,3.1,0.0,3.2,17.4,5.8,82,30,5.59,10.89
SYDNEY AIRPORT AMO,07/07/2015,2.0,0.0,3.2,14.2,6.9,91,52,5.82,7.37
SYDNEY AIRPORT AMO,08/07/2015,1.5,3.4,0.6,14.6,8.4,95,62,4.05,8.64
SYDNEY AIRPORT AMO,09/07/2015,1.8,0.2,2.0,17.4,6.2,93,45,3.02,10.70
SYDNEY AIRPORT AMO,10/07/2015,1.5,0.0,1.2,15.9,7.2,93,62,3.56,7.10
SYDNEY AIRPORT AMO,11/07/2015,2.4,0.2,1.4,20.0,6.2,97,42,4.08,10.80
SYDNEY AIRPORT AMO,12/07/2015,3.1,7.4,2.8,15.4,7.9,95,28,7.86,8.89
SYDNEY AIRPORT AMO,13/07/2015,3.3,3.4,4.8,17.7,8.3,90,39,8.60,9.03
SYDNEY AIRPORT AMO,14/07/2015,3.7,0.6,2.0,18.0,9.2,62,28,5.89,11.25
SYDNEY AIRPORT AMO,15/07/2015,2.2,0.0,3.4,16.1,5.8,74,37,3.16,11.29
SYDNEY AIRPORT AMO,16/07/2015,1.3,0.0,3.4,13.4,8.5,95,65,4.36,4.13
SYDNEY AIRPORT AMO,17/07/2015,2.3,15.6,0.0,13.8,6.2,93,52,8.69,5.09
SYDNEY AIRPORT AMO,18/07/2015,2.2,7.8,3.0,13.3,6.4,90,54,8.10,9.09
SYDNEY AIRPORT AMO,19/07/2015,1.6,0.8,2.0,14.5,7.1,93,66,4.79,11.13
SYDNEY AIRPORT AMO,20/07/2015,1.4,0.2,1.6,15.6,7.8,95,67,3.36,9.82
SYDNEY AIRPORT AMO,21/07/2015,2.6,1.0,0.8,20.1,7.9,95,42,4.27,11.42
SYDNEY AIRPORT AMO,22/07/2015,2.2,0.0,4.0,18.5,9.7,89,47,3.78,7.10
SYDNEY AIRPORT AMO,23/07/2015,1.3,2.0,0.8,16.2,11.6,94,74,2.89,7.80
SYDNEY AIRPORT AMO,24/07/2015,2.4,0.6,2.0,20.8,11.3,94,43,3.67,8.97
SYDNEY AIRPORT AMO,25/07/2015,3.6,0.0,2.6,21.6,10.4,73,24,4.33,12.12
SYDNEY AIRPORT AMO,26/07/2015,4.9,0.0,4.6,21.6,10.7,65,24,7.18,11.79
SYDNEY AIRPORT AMO,27/07/2015,4.1,0.0,5.0,16.1,8.5,60,28,7.78,12.44
SYDNEY AIRPORT AMO,28/07/2015,3.2,0.0, ,17.3,6.7,74,37,5.80,12.32
SYDNEY AIRPORT AMO,29/07/2015,2.2,0.0, ,17.0,7.5,80,50,3.50,11.98
SYDNEY AIRPORT AMO,30/07/2015,3.5,0.0,1.0,20.7,8.1,86,25,4.71,11.68
SYDNEY AIRPORT AMO,31/07/2015,3.5,0.0,4.8,21.5,10.6,63,27,3.76,12.55
Totals:,,80.7,45.4,69.6,,,,,, 
