'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for February 2011,,,,,,,,,,
Issued at 22:35 GMT on Tuesday 01 March 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/02/2011,10.4,0.0,12.0,40.8,23.4,90,18,4.72,31.73
SYDNEY AIRPORT AMO,02/02/2011,7.8,0.0,12.8,32.0,25.1,88,35,4.88,29.86
SYDNEY AIRPORT AMO,03/02/2011,7.6,0.0,10.2,36.7,24.2,98,38,5.97,22.16
SYDNEY AIRPORT AMO,04/02/2011,7.1,0.0,5.2,33.2,24.2,91,50,5.04,28.09
SYDNEY AIRPORT AMO,05/02/2011,12.0,0.0,8.4,42.2,24.4,95,15,6.70,30.29
SYDNEY AIRPORT AMO,06/02/2011,7.3,0.0,16.6,35.0,26.4,93,39,9.21,13.15
SYDNEY AIRPORT AMO,07/02/2011,4.0,0.4,6.8,21.8,17.2,80,56,5.48,15.24
SYDNEY AIRPORT AMO,08/02/2011,4.7,0.0,4.8,24.8,18.5,78,43,4.14,16.82
SYDNEY AIRPORT AMO,09/02/2011,5.5,0.6,5.2,25.4,18.0,85,55,5.64,26.01
SYDNEY AIRPORT AMO,10/02/2011,5.0,0.2,7.2,27.0,19.9,81,57,5.01,20.01
SYDNEY AIRPORT AMO,11/02/2011,7.3,0.0,5.0,33.9,21.3,94,39,5.49,25.20
SYDNEY AIRPORT AMO,12/02/2011,2.3,0.8,8.6,22.5,21.8,96,77,6.32,9.02
SYDNEY AIRPORT AMO,13/02/2011,2.8,10.4,2.4,22.3,19.5,94,72,7.70,10.40
SYDNEY AIRPORT AMO,14/02/2011,4.7,0.0,4.0,23.8,19.8,82,50,7.43,13.87
SYDNEY AIRPORT AMO,15/02/2011,4.6,0.4,6.6,25.5,18.6,92,47,4.59,18.82
SYDNEY AIRPORT AMO,16/02/2011,4.8,0.0,3.6,27.6,20.1,86,56,4.46,20.00
SYDNEY AIRPORT AMO,17/02/2011,5.4,0.0,6.4,30.2,21.4,92,54,3.88,22.97
SYDNEY AIRPORT AMO,18/02/2011,3.8,0.0,5.0,26.1,22.3,91,78,6.40,18.25
SYDNEY AIRPORT AMO,19/02/2011,6.0,0.0,4.4,32.5,22.4,96,54,4.89,24.07
SYDNEY AIRPORT AMO,20/02/2011,5.7,0.0,7.2,32.1,24.5,95,49,3.35,23.21
SYDNEY AIRPORT AMO,21/02/2011,5.0,0.2,8.2,25.1,19.6,95,54,9.05,20.09
SYDNEY AIRPORT AMO,22/02/2011,4.1,0.0,9.0,20.6,19.4,91,51,7.52,15.77
SYDNEY AIRPORT AMO,23/02/2011,4.5,0.2,4.2,23.5,16.9,82,54,4.85,20.59
SYDNEY AIRPORT AMO,24/02/2011,6.4,0.2,5.0,27.7,16.9,84,40,4.74,29.25
SYDNEY AIRPORT AMO,25/02/2011,6.5,0.0,7.4,29.5,18.5,83,30,4.56,24.58
SYDNEY AIRPORT AMO,26/02/2011,6.5,0.0,7.6,29.6,21.1,92,41,4.98,27.87
SYDNEY AIRPORT AMO,27/02/2011,5.3,0.0,8.0,32.2,21.1,88,36,4.59,13.12
SYDNEY AIRPORT AMO,28/02/2011,4.6,0.2,5.0,29.0,22.1,89,57,5.36,15.76
Totals:,,161.7,13.6,196.8,,,,,, 
