'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for September 2018,,,,,,,,,,
Issued at 22:31 GMT on Monday 01 October 2018,,,,,,,,,,
© Copyright Commonwealth of Australia 2018 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/09/2018,4.8,2.8,2.2,22.4,9.5,79,30,6.46,16.34
SYDNEY AIRPORT AMO,02/09/2018,2.5,1.8,6.2,14.8,11.0,92,54,6.86,11.29
SYDNEY AIRPORT AMO,03/09/2018,1.9,0.8,3.6,15.3,7.8,95,65,6.04,8.28
SYDNEY AIRPORT AMO,04/09/2018,2.8,7.8,1.0,18.3,10.4,93,53,5.30,13.70
SYDNEY AIRPORT AMO,05/09/2018,2.4,1.0,3.2,17.8,9.4,92,58,3.57,14.09
SYDNEY AIRPORT AMO,06/09/2018,2.9,0.2,3.4,20.9,9.8,94,59,5.73,13.58
SYDNEY AIRPORT AMO,07/09/2018,3.2,3.8,3.0,24.2,13.9,96,49,4.62,10.26
SYDNEY AIRPORT AMO,08/09/2018,1.6,30.4,7.8,15.5,12.2,94,77,7.56,6.40
SYDNEY AIRPORT AMO,09/09/2018,5.1,0.6,1.6,24.1,8.7,94,25,5.90,18.70
SYDNEY AIRPORT AMO,10/09/2018,3.4,0.2,5.2,19.4,12.6,88,51,4.12,19.03
SYDNEY AIRPORT AMO,11/09/2018,4.1,0.0,4.6,23.0,13.4,89,52,6.38,19.18
SYDNEY AIRPORT AMO,12/09/2018,5.5,0.0,6.2,26.9,12.8,89,29,5.60,18.81
SYDNEY AIRPORT AMO,13/09/2018,3.1,0.0,6.2,20.2,13.8,88,72,5.79,19.36
SYDNEY AIRPORT AMO,14/09/2018,4.1,0.0,3.4,25.1,14.5,87,47,3.88,18.68
SYDNEY AIRPORT AMO,15/09/2018,8.6,0.2,6.4,33.3,12.4,89,9,6.65,17.64
SYDNEY AIRPORT AMO,16/09/2018,4.9,0.0,13.6,16.0,9.6,59,32,8.44,20.09
SYDNEY AIRPORT AMO,17/09/2018,3.8,0.0,4.6,18.8,7.4,69,41,4.89,17.38
SYDNEY AIRPORT AMO,18/09/2018,5.2,0.0,3.4,24.1,9.6,83,30,5.71,20.26
SYDNEY AIRPORT AMO,19/09/2018,8.1,0.0,8.6,29.9,12.7,82,10,7.20,18.61
SYDNEY AIRPORT AMO,20/09/2018,3.0,7.8,10.4,16.4,10.8,92,47,5.29,13.35
SYDNEY AIRPORT AMO,21/09/2018,4.2,0.4,2.2,20.6,8.0,76,35,3.90,20.97
SYDNEY AIRPORT AMO,22/09/2018,4.3,0.0,5.2,23.8,9.7,85,35,3.76,19.59
SYDNEY AIRPORT AMO,23/09/2018,3.6,0.0,4.0,19.4,14.2,91,61,8.14,20.46
SYDNEY AIRPORT AMO,24/09/2018,2.7,0.0,8.2,16.7,12.2,85,68,8.68,11.45
SYDNEY AIRPORT AMO,25/09/2018,3.1,0.0,3.2,18.1,9.8,84,53,4.03,15.56
SYDNEY AIRPORT AMO,26/09/2018,2.4,3.8,3.8,17.1,12.2,89,56,3.43,9.72
SYDNEY AIRPORT AMO,27/09/2018,4.3,0.4,1.4,21.1,8.4,90,43,5.56,22.14
SYDNEY AIRPORT AMO,28/09/2018,7.4,0.2,5.6,31.3,11.3,90,14,5.60,19.39
SYDNEY AIRPORT AMO,29/09/2018,5.8,2.2,8.8,20.6,14.0,85,26,9.08,21.88
SYDNEY AIRPORT AMO,30/09/2018,4.1,0.0,6.0,18.6,9.0,72,51,5.59,22.61
Totals:,,122.9,64.4,153,,,,,, 
