'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for March 2017,,,,,,,,,,
Issued at 06:30 GMT on Saturday 01 April 2017,,,,,,,,,,
© Copyright Commonwealth of Australia 2017 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/03/2017,2.5,17.6,7.2,24.9,19.8,97,83,4.65,12.11
SYDNEY AIRPORT AMO,02/03/2017,3.7,18.0,3.6,26.2,20.0,98,66,3.60,18.27
SYDNEY AIRPORT AMO,03/03/2017,2.2,12.6,5.2,25.1,20.2,99,81,5.59,8.90
SYDNEY AIRPORT AMO,04/03/2017,2.2,17.0,4.0,24.2,19.6,99,80,7.71,8.72
SYDNEY AIRPORT AMO,05/03/2017,2.5,7.2,2.4,23.1,18.7,94,73,8.04,7.59
SYDNEY AIRPORT AMO,06/03/2017,4.9,1.0,4.0,23.6,19.4,78,65,11.07,20.22
SYDNEY AIRPORT AMO,07/03/2017,3.4,1.2,9.4,22.2,17.7,92,66,9.49,13.38
SYDNEY AIRPORT AMO,08/03/2017,4.0,6.8,8.8,23.9,17.3,86,56,7.31,12.15
SYDNEY AIRPORT AMO,09/03/2017,4.3,0.2,5.4,23.9,18.0,80,53,6.92,12.35
SYDNEY AIRPORT AMO,10/03/2017,4.2,0.0,5.4,23.5,17.8,83,63,6.60,18.48
SYDNEY AIRPORT AMO,11/03/2017,4.5,0.0,5.0,24.7,17.0,80,57,4.14,22.19
SYDNEY AIRPORT AMO,12/03/2017,5.7,0.0,7.2,28.8,17.4,83,49,5.79,22.37
SYDNEY AIRPORT AMO,13/03/2017,5.3,0.0,7.2,28.4,21.2,83,53,6.65,17.96
SYDNEY AIRPORT AMO,14/03/2017,2.6,0.0,7.6,27.1,22.8,93,70,6.84,4.43
SYDNEY AIRPORT AMO,15/03/2017,3.3,24.2, ,27.1,19.9,99,69,6.77,12.89
SYDNEY AIRPORT AMO,16/03/2017,2.1,6.0,7.6,27.3,21.8,99,80,7.16,7.04
SYDNEY AIRPORT AMO,17/03/2017,2.2,14.6,3.0,23.2,20.0,100,79,12.10,8.50
SYDNEY AIRPORT AMO,18/03/2017,2.4,27.2,2.8,25.2,18.9,100,79,9.48,10.62
SYDNEY AIRPORT AMO,19/03/2017, ,8.0, ,27.6, ,100,100,7.94,10.84
SYDNEY AIRPORT AMO,20/03/2017,3.3,0.0,8.4,29.2,21.2,100,72,6.67,12.73
SYDNEY AIRPORT AMO,21/03/2017,3.0,0.0,5.2,29.2,23.6,99,69,4.12,11.00
SYDNEY AIRPORT AMO,22/03/2017,4.0,29.2,6.0,31.9,21.9,99,58,5.00,12.25
SYDNEY AIRPORT AMO,23/03/2017,1.8,7.4, ,22.6,20.8,99,80,7.45,5.98
SYDNEY AIRPORT AMO,24/03/2017,2.9,5.8,7.8,23.2,18.5,100,67,4.95,14.43
SYDNEY AIRPORT AMO,25/03/2017,3.3,1.2,3.2,26.5,19.1,85,58,3.28,12.66
SYDNEY AIRPORT AMO,26/03/2017,4.1,0.2,3.0,27.8,19.4,91,63,3.69,19.85
SYDNEY AIRPORT AMO,27/03/2017,4.6,0.0,5.8,28.7,20.2,91,58,5.33,19.95
SYDNEY AIRPORT AMO,28/03/2017,1.8,0.0,7.4,24.3,20.9,99,82,6.23,6.76
SYDNEY AIRPORT AMO,29/03/2017,4.0,0.0,2.4,30.7,20.0,94,65,3.80,17.45
SYDNEY AIRPORT AMO,30/03/2017,2.8,0.0,7.4,28.5,23.7,99,66,9.17,2.52
SYDNEY AIRPORT AMO,31/03/2017,3.4,23.2, ,20.8,16.2,89,69,9.18,18.64
Totals:,,101,228.6,152.4,,,,,, 
