'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for January 2023,,,,,,,,,,
Issued at 22:30 GMT on Wednesday 01 February 2023,,,,,,,,,,
© Copyright Commonwealth of Australia 2023 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/01/2023,5.7,0.4,5.4,28.6,19.2,92,55,5.83,24.30
SYDNEY AIRPORT AMO,02/01/2023,7.4,0.0,8.4,28.8,19.0,85,37,6.04,29.98
SYDNEY AIRPORT AMO,03/01/2023,7.0,0.0,10.6,29.0,21.4,88,47,6.36,29.55
SYDNEY AIRPORT AMO,04/01/2023,3.0,1.6,9.4,25.7,20.6,96,65,7.47,6.54
SYDNEY AIRPORT AMO,05/01/2023,3.7,4.4,3.2,21.1,17.3,94,65,11.97,16.13
SYDNEY AIRPORT AMO,06/01/2023,2.0,3.2,6.4,20.0,14.4,98,79,10.95,7.60
SYDNEY AIRPORT AMO,07/01/2023,3.5,49.8,6.2,21.2,16.4,94,68,8.84,16.89
SYDNEY AIRPORT AMO,08/01/2023,5.8,1.2,5.0,24.2,15.9,90,50,5.50,30.54
SYDNEY AIRPORT AMO,09/01/2023,6.4,0.2,6.6,27.5,16.0,82,48,3.83,31.60
SYDNEY AIRPORT AMO,10/01/2023,5.8,0.0,7.6,25.3,17.2,84,58,5.11,30.35
SYDNEY AIRPORT AMO,11/01/2023,4.5,0.0,9.6,25.8,20.1,79,57,4.76,15.83
SYDNEY AIRPORT AMO,12/01/2023,5.7,0.0,6.2,26.8,21.0,74,54,5.11,22.22
SYDNEY AIRPORT AMO,13/01/2023,5.8,0.0,6.8,27.8,19.3,86,48,5.01,23.58
SYDNEY AIRPORT AMO,14/01/2023,5.4,4.0,7.6,27.3,19.9,89,55,5.96,22.51
SYDNEY AIRPORT AMO,15/01/2023,7.3,1.2,8.6,29.6,19.5,80,47,5.83,31.20
SYDNEY AIRPORT AMO,16/01/2023,6.4,0.0,9.8,28.2,21.2,78,45,4.88,25.20
SYDNEY AIRPORT AMO,17/01/2023,6.5,0.0,8.0,28.5,20.4,83,52,5.06,28.65
SYDNEY AIRPORT AMO,18/01/2023,6.4,0.0,10.4,30.8,20.0,96,48,6.35,24.06
SYDNEY AIRPORT AMO,19/01/2023,2.5,17.2,10.6,21.4,18.6,95,67,9.21,3.78
SYDNEY AIRPORT AMO,20/01/2023,3.5,1.8,4.0,22.2,16.5,93,54,6.21,10.82
SYDNEY AIRPORT AMO,21/01/2023,4.6,1.2,3.8,24.7,16.5,90,54,4.12,21.60
SYDNEY AIRPORT AMO,22/01/2023,1.9,1.8,5.2,20.9,18.3,95,78,3.43,7.25
SYDNEY AIRPORT AMO,23/01/2023,4.1,12.6,0.6,24.1,16.8,94,67,5.29,20.74
SYDNEY AIRPORT AMO,24/01/2023,6.2,0.2,7.4,28.4,18.2,90,54,4.76,29.63
SYDNEY AIRPORT AMO,25/01/2023,5.8,2.6,5.8,28.2,18.6,93,59,3.98,28.87
SYDNEY AIRPORT AMO,26/01/2023,7.0,0.2,6.2,33.3,21.3,93,41,5.13,24.92
SYDNEY AIRPORT AMO,27/01/2023,4.1,1.8,9.6,25.9,21.2,93,80,7.83,21.99
SYDNEY AIRPORT AMO,28/01/2023,6.6,2.0,5.4,31.0,21.3,94,56,6.21,28.51
SYDNEY AIRPORT AMO,29/01/2023,4.1,0.0,8.0,30.6,24.1,90,65,3.96,14.88
SYDNEY AIRPORT AMO,30/01/2023,4.9,0.8,5.4,30.7,22.2,97,53,6.95,13.32
SYDNEY AIRPORT AMO,31/01/2023,4.4,23.2,6.2,25.5,20.5,85,69,9.41,16.67
Totals:,,158,131.4,214,,,,,, 
