'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for December 2016,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 January 2017,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/12/2016,6.5,0.0,7.4,30.9,18.7,87,30,4.37,21.28
SYDNEY AIRPORT AMO,02/12/2016,9.2,0.0,6.0,35.7,19.3,91,16,5.21,27.42
SYDNEY AIRPORT AMO,03/12/2016,5.8,0.0,11.2,25.9,20.3,89,51,5.31,26.24
SYDNEY AIRPORT AMO,04/12/2016,6.0,0.0,8.0,28.1,19.2,86,54,5.29,26.63
SYDNEY AIRPORT AMO,05/12/2016,5.5,1.2,7.6,32.4,21.8,95,48,5.57,16.00
SYDNEY AIRPORT AMO,06/12/2016, ,10.6,7.0,24.8,20.0,92,78,4.32, 
SYDNEY AIRPORT AMO,07/12/2016,4.8,5.0,1.4,24.9,18.9,94,55,5.91,21.56
SYDNEY AIRPORT AMO,08/12/2016,7.7,0.2,8.0,29.6,20.6,87,42,7.44,30.58
SYDNEY AIRPORT AMO,09/12/2016,10.1,0.0,13.6,26.8,18.4,57,12,9.03,31.85
SYDNEY AIRPORT AMO,10/12/2016,5.5,0.0,9.0,24.0,16.2,77,48,5.63,23.43
SYDNEY AIRPORT AMO,11/12/2016,7.4,0.0,9.0,27.1,19.6,74,41,6.73,29.76
SYDNEY AIRPORT AMO,12/12/2016,7.7,0.0,10.6,29.0,20.4,76,46,6.99,31.25
SYDNEY AIRPORT AMO,13/12/2016,10.5,0.0,10.2,39.2,21.1,83,15,5.75,26.71
SYDNEY AIRPORT AMO,14/12/2016,8.6,0.0,13.4,37.5,27.5,92,14,7.51,9.77
SYDNEY AIRPORT AMO,15/12/2016,1.3,4.8,8.8,18.9,16.5,99,78,6.53,1.51
SYDNEY AIRPORT AMO,16/12/2016,1.4,28.0,1.0,26.0,16.5,98,86,4.06,3.91
SYDNEY AIRPORT AMO,17/12/2016,9.3,12.0,1.4,34.5,17.7,94,21,6.56,27.77
SYDNEY AIRPORT AMO,18/12/2016,4.4,0.0,10.0,21.9,17.1,78,51,7.34,12.53
SYDNEY AIRPORT AMO,19/12/2016,6.1,0.2,7.8,24.9,16.8,76,41,6.72,21.50
SYDNEY AIRPORT AMO,20/12/2016,7.5,0.0,7.0,29.6,17.5,86,39,6.25,30.59
SYDNEY AIRPORT AMO,21/12/2016,6.0,0.0,10.0,25.4,18.2,89,55,6.93,30.04
SYDNEY AIRPORT AMO,22/12/2016,4.7,0.0,9.2,25.0,19.6,67,53,5.40,12.83
SYDNEY AIRPORT AMO,23/12/2016,6.3,0.0,7.6,26.4,20.8,74,48,7.19,21.72
SYDNEY AIRPORT AMO,24/12/2016,5.2,0.0,9.4,28.1,19.2,89,56,4.16,22.45
SYDNEY AIRPORT AMO,25/12/2016,7.3,0.2,4.6,29.4,18.5,93,46,6.94,32.05
SYDNEY AIRPORT AMO,26/12/2016,8.1,0.0,11.2,30.9,21.3,81,45,6.99,31.44
SYDNEY AIRPORT AMO,27/12/2016,5.5,0.2,11.2,26.8,21.3,89,62,5.46,25.89
SYDNEY AIRPORT AMO,28/12/2016,7.6,0.0,7.8,30.5,21.2,86,46,7.35,28.94
SYDNEY AIRPORT AMO,29/12/2016,7.5,0.0,10.4,38.2,22.4,78,23,3.79,19.30
SYDNEY AIRPORT AMO,30/12/2016,6.0,0.0,9.2,35.6,23.2,88,26,4.46,10.47
SYDNEY AIRPORT AMO,31/12/2016,4.5,0.0,8.2,26.3,22.6,87,70,4.70,20.40
Totals:,,194,62.4,257.2,,,,,, 
