'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for July 2012,,,,,,,,,,
Issued at 22:38 GMT on Wednesday 01 August 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/07/2012,3.2,0.0,3.0,17.1,9.0,71,27,5.14,7.95
SYDNEY AIRPORT AMO,02/07/2012,3.1,0.0,3.8,16.4,5.8,75,32,6.20,9.04
SYDNEY AIRPORT AMO,03/07/2012,3.0,0.0,2.8,15.4,7.6,68,41,6.77,9.11
SYDNEY AIRPORT AMO,04/07/2012,2.5,0.0,3.6,14.7,7.9,84,49,7.78,8.51
SYDNEY AIRPORT AMO,05/07/2012,1.7,3.2,2.6,14.0,9.5,94,66,7.71,7.32
SYDNEY AIRPORT AMO,06/07/2012,1.9,20.4,1.8,14.2,10.2,94,57,6.90,8.13
SYDNEY AIRPORT AMO,07/07/2012,1.3,1.2,2.4,14.5,9.0,89,70,3.95,5.63
SYDNEY AIRPORT AMO,08/07/2012,1.6,0.0,0.8,17.0,9.2,90,57,2.78,9.33
SYDNEY AIRPORT AMO,09/07/2012,1.8,0.0,1.2,18.6,7.8,94,55,3.56,9.84
SYDNEY AIRPORT AMO,10/07/2012,1.9,0.0,1.8,19.4,7.8,95,60,4.34,7.10
SYDNEY AIRPORT AMO,11/07/2012,2.7,7.6,3.4,20.8,10.4,96,37,4.40,10.27
SYDNEY AIRPORT AMO,12/07/2012,1.5,0.0,3.0,18.4,11.0,87,66,3.25,4.52
SYDNEY AIRPORT AMO,13/07/2012,2.5,0.0,0.4,23.7,12.1,96,51,4.23,9.31
SYDNEY AIRPORT AMO,14/07/2012,3.2,0.0,3.2,20.8,10.6,81,29,4.56,10.20
SYDNEY AIRPORT AMO,15/07/2012,3.5,0.0,5.0,18.6,8.1,78,33,6.31,10.55
SYDNEY AIRPORT AMO,16/07/2012,3.1,0.0,2.6,18.9,8.2,73,30,4.35,10.71
SYDNEY AIRPORT AMO,17/07/2012,3.1,0.0,3.6,21.0,7.8,87,26,4.07,10.73
SYDNEY AIRPORT AMO,18/07/2012,3.1,0.0, ,21.3,9.0,80,32,4.08,10.58
SYDNEY AIRPORT AMO,19/07/2012,2.3,0.0,3.6,14.2,7.4,76,55,6.60,7.42
SYDNEY AIRPORT AMO,20/07/2012,2.4,0.0,2.8,15.3,5.4,80,46,5.28,11.04
SYDNEY AIRPORT AMO,21/07/2012,2.7,0.0,2.0,14.8,10.4,83,52,9.17,5.31
SYDNEY AIRPORT AMO,22/07/2012,2.5,6.0,3.6,16.4,10.2,92,55,8.37,8.94
SYDNEY AIRPORT AMO,23/07/2012,2.6,0.6,3.4,17.3,12.3,95,47,7.07,7.73
SYDNEY AIRPORT AMO,24/07/2012,1.0,6.6,2.4,14.4,10.5,96,84,3.93,5.95
SYDNEY AIRPORT AMO,25/07/2012,2.6,3.4,0.2,19.7,9.0,99,39,4.22,10.76
SYDNEY AIRPORT AMO,26/07/2012,2.6,0.0,3.8,20.0,9.7,80,39,3.75,4.56
SYDNEY AIRPORT AMO,27/07/2012,3.4,0.0,2.4,18.6,9.1,84,27,5.46,11.39
SYDNEY AIRPORT AMO,28/07/2012,3.6,0.0,4.0,17.9,8.0,72,34,6.43,10.55
SYDNEY AIRPORT AMO,29/07/2012,2.7,0.0,1.6,15.0,8.3,74,48,6.31,8.46
SYDNEY AIRPORT AMO,30/07/2012,3.3,0.0,4.0,14.2,7.3,78,36,8.52,11.47
SYDNEY AIRPORT AMO,31/07/2012,2.6,2.4,3.0,13.9,7.8,76,53,7.86,9.96
Totals:,,79,51.4,81.8,,,,,, 
