'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for May 2018,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 June 2018,,,,,,,,,,
© Copyright Commonwealth of Australia 2018 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/05/2018,3.7,0.0,2.8,23.9,12.3,87,19,3.40,14.29
SYDNEY AIRPORT AMO,02/05/2018,2.6,0.0,4.0,24.4,14.0,85,50,3.17,8.84
SYDNEY AIRPORT AMO,03/05/2018,4.3,0.0,2.8,27.8,13.7,85,37,4.77,13.96
SYDNEY AIRPORT AMO,04/05/2018,6.8,0.0,6.8,28.6,19.0,62,20,7.31,13.13
SYDNEY AIRPORT AMO,05/05/2018,3.6,0.0,7.6,22.4,11.6,61,26,3.42,13.75
SYDNEY AIRPORT AMO,06/05/2018,3.0,0.0,3.8,22.0,9.8,77,43,3.50,13.62
SYDNEY AIRPORT AMO,07/05/2018,4.3,0.0,5.2,25.9,12.4,83,32,5.06,13.51
SYDNEY AIRPORT AMO,08/05/2018,3.5,0.0, ,26.6,13.1,82,29,3.17,11.54
SYDNEY AIRPORT AMO,09/05/2018,3.5,0.0,8.6,26.3,13.1,87,30,3.34,13.04
SYDNEY AIRPORT AMO,10/05/2018,5.6,0.0,3.0,26.9,13.4,81,17,6.37,9.89
SYDNEY AIRPORT AMO,11/05/2018,4.7,0.0,8.0,18.1,9.8,54,28,8.11,12.28
SYDNEY AIRPORT AMO,12/05/2018,2.9,4.0,6.4,17.1,10.7,86,54,9.27,7.33
SYDNEY AIRPORT AMO,13/05/2018,2.7,0.4,3.6,17.6,13.3,93,59,11.29,8.37
SYDNEY AIRPORT AMO,14/05/2018,2.4,8.4,2.0,17.9,13.6,90,67,8.69,12.06
SYDNEY AIRPORT AMO,15/05/2018,2.5,0.0,3.6,18.9,11.1,81,57,4.72,12.19
SYDNEY AIRPORT AMO,16/05/2018,2.4,0.0,4.6,17.6,11.6,81,65,6.45,11.16
SYDNEY AIRPORT AMO,17/05/2018,2.9,0.0,3.2,21.9,9.7,80,36,3.43,12.46
SYDNEY AIRPORT AMO,18/05/2018,2.5,0.0,2.6,19.6,8.8,86,39,3.48,12.36
SYDNEY AIRPORT AMO,19/05/2018,2.3,0.0,3.4,19.8,10.8,80,49,3.44,10.73
SYDNEY AIRPORT AMO,20/05/2018,3.7,0.0,3.4,22.3,9.1,72,27,4.47,12.19
SYDNEY AIRPORT AMO,21/05/2018,4.5,0.0,2.4,22.7,10.6,66,30,6.35,12.11
SYDNEY AIRPORT AMO,22/05/2018,4.1,0.0,5.2,25.0,10.3,65,32,4.89,12.02
SYDNEY AIRPORT AMO,23/05/2018,2.2,0.0,3.4,20.4,13.2,85,55,3.30,11.83
SYDNEY AIRPORT AMO,24/05/2018,1.9,0.0,3.0,19.0,11.0,92,64,4.77,8.27
SYDNEY AIRPORT AMO,25/05/2018,2.4,0.0,3.4,17.9,16.1,81,62,5.67,9.79
SYDNEY AIRPORT AMO,26/05/2018,2.5,0.0,3.6,21.5,9.8,87,45,3.58,11.63
SYDNEY AIRPORT AMO,27/05/2018,2.5,0.0,2.6,22.5,10.0,90,44,3.61,10.99
SYDNEY AIRPORT AMO,28/05/2018,2.2,0.0,2.6,22.0,12.0,81,50,2.96,9.22
SYDNEY AIRPORT AMO,29/05/2018,3.6,0.0,2.4,25.4,11.1,89,31,4.34,11.52
SYDNEY AIRPORT AMO,30/05/2018,2.4,4.2,4.6,17.0,13.7,91,52,6.91,6.91
SYDNEY AIRPORT AMO,31/05/2018,3.3,0.0,3.1,16.5,8.2,76,44,8.99,11.42
Totals:,,101.5,17,121.7,,,,,, 
