'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for August 2016,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 September 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/08/2016,2.1,0.0,2.2,18.6,9.9,88,43,2.90,6.57
SYDNEY AIRPORT AMO,02/08/2016,2.0,0.6,1.0,15.2,11.5,96,60,7.48,7.71
SYDNEY AIRPORT AMO,03/08/2016,2.5,16.2,2.6,15.0,10.5,97,52,10.84,6.06
SYDNEY AIRPORT AMO,04/08/2016,3.5,45.4,9.4,17.2,11.0,92,38,9.90,10.29
SYDNEY AIRPORT AMO,05/08/2016,2.3,7.2,3.2,14.5,10.1,95,47,6.11,9.47
SYDNEY AIRPORT AMO,06/08/2016,1.7,3.4,2.6,15.4,9.3,91,62,3.44,9.28
SYDNEY AIRPORT AMO,07/08/2016,1.9,0.2,0.6,16.7,10.3,85,61,3.47,9.68
SYDNEY AIRPORT AMO,08/08/2016,2.3,0.0,2.6,18.1,8.6,93,46,3.32,14.07
SYDNEY AIRPORT AMO,09/08/2016,2.8,0.0,2.0,19.9,8.4,85,42,3.95,12.35
SYDNEY AIRPORT AMO,10/08/2016,5.2,0.0,4.8,26.7,12.2,60,28,5.55,13.66
SYDNEY AIRPORT AMO,11/08/2016,4.5,0.0,6.2,20.3,12.1,68,26,6.35,14.54
SYDNEY AIRPORT AMO,12/08/2016,4.4,0.0,6.4,19.8,7.4,62,21,5.64,14.03
SYDNEY AIRPORT AMO,13/08/2016,4.2,0.0,3.2,20.6,8.0,65,28,5.26,14.74
SYDNEY AIRPORT AMO,14/08/2016,2.8,0.0,5.4,18.4,8.9,78,43,3.79,13.94
SYDNEY AIRPORT AMO,15/08/2016,3.2,0.0,3.2,21.4,8.9,84,42,3.99,14.74
SYDNEY AIRPORT AMO,16/08/2016,3.2,0.0,4.0,21.7,9.9,90,42,4.09,15.17
SYDNEY AIRPORT AMO,17/08/2016,3.7,0.0,3.8,24.1,10.9,87,28,3.58,14.95
SYDNEY AIRPORT AMO,18/08/2016,4.2,0.0,4.6,23.7,10.7,77,29,4.45,15.46
SYDNEY AIRPORT AMO,19/08/2016,5.1,0.0, ,24.7,10.6,79,23,5.96,14.43
SYDNEY AIRPORT AMO,20/08/2016, ,0.2,6.6,18.4,10.0, , , ,14.26
SYDNEY AIRPORT AMO,21/08/2016,4.0,0.0,5.2,20.7,8.1,68,28,4.54,15.90
SYDNEY AIRPORT AMO,22/08/2016,2.1,0.0,3.0,15.6,9.5,90,48,3.93,5.77
SYDNEY AIRPORT AMO,23/08/2016,2.6,2.0,0.6,16.1,8.2,91,55,6.04,12.82
SYDNEY AIRPORT AMO,24/08/2016,1.6,3.8,3.2,14.5,12.2,97,70,7.42,4.68
SYDNEY AIRPORT AMO,25/08/2016,3.0,52.6,5.2,17.1,9.0,95,42,6.03,13.62
SYDNEY AIRPORT AMO,26/08/2016,2.8,0.2,4.6,15.4,7.0,85,51,6.82,14.13
SYDNEY AIRPORT AMO,27/08/2016,3.8,2.4,2.8,20.4,7.5,90,22,4.10,16.83
SYDNEY AIRPORT AMO,28/08/2016,3.7,0.2,3.8,19.3,8.3,65,29,3.81,16.94
SYDNEY AIRPORT AMO,29/08/2016,3.4,0.0,4.0,20.5,8.7,73,28,3.38,12.22
SYDNEY AIRPORT AMO,30/08/2016,3.3,0.0,3.2,21.5,11.4,80,50,4.49,13.54
SYDNEY AIRPORT AMO,31/08/2016,4.1,0.0, ,24.8,14.1,87,41,6.05,9.87
Totals:,,96,134.4,110,,,,,, 
