'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for August 2013,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 September 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/08/2013,2.2,0.0,3.4,17.6,7.9,84,47,3.10,14.56
SYDNEY AIRPORT AMO,02/08/2013,3.4,0.0,2.2,21.3,8.6,88,26,4.19,13.04
SYDNEY AIRPORT AMO,03/08/2013,4.0,0.0,3.6,19.5,11.3,59,24,4.60,15.66
SYDNEY AIRPORT AMO,04/08/2013,4.5,0.0,4.2,19.8,11.0,58,22,5.66,15.47
SYDNEY AIRPORT AMO,05/08/2013,4.6,0.0,3.8,21.5,8.9,56,25,5.46,16.07
SYDNEY AIRPORT AMO,06/08/2013,5.3,0.0,5.6,24.5,11.5,70,21,6.31,14.91
SYDNEY AIRPORT AMO,07/08/2013,3.0,0.4,4.8,17.3,10.6,84,34,4.43,15.53
SYDNEY AIRPORT AMO,08/08/2013,2.0,10.4,3.8,13.3,9.7,94,59,7.62,6.64
SYDNEY AIRPORT AMO,09/08/2013, ,5.0,0.6,19.0,7.7,71,29,4.08, 
SYDNEY AIRPORT AMO,10/08/2013,4.0,0.0,4.0,23.8,10.7,79,26,3.93,16.89
SYDNEY AIRPORT AMO,11/08/2013,4.4,0.0,3.8,22.3,8.8,65,17,4.07,17.37
SYDNEY AIRPORT AMO,12/08/2013,6.6,0.0,3.8,26.6,11.0,77,15,7.82,10.50
SYDNEY AIRPORT AMO,13/08/2013,4.7,0.0,5.8,22.6,8.3,48,19,4.26,17.66
SYDNEY AIRPORT AMO,14/08/2013,5.7,0.0,4.2,24.7,11.6,55,14,5.29,17.82
SYDNEY AIRPORT AMO,15/08/2013,4.3,0.0,8.0,16.6,10.2,62,29,6.71,18.08
SYDNEY AIRPORT AMO,16/08/2013,5.3,0.0,3.6,21.7,7.2,73,15,6.09,18.44
SYDNEY AIRPORT AMO,17/08/2013,6.0,0.0,6.2,25.5,12.0,73,17,6.81,17.09
SYDNEY AIRPORT AMO,18/08/2013,5.5,0.0,6.6,23.5,8.8,61,17,5.39,18.74
SYDNEY AIRPORT AMO,19/08/2013,6.2,0.0,7.8,22.2,12.8,50,17,7.49,17.45
SYDNEY AIRPORT AMO,20/08/2013,5.1,0.0,6.2,16.8,7.4,56,20,7.75,19.29
SYDNEY AIRPORT AMO,21/08/2013,4.4,0.0,3.0,18.0,6.8,61,28,6.30,18.00
SYDNEY AIRPORT AMO,22/08/2013,4.3,0.0,5.6,19.4,6.6,66,24,5.34,15.65
SYDNEY AIRPORT AMO,23/08/2013,4.6,0.0,4.0,19.9,10.8,55,30,6.52,8.81
SYDNEY AIRPORT AMO,24/08/2013,3.9,0.0,4.0,20.2,13.2,84,39,5.24,19.24
SYDNEY AIRPORT AMO,25/08/2013,4.0,0.0,4.2,23.0,9.9,87,31,3.57,19.74
SYDNEY AIRPORT AMO,26/08/2013,3.9,0.0,3.6,22.1,12.0,84,31,3.96,18.78
SYDNEY AIRPORT AMO,27/08/2013,3.3,0.0,2.2,19.8,12.1,89,44,4.08,18.77
SYDNEY AIRPORT AMO,28/08/2013,3.7,0.0,3.0,20.8,11.7,92,40,4.33,19.87
SYDNEY AIRPORT AMO,29/08/2013,3.9,0.0,3.8,22.8,11.5,84,46,5.91,15.57
SYDNEY AIRPORT AMO,30/08/2013,6.0,0.0,5.2,27.4,15.3,79,17,5.05,20.48
SYDNEY AIRPORT AMO,31/08/2013,4.3,0.0,5.8,23.3,14.9,81,33,4.22,18.80
Totals:,,133.1,15.8,136.4,,,,,, 
