'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for January 2017,,,,,,,,,,
Issued at 22:31 GMT on Wednesday 01 February 2017,,,,,,,,,,
© Copyright Commonwealth of Australia 2017 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/01/2017,3.1,0.0,6.8,27.2,21.6,88,65,3.69,9.57
SYDNEY AIRPORT AMO,02/01/2017,4.5,0.8,3.4,24.9,20.9,92,61,8.24,16.75
SYDNEY AIRPORT AMO,03/01/2017,5.4,2.2,6.2,24.1,18.6,90,62,7.77,28.34
SYDNEY AIRPORT AMO,04/01/2017,5.2,1.0,7.8,26.0,19.4,89,43,5.39,18.67
SYDNEY AIRPORT AMO,05/01/2017,3.7,5.4,6.0,25.5,19.6,97,59,4.90,14.11
SYDNEY AIRPORT AMO,06/01/2017,5.2,8.2,3.8,27.1,19.9,96,44,4.54,20.95
SYDNEY AIRPORT AMO,07/01/2017,6.7,14.6,6.6,27.9,18.3,91,48,6.11,30.81
SYDNEY AIRPORT AMO,08/01/2017,7.4,0.0,10.4,29.9,19.2,80,43,6.21,29.23
SYDNEY AIRPORT AMO,09/01/2017,6.5,0.0,9.6,29.9,21.0,95,46,4.77,27.90
SYDNEY AIRPORT AMO,10/01/2017,7.3,0.8,8.2,35.3,21.4,95,30,4.08,24.52
SYDNEY AIRPORT AMO,11/01/2017,9.5,0.2,7.4,38.8,23.0,90,29,5.67,27.80
SYDNEY AIRPORT AMO,12/01/2017,6.1,0.0,9.4,29.0,21.5,91,51,5.81,25.29
SYDNEY AIRPORT AMO,13/01/2017,7.9,0.0,8.6,32.8,22.8,85,49,7.83,28.16
SYDNEY AIRPORT AMO,14/01/2017,5.9,0.0,10.6,30.0,24.9,85,50,4.73,21.65
SYDNEY AIRPORT AMO,15/01/2017,5.5,0.0,8.0,27.3,21.5,74,50,6.02,17.06
SYDNEY AIRPORT AMO,16/01/2017,7.0,0.0,7.2,30.0,22.0,100,47,7.96,29.27
SYDNEY AIRPORT AMO,17/01/2017,9.3,0.0,10.4,37.7,21.0,90,30,5.39,30.35
SYDNEY AIRPORT AMO,18/01/2017,10.8,0.0,13.8,37.7,26.1,79,27,7.58,29.41
SYDNEY AIRPORT AMO,19/01/2017,3.7,0.0,12.6,25.0,19.8,89,48,5.92,6.53
SYDNEY AIRPORT AMO,20/01/2017,4.6,0.0,5.8,31.4,19.1,92,56,7.44,8.67
SYDNEY AIRPORT AMO,21/01/2017,6.9,10.6,6.2,25.3,20.8,72,48,7.96,27.67
SYDNEY AIRPORT AMO,22/01/2017,6.6,0.0,9.1,27.2,19.7,73,47,6.08,26.19
SYDNEY AIRPORT AMO,23/01/2017,9.1,0.0,9.6,35.2,21.3,79,46,8.23,30.28
SYDNEY AIRPORT AMO,24/01/2017,8.9,0.0,12.0,38.5,24.6,95,27,8.68,12.95
SYDNEY AIRPORT AMO,25/01/2017,3.3,4.4,10.2,24.1,20.4,79,65,5.11,8.83
SYDNEY AIRPORT AMO,26/01/2017,3.1,0.0,2.8,23.5,20.3,87,75,5.90,12.03
SYDNEY AIRPORT AMO,27/01/2017,4.9,0.2,4.2,26.6,20.1,86,58,6.23,18.73
SYDNEY AIRPORT AMO,28/01/2017,7.5,0.0,5.4,31.9,20.7,86,48,6.32,29.81
SYDNEY AIRPORT AMO,29/01/2017,4.8,0.0,11.4,28.7,21.6,93,77,6.61,24.39
SYDNEY AIRPORT AMO,30/01/2017,8.3,0.0,6.0,36.4,22.5,90,41,6.53,25.64
SYDNEY AIRPORT AMO,31/01/2017,10.0,1.4,11.8,39.6,23.5,95,19,7.28,19.81
Totals:,,198.7,49.8,251.3,,,,,, 
