'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for January 2009,,,,,,,,,,
Issued at 04:34 GMT on Thursday 22 July 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2009 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/01/2009,10.8,0.0,9.8,35.1,17.7,95,12,7.00,33.11
SYDNEY AIRPORT AMO,02/01/2009,5.6,0.0,11.0,23.0,18.5,79,51,7.10,24.22
SYDNEY AIRPORT AMO,03/01/2009,4.9,0.0,9.0,23.2,16.9,70,46,5.38,16.07
SYDNEY AIRPORT AMO,04/01/2009,7.7,0.0,5.4,27.1,18.7,74,49,9.12,32.98
SYDNEY AIRPORT AMO,05/01/2009,8.2,0.0,10.0,31.6,20.2,81,43,6.40,32.14
SYDNEY AIRPORT AMO,06/01/2009,7.3,0.0,10.0,29.7,19.9,95,50,5.47,34.19
SYDNEY AIRPORT AMO,07/01/2009,9.4,0.0,9.0,34.9,20.6,93,22,6.88,27.18
SYDNEY AIRPORT AMO,08/01/2009,3.6,0.2,9.8,21.7,20.2,91,62,9.46,11.38
SYDNEY AIRPORT AMO,09/01/2009,6.5,0.0,7.6,22.9,17.4,65,41,7.77,23.75
SYDNEY AIRPORT AMO,10/01/2009,6.2,0.0,7.6,24.0,16.3,66,42,5.71,25.75
SYDNEY AIRPORT AMO,11/01/2009,6.5,0.0,6.6,26.6,18.0,86,46,5.83,29.36
SYDNEY AIRPORT AMO,12/01/2009,5.2,0.8,8.8,24.0,18.5,96,72,5.34,32.24
SYDNEY AIRPORT AMO,13/01/2009,6.9,0.6,4.2,27.9,19.3,95,45,6.91,31.06
SYDNEY AIRPORT AMO,14/01/2009,8.7,0.0,10.2,32.0,20.9,82,39,6.89,33.18
SYDNEY AIRPORT AMO,15/01/2009,10.5,0.0,14.2,38.8,22.6,94,23,7.10,27.66
SYDNEY AIRPORT AMO,16/01/2009,6.6,5.4,10.2,26.3,18.4,84,54,6.70,32.58
SYDNEY AIRPORT AMO,17/01/2009,5.5,0.0,10.4,20.7,17.1,74,51,8.18,24.61
SYDNEY AIRPORT AMO,18/01/2009,6.7,0.0,5.6,25.0,14.4,78,42,5.03,33.87
SYDNEY AIRPORT AMO,19/01/2009,7.4,0.0,11.0,27.3,17.0,77,43,7.05,32.45
SYDNEY AIRPORT AMO,20/01/2009,8.4,0.0,9.0,31.7,19.5,87,38,7.12,32.40
SYDNEY AIRPORT AMO,21/01/2009,7.8,3.0,12.8,33.7,20.9,91,37,6.66,24.41
SYDNEY AIRPORT AMO,22/01/2009,8.8,0.6,8.0,34.6,22.6,87,36,7.67,26.31
SYDNEY AIRPORT AMO,23/01/2009,7.6,0.0,14.2,32.1,24.7,80,51,5.51,30.02
SYDNEY AIRPORT AMO,24/01/2009,12.5,0.0,10.6,41.8,24.1,83,22,8.06,29.58
SYDNEY AIRPORT AMO,25/01/2009,6.0,0.0,13.6,25.0,19.6,80,52,5.96,27.26
SYDNEY AIRPORT AMO,26/01/2009,3.7,0.0,6.8,24.9,20.1,100,76,6.10,20.63
SYDNEY AIRPORT AMO,27/01/2009,3.5,8.2,1.8,24.6,19.8,99,73,6.01,17.73
SYDNEY AIRPORT AMO,28/01/2009,7.0,0.2,1.8,29.4,19.5,95,49,6.18,32.04
SYDNEY AIRPORT AMO,29/01/2009,7.2,0.0,8.6,30.0,20.7,95,52,7.10,32.60
SYDNEY AIRPORT AMO,30/01/2009,7.8,0.0,10.2,30.2,20.4,90,45,7.21,32.69
SYDNEY AIRPORT AMO,31/01/2009,7.6,0.0,10.6,31.2,21.6,90,50,7.14,32.09
Totals:,,222.1,19,278.4,,,,,, 
