'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for February 2025,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 March 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/02/2025,5.3,0.0,6.6,28.9,21.0,87,54,5.21,19.49
SYDNEY AIRPORT AMO,02/02/2025,6.3,0.0,8.0,29.0,20.2,90,44,4.14,27.53
SYDNEY AIRPORT AMO,03/02/2025,6.9,0.0,8.0,30.8,21.0,78,51,5.39,27.65
SYDNEY AIRPORT AMO,04/02/2025,6.8,0.0,8.4,31.3,21.8,85,54,6.35,26.86
SYDNEY AIRPORT AMO,05/02/2025,5.9,0.0,9.6,31.1,22.8,89,56,6.26,21.68
SYDNEY AIRPORT AMO,06/02/2025,5.3,0.6,5.4,28.5,20.8,90,63,4.55,25.05
SYDNEY AIRPORT AMO,07/02/2025,7.6,0.2,7.4,31.4,21.8,86,43,6.81,28.49
SYDNEY AIRPORT AMO,08/02/2025,5.6,0.0,10.6,30.5,21.3,95,44,4.84,20.16
SYDNEY AIRPORT AMO,09/02/2025,4.6,13.0,8.6,27.0,19.3,95,74,5.24,25.29
SYDNEY AIRPORT AMO,10/02/2025,2.5,0.2,7.8,24.8,21.6,93,78,6.46,8.10
SYDNEY AIRPORT AMO,11/02/2025,4.8,6.8,0.8,27.2,18.7,92,59,3.83,23.06
SYDNEY AIRPORT AMO,12/02/2025,5.5,0.2,5.0,28.2,20.1,92,60,4.65,26.22
SYDNEY AIRPORT AMO,13/02/2025,6.7,5.0,6.6,30.2,22.1,91,55,9.53,25.89
SYDNEY AIRPORT AMO,14/02/2025,3.3,0.0,11.2,29.1,22.7,94,62,4.84,8.79
SYDNEY AIRPORT AMO,15/02/2025,5.9,22.8,0.4,26.3,19.9,94,41,5.93,25.43
SYDNEY AIRPORT AMO,16/02/2025,6.1,0.2,8.0,21.7,15.3,84,35,8.33,27.03
SYDNEY AIRPORT AMO,17/02/2025,5.9,0.0,10.2,22.4,14.3,65,49,7.27,26.86
SYDNEY AIRPORT AMO,18/02/2025,6.0,0.0,7.8,27.2,15.0,80,31,4.05,25.06
SYDNEY AIRPORT AMO,19/02/2025,5.1,0.0,4.8,27.4,18.1,84,49,3.26,22.97
SYDNEY AIRPORT AMO,20/02/2025,3.4,0.0,5.8,22.9,18.3,95,66,8.86,13.79
SYDNEY AIRPORT AMO,21/02/2025,2.8,0.0,6.2,23.7,18.6,92,72,4.92,11.16
SYDNEY AIRPORT AMO,22/02/2025,6.1,4.0,3.0,29.2,19.6,92,43,6.05,23.07
SYDNEY AIRPORT AMO,23/02/2025,6.7,0.0,8.4,29.8,18.7,79,42,6.42,23.32
SYDNEY AIRPORT AMO,24/02/2025,4.9,0.0,9.0,25.1,21.4,85,71,7.17,25.16
SYDNEY AIRPORT AMO,25/02/2025,2.7,0.0,7.4,23.5,20.2,92,67,6.94,6.04
SYDNEY AIRPORT AMO,26/02/2025,5.3,0.0,2.6,29.2,19.2,84,57,5.33,21.18
SYDNEY AIRPORT AMO,27/02/2025,6.1,0.0,7.2,30.2,21.2,90,49,5.70,24.67
SYDNEY AIRPORT AMO,28/02/2025,7.3,0.0,8.0,35.6,22.1,92,32,5.03,21.95
Totals:,,151.4,53,192.8,,,,,, 
