'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for August 2015,,,,,,,,,,
Issued at 22:30 GMT on Tuesday 01 September 2015,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/08/2015,4.2,0.0,3.4,23.3,7.4,85,20,4.87,10.74
SYDNEY AIRPORT AMO,02/08/2015,4.1,0.0,5.4,25.2,11.2,80,23,4.40,10.27
SYDNEY AIRPORT AMO,03/08/2015,4.5,0.0,5.4,19.9,9.3,66,27,6.96,13.04
SYDNEY AIRPORT AMO,04/08/2015,3.1,0.0,3.8,15.7,8.5,60,34,4.58,9.73
SYDNEY AIRPORT AMO,05/08/2015,3.4,0.0,0.6,15.9,5.7,59,32,5.66,8.99
SYDNEY AIRPORT AMO,06/08/2015,3.5,0.0,3.8,15.4,6.9,64,31,6.19,11.25
SYDNEY AIRPORT AMO,07/08/2015,3.0,0.0,2.8,18.1,6.1,73,36,4.36,12.88
SYDNEY AIRPORT AMO,08/08/2015,2.5,0.0,2.6,15.0,7.1,75,51,4.90,12.89
SYDNEY AIRPORT AMO,09/08/2015,2.4,0.0,1.8,17.8,5.8,85,48,3.71,13.40
SYDNEY AIRPORT AMO,10/08/2015,3.5,0.0,2.6,21.3,8.5,90,28,4.25,13.73
SYDNEY AIRPORT AMO,11/08/2015,3.6,0.0,5.0,21.8,9.5,73,24,3.75,13.83
SYDNEY AIRPORT AMO,12/08/2015,3.8,0.0,3.8,19.1,6.8,100,25,6.68,10.73
SYDNEY AIRPORT AMO,13/08/2015,5.0,0.0,4.8,19.7,8.2,66,20,7.55,14.38
SYDNEY AIRPORT AMO,14/08/2015,3.2,0.0,4.0,19.0,7.1,73,34,4.09,14.27
SYDNEY AIRPORT AMO,15/08/2015,2.4,0.0,3.0,16.8,8.2,81,51,4.22,9.33
SYDNEY AIRPORT AMO,16/08/2015,3.0,0.0,3.0,20.8,10.8,84,46,3.99,13.38
SYDNEY AIRPORT AMO,17/08/2015,4.4,0.0,2.8,21.2,9.4,68,22,5.25,14.32
SYDNEY AIRPORT AMO,18/08/2015,3.4,0.0,4.4,14.9,10.0,65,38,5.56,14.50
SYDNEY AIRPORT AMO,19/08/2015,2.6,0.0,3.6,17.6,8.9,72,47,3.46,10.86
SYDNEY AIRPORT AMO,20/08/2015,3.1,0.0,2.6,20.9,8.4,84,46,4.05,14.70
SYDNEY AIRPORT AMO,21/08/2015,3.8,0.0,3.8,23.9,9.7,92,36,4.45,15.24
SYDNEY AIRPORT AMO,22/08/2015,5.5,0.0,4.2,28.9,14.5,59,23,4.61,13.93
SYDNEY AIRPORT AMO,23/08/2015,1.9,2.8,6.4,19.7,15.2,97,53,2.91,5.17
SYDNEY AIRPORT AMO,24/08/2015,1.1,4.6,1.8,17.6,14.6,99,87,4.48,5.72
SYDNEY AIRPORT AMO,25/08/2015,3.5,43.6,5.0,21.1,12.4,96,48,8.33,11.05
SYDNEY AIRPORT AMO,26/08/2015,2.1,5.0,2.8,18.8,12.8,96,70,4.72,11.12
SYDNEY AIRPORT AMO,27/08/2015,3.7,0.2,3.0,22.7,11.9,95,32,4.82,10.12
SYDNEY AIRPORT AMO,28/08/2015,3.8,0.0,2.8,18.9,10.5,80,38,6.03,14.36
SYDNEY AIRPORT AMO,29/08/2015,3.8,0.0,4.2,20.9,9.0,79,27,3.82,16.40
SYDNEY AIRPORT AMO,30/08/2015,3.3,0.0,3.6,16.1,7.4,71,48,6.13,16.30
SYDNEY AIRPORT AMO,31/08/2015,3.5,0.0,4.8,16.6,9.5,71,45,5.68,16.76
Totals:,,104.7,56.2,111.6,,,,,, 
