'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for March 2012,,,,,,,,,,
Issued at 22:33 GMT on Sunday 01 April 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/03/2012,4.5,23.6,1.6,30.6,19.8,97,52,6.76,10.91
SYDNEY AIRPORT AMO,02/03/2012,2.7,8.8,4.6,21.2,18.9,91,63,8.70,3.79
SYDNEY AIRPORT AMO,03/03/2012,2.9,8.2,2.8,22.6,18.9,91,56,6.51,4.02
SYDNEY AIRPORT AMO,04/03/2012,4.2,2.6,2.0,28.1,19.2,95,59,5.74,16.03
SYDNEY AIRPORT AMO,05/03/2012,4.8,12.8,5.8,24.9,19.7,96,53,5.52,24.03
SYDNEY AIRPORT AMO,06/03/2012,4.5,0.0,8.4,21.9,19.9,76,61,8.42,17.13
SYDNEY AIRPORT AMO,07/03/2012,3.3,0.0,6.6,21.1,17.6,97,63,8.86,14.23
SYDNEY AIRPORT AMO,08/03/2012,2.9,75.4, ,21.6,14.9,98,61,6.51,10.85
SYDNEY AIRPORT AMO,09/03/2012,5.3,10.8,1.2,28.1,14.9,88,39,4.61,20.32
SYDNEY AIRPORT AMO,10/03/2012,4.6,0.0,5.0,24.7,17.0,90,53,4.69,22.50
SYDNEY AIRPORT AMO,11/03/2012,4.6,0.0,6.4,24.4,17.3,79,55,4.34,22.08
SYDNEY AIRPORT AMO,12/03/2012,3.3,0.0,6.8,25.4,19.7,89,54,4.79,8.37
SYDNEY AIRPORT AMO,13/03/2012,5.3,0.0,4.0,27.2,17.3,87,42,5.05,21.45
SYDNEY AIRPORT AMO,14/03/2012,4.5,0.0,6.8,26.5,18.2,89,54,5.05,19.24
SYDNEY AIRPORT AMO,15/03/2012,5.1,0.0,4.6,28.5,20.4,92,50,6.19,18.75
SYDNEY AIRPORT AMO,16/03/2012,5.6,0.0,7.8,31.3,20.2,89,45,5.16,19.41
SYDNEY AIRPORT AMO,17/03/2012,2.2,25.2,7.4,21.0,18.5,97,70,8.13,4.65
SYDNEY AIRPORT AMO,18/03/2012,3.5,2.6,3.8,22.0,17.2,92,66,8.35,17.12
SYDNEY AIRPORT AMO,19/03/2012,4.0,5.2,6.0,24.4,17.6,93,56,7.29,14.46
SYDNEY AIRPORT AMO,20/03/2012,3.7,4.8,3.6,24.9,17.7,87,49,4.19,12.47
SYDNEY AIRPORT AMO,21/03/2012,4.1,0.0,5.6,26.5,18.8,90,57,5.22,16.17
SYDNEY AIRPORT AMO,22/03/2012,1.7,0.0,4.8,19.9,18.0,93,77,6.77,3.29
SYDNEY AIRPORT AMO,23/03/2012,5.9,2.2,1.4,26.0,16.8,94,23,6.19,21.25
SYDNEY AIRPORT AMO,24/03/2012,5.7,0.0,6.6,23.7,13.8,55,28,5.08,21.23
SYDNEY AIRPORT AMO,25/03/2012,3.8,0.0,7.8,22.3,14.2,76,50,4.24,15.77
SYDNEY AIRPORT AMO,26/03/2012,3.9,0.4,3.4,25.1,17.2,91,49,5.08,13.88
SYDNEY AIRPORT AMO,27/03/2012,4.6,0.2,5.6,26.3,18.5,76,42,3.96,17.98
SYDNEY AIRPORT AMO,28/03/2012,2.8,0.0,5.6,23.5,19.0,89,59,4.48,8.69
SYDNEY AIRPORT AMO,29/03/2012,3.9,5.4,3.4,26.2,17.9,88,52,3.63,17.13
SYDNEY AIRPORT AMO,30/03/2012,3.4,0.0,4.0,23.2,16.9,89,64,3.66,18.21
SYDNEY AIRPORT AMO,31/03/2012,4.6,0.0,3.4,28.2,16.4,87,35,3.48,18.52
Totals:,,125.9,188.2,146.8,,,,,, 
