'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for June 2013,,,,,,,,,,
Issued at 22:31 GMT on Monday 01 July 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/06/2013,3.2,0.0,4.0,23.2,13.2,89,45,6.09,7.17
SYDNEY AIRPORT AMO,02/06/2013,2.1,14.8,3.0,17.0,14.5,100,58,9.78,3.05
SYDNEY AIRPORT AMO,03/06/2013,3.0,16.6,4.6,17.8,10.0,70,48,6.45,12.22
SYDNEY AIRPORT AMO,04/06/2013,2.2,0.0,3.6,19.0,10.6,87,48,3.92,11.79
SYDNEY AIRPORT AMO,05/06/2013,2.0,0.0,3.4,20.6,10.4,90,53,3.49,10.07
SYDNEY AIRPORT AMO,06/06/2013,2.4,0.0,1.6,21.8,12.1,87,42,3.36,7.24
SYDNEY AIRPORT AMO,07/06/2013,3.0,0.0,2.0,23.7,15.8,87,46,5.21,7.36
SYDNEY AIRPORT AMO,08/06/2013,2.2,0.0,3.0,17.6,14.3,90,53,5.20,8.42
SYDNEY AIRPORT AMO,09/06/2013,2.2,0.0,7.0,20.5,11.1,84,50,3.45,10.32
SYDNEY AIRPORT AMO,10/06/2013,2.0,0.0,1.4,21.7,10.1,99,52,3.50,7.82
SYDNEY AIRPORT AMO,11/06/2013,2.1,0.8,0.2,20.6,9.5,99,42,3.18,11.53
SYDNEY AIRPORT AMO,12/06/2013,1.2,0.0,2.0,16.2,10.0,96,71,3.82,3.52
SYDNEY AIRPORT AMO,13/06/2013,3.0,6.2,0.6,21.6,10.9,99,33,4.99,10.08
SYDNEY AIRPORT AMO,14/06/2013,3.4,0.2,3.6,20.8,10.1,81,38,6.11,11.09
SYDNEY AIRPORT AMO,15/06/2013,3.4,0.0,4.0,17.8,12.7,70,42,7.35,8.76
SYDNEY AIRPORT AMO,16/06/2013,3.0,0.0,3.2,16.9,9.5,68,45,6.30,11.58
SYDNEY AIRPORT AMO,17/06/2013,2.5,0.0,3.8,16.4,8.3,69,55,6.19,9.09
SYDNEY AIRPORT AMO,18/06/2013,2.5,0.0,1.6,17.0,8.6,91,46,6.18,11.37
SYDNEY AIRPORT AMO,19/06/2013,2.1,12.2,3.2,15.0,9.3,91,58,7.88,9.29
SYDNEY AIRPORT AMO,20/06/2013,2.1,2.6,2.8,15.1,8.6,77,60,6.25,11.10
SYDNEY AIRPORT AMO,21/06/2013,1.9,0.0,2.0,15.7,8.2,82,58,4.63,10.12
SYDNEY AIRPORT AMO,22/06/2013,1.0,2.8,2.4,14.5,7.6,95,79,4.27,3.67
SYDNEY AIRPORT AMO,23/06/2013,1.7,56.8,0.4,14.7,7.7,95,58,5.88,3.91
SYDNEY AIRPORT AMO,24/06/2013,1.4,50.0,0.2,15.0,9.7,95,66,4.93,5.85
SYDNEY AIRPORT AMO,25/06/2013,1.3,17.2,2.4,17.5,10.1,95,74,4.73,3.71
SYDNEY AIRPORT AMO,26/06/2013,2.8,9.2,1.4,19.6,11.1,90,57,9.05,8.32
SYDNEY AIRPORT AMO,27/06/2013,2.1,3.6,3.4,19.5,13.7,96,52,4.57,6.72
SYDNEY AIRPORT AMO,28/06/2013, ,26.2,2.8,16.5,13.0,97,79,3.48, 
SYDNEY AIRPORT AMO,29/06/2013,1.0,27.2,3.2,15.6,12.8,96,78,3.87,3.72
SYDNEY AIRPORT AMO,30/06/2013,1.1,59.2,2.0,15.7,11.8,95,79,4.53,5.05
Totals:,,63.9,305.6,78.8,,,,,, 
