'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for September 2015,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 October 2015,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/09/2015,3.3,0.0,3.2,17.4,8.6,79,37,4.13,17.55
SYDNEY AIRPORT AMO,02/09/2015,3.7,0.0,4.0,20.0,7.7,79,38,4.70,15.86
SYDNEY AIRPORT AMO,03/09/2015,4.3,2.0,5.6,20.8,11.6,92,29,6.78,14.16
SYDNEY AIRPORT AMO,04/09/2015,2.6,9.2,4.0,17.2,12.5,97,60,6.88,13.51
SYDNEY AIRPORT AMO,05/09/2015,3.1,0.2,2.8,19.4,11.1,89,49,4.58,15.06
SYDNEY AIRPORT AMO,06/09/2015,2.1,2.2,5.4,17.4,12.7,92,64,3.67,9.47
SYDNEY AIRPORT AMO,07/09/2015,4.9,3.2,0.6,24.9,9.9,96,26,5.54,14.81
SYDNEY AIRPORT AMO,08/09/2015,5.1,0.2,6.8,20.1,9.6,63,29,6.86,18.61
SYDNEY AIRPORT AMO,09/09/2015,4.0,0.0,5.0,17.7,10.2,67,43,5.79,18.52
SYDNEY AIRPORT AMO,10/09/2015,3.4,0.0,4.8,18.9,11.4,81,46,4.60,15.19
SYDNEY AIRPORT AMO,11/09/2015,4.6,0.0,4.0,22.9,14.4,75,35,4.81,18.73
SYDNEY AIRPORT AMO,12/09/2015,4.3,0.0,7.4,26.1,11.2,84,32,3.15,19.33
SYDNEY AIRPORT AMO,13/09/2015,4.4,0.0,3.8,24.4,12.6,86,40,4.63,18.73
SYDNEY AIRPORT AMO,14/09/2015,4.3,0.0,5.0,23.9,14.0,86,48,5.26,19.45
SYDNEY AIRPORT AMO,15/09/2015,7.4,0.0,6.4,30.5,14.1,89,18,7.13,17.41
SYDNEY AIRPORT AMO,16/09/2015,4.3,0.0,10.2,20.2,12.2,69,39,4.72,19.73
SYDNEY AIRPORT AMO,17/09/2015,3.1,0.0,4.2,18.3,12.2,94,57,6.44,15.90
SYDNEY AIRPORT AMO,18/09/2015,3.4,1.8,6.4,17.9,13.3,96,53,7.81,18.65
SYDNEY AIRPORT AMO,19/09/2015,3.3,15.4,5.4,20.8,12.5,96,52,4.89,16.07
SYDNEY AIRPORT AMO,20/09/2015,2.5,0.0,4.0,18.4,12.0,91,58,3.34,12.57
SYDNEY AIRPORT AMO,21/09/2015,4.2,0.4,1.6,24.5,12.2,94,43,3.93,19.75
SYDNEY AIRPORT AMO,22/09/2015,4.7,0.2,6.2,17.6,15.2,75,41,8.73,18.71
SYDNEY AIRPORT AMO,23/09/2015,3.3,0.2,8.8,14.3,10.6,89,56,11.79,18.65
SYDNEY AIRPORT AMO,24/09/2015,2.6,5.4,4.0,14.5,9.2,97,61,11.30,14.86
SYDNEY AIRPORT AMO,25/09/2015,3.2,21.0,2.8,17.3,10.2,92,55,10.15,12.16
SYDNEY AIRPORT AMO,26/09/2015,3.9,1.0,4.4,19.4,12.7,92,40,6.33,15.24
SYDNEY AIRPORT AMO,27/09/2015,3.3,4.2,3.8,18.2,12.2,91,58,7.72,15.80
SYDNEY AIRPORT AMO,28/09/2015,4.2,0.0,4.2,20.3,11.2,78,38,3.80,22.40
SYDNEY AIRPORT AMO,29/09/2015,5.2,0.0,5.8,25.0,11.6,85,29,4.31,21.84
SYDNEY AIRPORT AMO,30/09/2015,3.8,0.0,5.6,21.6,17.0,87,57,6.03,16.08
Totals:,,116.5,66.6,146.2,,,,,, 
