'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for April 2012,,,,,,,,,,
Issued at 22:38 GMT on Tuesday 01 May 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/04/2012,4.0,0.0,5.6,25.1,16.3,88,42,3.70,17.15
SYDNEY AIRPORT AMO,02/04/2012,3.2,1.0,3.8,24.5,17.4,92,62,3.23,16.29
SYDNEY AIRPORT AMO,03/04/2012,4.6,0.0,3.0,28.6,17.2,91,40,4.23,16.82
SYDNEY AIRPORT AMO,04/04/2012,4.2,0.0,6.0,27.3,19.2,89,49,4.30,17.13
SYDNEY AIRPORT AMO,05/04/2012,4.3,0.0,3.2,28.0,19.3,86,41,3.82,15.20
SYDNEY AIRPORT AMO,06/04/2012,5.1,0.0,6.6,27.1,18.3,84,30,5.09,16.58
SYDNEY AIRPORT AMO,07/04/2012,5.9,0.0,8.0,27.4,18.2,80,30,6.55,17.63
SYDNEY AIRPORT AMO,08/04/2012,3.1,0.0,8.0,25.0,19.8,91,55,5.74,6.40
SYDNEY AIRPORT AMO,09/04/2012,6.1,4.6,3.8,25.0,13.0,77,26,7.68,18.21
SYDNEY AIRPORT AMO,10/04/2012,4.3,0.0,7.0,17.4,9.8,75,43,10.76,16.72
SYDNEY AIRPORT AMO,11/04/2012,3.2,0.0,6.0,18.3,10.4,92,54,8.33,14.44
SYDNEY AIRPORT AMO,12/04/2012,3.1,3.8,2.8,20.6,13.7,92,54,4.98,16.16
SYDNEY AIRPORT AMO,13/04/2012,4.3,0.0,3.8,25.9,12.5,88,32,4.18,16.60
SYDNEY AIRPORT AMO,14/04/2012,3.7,0.0,4.8,26.1,14.6,82,45,3.89,14.04
SYDNEY AIRPORT AMO,15/04/2012,3.1,0.0,3.8,25.6,16.7,90,33,2.43,12.18
SYDNEY AIRPORT AMO,16/04/2012,3.1,0.0, ,22.5,15.7,87,59,4.60,13.92
SYDNEY AIRPORT AMO,17/04/2012,1.8,11.4,5.0,21.6,17.9,95,76,7.46,3.92
SYDNEY AIRPORT AMO,18/04/2012,1.6,29.0,3.2,21.7,17.1,96,77,5.43,4.36
SYDNEY AIRPORT AMO,19/04/2012,2.3,57.6, ,24.9,18.1,96,64,3.46,9.24
SYDNEY AIRPORT AMO,20/04/2012,3.2,2.2,1.0,27.0,17.4,94,54,3.33,13.97
SYDNEY AIRPORT AMO,21/04/2012,2.0,0.2,4.0,23.6,17.5,98,77,3.45,10.79
SYDNEY AIRPORT AMO,22/04/2012,2.3,0.0,2.2,25.2,16.3,93,60,3.12,7.20
SYDNEY AIRPORT AMO,23/04/2012,1.5,0.2,1.6,21.0,16.3,93,74,4.66,2.87
SYDNEY AIRPORT AMO,24/04/2012,3.8,2.6,1.0,26.0,15.3,94,38,4.84,10.34
SYDNEY AIRPORT AMO,25/04/2012,5.2,0.0,4.0,20.0,10.8,61,29,8.45,14.20
SYDNEY AIRPORT AMO,26/04/2012,3.4,0.0,5.8,19.9,13.7,74,50,5.62,12.92
SYDNEY AIRPORT AMO,27/04/2012,2.5,0.0,3.4,20.5,13.0,84,57,3.24,13.67
SYDNEY AIRPORT AMO,28/04/2012,3.1,0.0,2.4,24.1,14.4,82,43,3.38,11.95
SYDNEY AIRPORT AMO,29/04/2012,3.2,0.0,3.0,18.8,12.5,82,54,7.90,10.97
SYDNEY AIRPORT AMO,30/04/2012,2.7,0.0,5.4,20.3,10.5,77,44,3.32,10.44
Totals:,,103.9,112.6,118.2,,,,,, 
