'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for December 2015,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 January 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/12/2015,10.4,0.0,8.0,37.9,20.0,83,11,5.88,25.97
SYDNEY AIRPORT AMO,02/12/2015,5.3,0.0,14.2,20.4,18.7,85,42,10.12,19.57
SYDNEY AIRPORT AMO,03/12/2015,5.2,0.0,9.2,23.4,16.9,70,42,4.69,18.99
SYDNEY AIRPORT AMO,04/12/2015,5.3,0.0,6.4,24.2,15.5,75,42,4.13,22.70
SYDNEY AIRPORT AMO,05/12/2015,7.2,0.0,8.0,27.5,15.8,79,39,5.46,32.00
SYDNEY AIRPORT AMO,06/12/2015,7.1,0.0,9.0,27.8,17.8,83,36,4.84,31.21
SYDNEY AIRPORT AMO,07/12/2015,6.2,0.0,9.2,26.7,19.1,87,42,4.67,26.89
SYDNEY AIRPORT AMO,08/12/2015,4.3,0.0,7.6,26.4,20.8,82,58,6.14,11.66
SYDNEY AIRPORT AMO,09/12/2015,7.4,0.8,4.6,33.3,21.5,100,36,6.35,24.34
SYDNEY AIRPORT AMO,10/12/2015,5.1,3.4,10.0,26.5,19.3,91,60,5.66,22.82
SYDNEY AIRPORT AMO,11/12/2015,11.5,0.0,6.4,37.0,20.7,93,5,7.24,29.21
SYDNEY AIRPORT AMO,12/12/2015,6.0,0.0,12.2,23.0,18.2,71,49,6.12,26.03
SYDNEY AIRPORT AMO,13/12/2015,6.0,0.0,7.6,26.4,18.2,73,46,7.00,19.34
SYDNEY AIRPORT AMO,14/12/2015,6.8,0.0,8.0,29.2,18.0,88,44,3.43,32.54
SYDNEY AIRPORT AMO,15/12/2015,5.4,0.0,10.0,28.6,20.3,92,56,5.40,22.17
SYDNEY AIRPORT AMO,16/12/2015,3.1,0.8,5.4,24.6,20.7,94,56,5.72,6.09
SYDNEY AIRPORT AMO,17/12/2015,5.9,6.4, ,27.6,15.6,90,45,4.86,25.51
SYDNEY AIRPORT AMO,18/12/2015,7.8,0.0,13.6,29.9,20.2,84,41,6.24,32.22
SYDNEY AIRPORT AMO,19/12/2015,9.2,0.0,9.4,33.4,20.5,85,30,6.56,32.23
SYDNEY AIRPORT AMO,20/12/2015,8.5,0.0,13.0,32.0,19.3,87,40,7.45,32.21
SYDNEY AIRPORT AMO,21/12/2015,4.1,0.0,14.0,27.0,22.3,100,51,6.90,10.74
SYDNEY AIRPORT AMO,22/12/2015,1.8,22.6,4.4,21.7,18.0,96,73,5.87,2.68
SYDNEY AIRPORT AMO,23/12/2015,5.0,27.2,3.6,23.8,17.2,82,46,5.34,19.03
SYDNEY AIRPORT AMO,24/12/2015,6.8,0.2,5.0,25.4,18.1,77,39,6.01,28.49
SYDNEY AIRPORT AMO,25/12/2015,5.7,0.0,7.0,26.6,17.6,91,39,4.69,23.39
SYDNEY AIRPORT AMO,26/12/2015,5.1,0.8,7.4,28.1,19.6,96,52,5.96,19.29
SYDNEY AIRPORT AMO,27/12/2015,4.6,1.8,8.8,20.6,16.5,91,57,10.81,21.91
SYDNEY AIRPORT AMO,28/12/2015,4.7,0.4,5.8,21.4,15.1,89,52,7.56,21.55
SYDNEY AIRPORT AMO,29/12/2015,6.4,0.2,7.4,23.8,16.3,73,40,4.86,30.31
SYDNEY AIRPORT AMO,30/12/2015,6.4,0.0,7.4,24.9,14.9,80,39,3.65,33.14
SYDNEY AIRPORT AMO,31/12/2015,7.1,0.0,8.0,28.7,18.1,80,38,4.95,29.33
Totals:,,191.4,64.6,250.6,,,,,, 
