'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for May 2013,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 June 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/05/2013,3.1,0.0,1.2,24.4,16.2,91,58,4.89,14.90
SYDNEY AIRPORT AMO,02/05/2013,3.6,0.0,5.6,18.0,13.8,84,44,7.95,14.70
SYDNEY AIRPORT AMO,03/05/2013,3.7,0.0,3.0,23.5,11.1,82,35,4.10,16.28
SYDNEY AIRPORT AMO,04/05/2013,5.2,0.0,4.4,25.1,12.9,76,25,6.39,13.81
SYDNEY AIRPORT AMO,05/05/2013,3.6,0.0,6.4,18.1,12.6,65,42,5.79,15.30
SYDNEY AIRPORT AMO,06/05/2013,2.6,0.0,3.4,17.7,10.3,81,61,5.58,14.52
SYDNEY AIRPORT AMO,07/05/2013,2.6,0.0,3.0,20.0,11.4,85,56,4.08,14.30
SYDNEY AIRPORT AMO,08/05/2013,2.7,0.0,3.4,22.6,12.4,88,41,3.13,11.54
SYDNEY AIRPORT AMO,09/05/2013,3.0,0.0,1.8,24.1,12.3,88,39,3.20,14.95
SYDNEY AIRPORT AMO,10/05/2013,2.4,0.0,3.6,20.9,12.2,91,53,3.37,14.73
SYDNEY AIRPORT AMO,11/05/2013,2.1,0.0,2.0,21.8,12.8,91,66,3.89,10.79
SYDNEY AIRPORT AMO,12/05/2013,2.6,0.0,3.6,22.9,13.4,95,49,3.45,13.11
SYDNEY AIRPORT AMO,13/05/2013,2.9,0.0,2.0,24.2,13.8,92,42,3.92,9.10
SYDNEY AIRPORT AMO,14/05/2013,3.1,0.2,2.4,19.3,13.2,80,37,4.62,13.21
SYDNEY AIRPORT AMO,15/05/2013,4.3,0.0,2.8,21.7,8.9,66,26,5.77,14.16
SYDNEY AIRPORT AMO,16/05/2013,4.5,0.0,5.4,21.8,13.6,57,31,6.10,11.24
SYDNEY AIRPORT AMO,17/05/2013,4.9,0.0,4.6,19.8,11.5,59,27,7.90,13.97
SYDNEY AIRPORT AMO,18/05/2013,3.9,0.0,3.8,20.1,9.2,70,26,5.40,14.01
SYDNEY AIRPORT AMO,19/05/2013,4.2,0.0,3.6,20.0,8.4,62,26,5.99,13.64
SYDNEY AIRPORT AMO,20/05/2013,3.8,0.0,4.0,20.2,9.2,64,35,5.73,13.11
SYDNEY AIRPORT AMO,21/05/2013,3.8,0.0,4.0,22.7,9.1,76,33,5.24,11.29
SYDNEY AIRPORT AMO,22/05/2013,1.9,0.0,2.2,17.2,8.8,94,56,4.24,6.40
SYDNEY AIRPORT AMO,23/05/2013,2.5,39.6,5.2,19.0,10.7,95,52,7.00,5.74
SYDNEY AIRPORT AMO,24/05/2013,3.2,8.8,2.4,20.0,13.3,93,44,8.40,4.80
SYDNEY AIRPORT AMO,25/05/2013,2.0,8.8,3.8,18.6,10.7,94,56,3.92,13.07
SYDNEY AIRPORT AMO,26/05/2013,2.4,0.0,1.8,20.2,8.6,84,41,3.13,13.10
SYDNEY AIRPORT AMO,27/05/2013,2.0,0.2,3.2,18.0,10.9,94,64,5.40,11.96
SYDNEY AIRPORT AMO,28/05/2013,2.0,6.0,1.2,20.6,12.5,97,49,3.15,8.86
SYDNEY AIRPORT AMO,29/05/2013,2.2,0.2,2.0,22.9,11.7,97,52,3.33,11.14
SYDNEY AIRPORT AMO,30/05/2013,2.3,0.0,2.6,22.8,11.7,96,50,3.67,12.07
SYDNEY AIRPORT AMO,31/05/2013,3.2,0.0,1.6,25.0,11.9,92,33,4.07,11.90
Totals:,,96.3,63.8,100,,,,,, 
