'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for August 2010,,,,,,,,,,
Issued at 04:30 GMT on Wednesday 01 September 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2010 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/08/2010,4.8,0.2,3.8,21.5,9.7,71,24,7.16,14.33
SYDNEY AIRPORT AMO,02/08/2010,3.4,0.0,4.0,15.7,8.5,89,35,8.62,11.80
SYDNEY AIRPORT AMO,03/08/2010,2.5,14.4,4.0,15.7,9.9,97,59,13.35,13.17
SYDNEY AIRPORT AMO,04/08/2010,2.8,0.0,4.0,19.1,8.6,85,35,3.62,14.52
SYDNEY AIRPORT AMO,05/08/2010,3.6,0.0,3.8,17.3,7.1,73,25,5.38,14.34
SYDNEY AIRPORT AMO,06/08/2010,3.2,0.0,2.4,15.2,6.8,71,39,6.25,15.04
SYDNEY AIRPORT AMO,07/08/2010,2.7,0.0,4.2,14.2,6.5,76,47,5.99,14.58
SYDNEY AIRPORT AMO,08/08/2010,2.8,0.0,3.0,17.5,6.3,81,33,3.55,15.35
SYDNEY AIRPORT AMO,09/08/2010,2.3,0.0,2.6,18.2,6.6,92,49,3.30,14.73
SYDNEY AIRPORT AMO,10/08/2010,1.1,2.8,2.4,17.2,9.6,97,81,4.59,3.22
SYDNEY AIRPORT AMO,11/08/2010,3.7,4.4,0.6,18.7,10.9,96,29,7.19,13.74
SYDNEY AIRPORT AMO,12/08/2010,4.1,0.0,6.6,17.2,10.3,70,37,8.78,13.74
SYDNEY AIRPORT AMO,13/08/2010,3.4,0.0,2.6,16.0,9.5,76,49,8.32,16.08
SYDNEY AIRPORT AMO,14/08/2010,3.8,0.0,4.2,21.5,8.1,86,29,4.66,16.38
SYDNEY AIRPORT AMO,15/08/2010,5.1,0.0,6.4,21.3,13.3,56,27,6.54,15.22
SYDNEY AIRPORT AMO,16/08/2010,4.6,0.0,4.0,19.5,11.8,69,26,6.68,16.21
SYDNEY AIRPORT AMO,17/08/2010,3.6,0.0,4.4,16.4,7.5,64,25,4.52,17.13
SYDNEY AIRPORT AMO,18/08/2010,3.9,0.0,4.2,20.4,6.0,83,29,5.31,14.51
SYDNEY AIRPORT AMO,19/08/2010,5.8,4.0,5.0,25.4,11.3,90,17,7.10,16.59
SYDNEY AIRPORT AMO,20/08/2010,4.5,0.0,6.2,20.0,11.4,54,21,4.82,17.55
SYDNEY AIRPORT AMO,21/08/2010,4.8,0.0,5.6,17.1,8.8,53,31,8.22,17.45
SYDNEY AIRPORT AMO,22/08/2010,3.5,0.0,4.6,17.4,7.8,69,39,4.93,17.13
SYDNEY AIRPORT AMO,23/08/2010,2.4,0.0,3.6,16.1,11.8,78,53,4.05,8.73
SYDNEY AIRPORT AMO,24/08/2010,4.8,0.0,2.2,20.3,10.6,77,24,6.92,17.77
SYDNEY AIRPORT AMO,25/08/2010,4.8,0.0,6.0,18.8,9.3,76,18,6.58,18.42
SYDNEY AIRPORT AMO,26/08/2010,5.1,0.0,6.4,17.7,10.1,57,25,8.23,15.64
SYDNEY AIRPORT AMO,27/08/2010,5.3,0.0,5.8,20.6,9.6,59,27,7.64,16.37
SYDNEY AIRPORT AMO,28/08/2010,3.7,0.0,4.0,15.4,8.2,66,38,6.00,18.67
SYDNEY AIRPORT AMO,29/08/2010,2.9,0.0,4.0,17.4,7.7,77,49,3.73,17.78
SYDNEY AIRPORT AMO,30/08/2010, ,0.0,2.2,17.8,10.3,86,53,3.07, 
SYDNEY AIRPORT AMO,31/08/2010, ,0.0,3.2,21.2,12.2,83,41,4.60, 
Totals:,,109,25.8,126,,,,,, 
