'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for May 2011,,,,,,,,,,
Issued at 22:35 GMT on Wednesday 01 June 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/05/2011,2.6,0.8,0.8,20.5,15.2,94,62,4.57,16.36
SYDNEY AIRPORT AMO,02/05/2011,1.8,0.0,3.8,19.8,12.3,93,67,3.49,9.01
SYDNEY AIRPORT AMO,03/05/2011,1.9,0.2,2.4,18.5,13.7,93,68,5.34,7.50
SYDNEY AIRPORT AMO,04/05/2011,2.9,0.2,0.2,19.3,13.3,81,61,5.92,15.80
SYDNEY AIRPORT AMO,05/05/2011,2.8,0.2,4.6,17.6,11.7,89,56,7.33,14.64
SYDNEY AIRPORT AMO,06/05/2011,3.0,0.0,4.4,17.5,10.3,76,57,6.51,16.01
SYDNEY AIRPORT AMO,07/05/2011,3.1,0.0,4.6,21.3,9.4,84,36,3.60,15.94
SYDNEY AIRPORT AMO,08/05/2011,3.4,0.0,1.6,21.8,8.9,92,26,3.76,15.90
SYDNEY AIRPORT AMO,09/05/2011,2.6,0.0,3.8,16.4,10.1,93,58,9.14,13.93
SYDNEY AIRPORT AMO,10/05/2011,3.1,3.6,3.4,16.4,10.7,81,52,7.81,15.44
SYDNEY AIRPORT AMO,11/05/2011,3.1,0.0,3.8,17.1,7.6,84,33,5.58,11.10
SYDNEY AIRPORT AMO,12/05/2011,3.9,0.0,2.2,17.0,7.1,69,28,6.45,15.66
SYDNEY AIRPORT AMO,13/05/2011,4.2,0.0,4.0,21.4,9.2,71,31,6.05,14.34
SYDNEY AIRPORT AMO,14/05/2011,4.0,0.0,3.4,16.1,10.6,70,29,7.72,15.06
SYDNEY AIRPORT AMO,15/05/2011,3.2,0.0,4.8,19.4,6.6,72,28,3.74,15.00
SYDNEY AIRPORT AMO,16/05/2011,2.9,0.0,5.0,19.3,6.8,81,31,3.43,14.96
SYDNEY AIRPORT AMO,17/05/2011,2.2,0.0,2.2,17.5,7.4,86,54,4.04,14.18
SYDNEY AIRPORT AMO,18/05/2011,2.2,0.0,2.8,19.4,8.6,89,50,2.93,14.28
SYDNEY AIRPORT AMO,19/05/2011,2.2,1.0,1.8,21.6,11.9,96,57,3.73,13.19
SYDNEY AIRPORT AMO,20/05/2011,2.4,0.0,3.8,22.7,10.9,100,47,3.21,14.16
SYDNEY AIRPORT AMO,21/05/2011,3.0,0.0,1.0,24.1,11.9,94,35,3.49,13.85
SYDNEY AIRPORT AMO,22/05/2011,3.1,0.0,3.4,23.0,12.5,86,42,4.44,12.93
SYDNEY AIRPORT AMO,23/05/2011,4.5,0.8,3.4,24.2,14.5,91,28,7.14,12.71
SYDNEY AIRPORT AMO,24/05/2011,2.5,0.0,6.6,18.8,11.9,93,45,5.03,7.03
SYDNEY AIRPORT AMO,25/05/2011,1.8,8.8,1.4,14.3,11.5,95,71,12.91,9.63
SYDNEY AIRPORT AMO,26/05/2011,2.3,9.2,1.6,17.2,10.8,94,55,6.32,11.23
SYDNEY AIRPORT AMO,27/05/2011,2.2,0.0,2.4,17.6,7.6,83,50,4.26,10.21
SYDNEY AIRPORT AMO,28/05/2011,2.0,0.0,3.2,16.8,8.5,87,60,5.15,11.97
SYDNEY AIRPORT AMO,29/05/2011,1.4,0.0,0.6,16.4,9.6,97,70,4.67,8.74
SYDNEY AIRPORT AMO,30/05/2011,1.2,21.6,4.4,18.8,11.8,99,83,9.19,4.80
SYDNEY AIRPORT AMO,31/05/2011,2.7,45.4, ,20.0,12.9,94,57,8.81,6.71
Totals:,,84.2,91.8,91.4,,,,,, 
