'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for January 2019,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 February 2019,,,,,,,,,,
© Copyright Commonwealth of Australia 2019 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/01/2019,8.8,5.4,0.8,34.2,21.8,83,27,4.83,31.95
SYDNEY AIRPORT AMO,02/01/2019,5.0,0.0,10.6,28.5,19.8,98,63,4.86,22.82
SYDNEY AIRPORT AMO,03/01/2019,6.0,0.0,7.4,28.9,21.3,93,47,5.92,23.24
SYDNEY AIRPORT AMO,04/01/2019,7.5,0.0,6.8,33.0,20.6,92,50,5.36,31.04
SYDNEY AIRPORT AMO,05/01/2019,10.8,0.0,9.8,40.3,22.2,99,24,8.13,23.67
SYDNEY AIRPORT AMO,06/01/2019,1.9,32.8,15.0,22.7,18.0,98,79,7.11,5.57
SYDNEY AIRPORT AMO,07/01/2019,2.6,0.0,1.6,26.0,18.4,97,73,3.46,10.39
SYDNEY AIRPORT AMO,08/01/2019,6.6,0.4,1.8,30.5,20.1,95,52,5.18,29.63
SYDNEY AIRPORT AMO,09/01/2019,6.6,5.6,12.0,30.0,20.5,94,53,6.27,29.09
SYDNEY AIRPORT AMO,10/01/2019,2.0,0.2,6.6,22.1,20.2,95,85,6.92,8.82
SYDNEY AIRPORT AMO,11/01/2019,4.0,0.0,3.0,28.0,19.9,94,68,4.38,16.76
SYDNEY AIRPORT AMO,12/01/2019,7.1,4.2,4.0,33.2,20.8,94,53,4.19,31.32
SYDNEY AIRPORT AMO,13/01/2019,4.7,0.0,9.4,24.6,21.4,93,76,8.17,26.96
SYDNEY AIRPORT AMO,14/01/2019,7.0,0.0,6.2,30.7,20.8,93,48,6.21,28.45
SYDNEY AIRPORT AMO,15/01/2019,8.1,0.0,10.6,32.4,22.8,82,52,8.14,31.01
SYDNEY AIRPORT AMO,16/01/2019,7.0,0.0,10.0,32.3,21.4,89,51,3.88,30.52
SYDNEY AIRPORT AMO,17/01/2019,7.5,0.0,8.0,32.5,22.6,91,50,6.37,29.93
SYDNEY AIRPORT AMO,18/01/2019,10.1,0.0,10.0,36.7,22.8,86,32,7.61,30.39
SYDNEY AIRPORT AMO,19/01/2019,3.0,0.0,11.4,25.4,23.0,88,77,7.25,9.23
SYDNEY AIRPORT AMO,20/01/2019,3.1,0.0,4.4,25.9,20.6,86,68,4.06,10.34
SYDNEY AIRPORT AMO,21/01/2019,3.1,0.2,3.8,27.9,21.5,95,69,3.71,10.97
SYDNEY AIRPORT AMO,22/01/2019,7.5,0.6,3.4,33.3,21.9,89,51,5.45,30.43
SYDNEY AIRPORT AMO,23/01/2019,5.1,1.6,9.4,27.8,22.3,90,67,7.80,22.41
SYDNEY AIRPORT AMO,24/01/2019,3.6,0.4,8.0,28.4,21.5,90,74,5.97,13.60
SYDNEY AIRPORT AMO,25/01/2019,7.3,0.0,3.8,33.7,21.8,91,52,5.20,30.05
SYDNEY AIRPORT AMO,26/01/2019,6.7,0.0,10.2,31.3,23.1,92,53,5.11,28.35
SYDNEY AIRPORT AMO,27/01/2019,7.7,0.0,7.6,35.5,22.5,97,43,6.15,26.02
SYDNEY AIRPORT AMO,28/01/2019,4.6,17.6,8.6,28.5,22.3,96,66,5.45,20.16
SYDNEY AIRPORT AMO,29/01/2019,7.5,0.0,6.8,32.2,22.8,87,52,7.07,29.17
SYDNEY AIRPORT AMO,30/01/2019,5.0,0.0,9.6,31.8,22.5,88,58,5.48,15.70
SYDNEY AIRPORT AMO,31/01/2019,11.8,0.0,5.8,40.6,23.1,87,21,8.19,26.75
Totals:,,189.3,69,226.4,,,,,, 
