'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for January 2016,,,,,,,,,,
Issued at 22:31 GMT on Monday 01 February 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/01/2016,6.6,0.0,11.0,26.5,18.6,82,48,4.68,32.27
SYDNEY AIRPORT AMO,02/01/2016,5.2,0.0,6.8,25.3,18.1,84,52,4.27,23.16
SYDNEY AIRPORT AMO,03/01/2016,4.1,0.0,8.0,24.3,19.9,86,57,6.26,12.72
SYDNEY AIRPORT AMO,04/01/2016,3.2,3.6,6.4,25.4,20.2,97,59,6.68,7.59
SYDNEY AIRPORT AMO,05/01/2016,2.4,49.2,0.0,21.0,17.6,92,68,8.80,3.95
SYDNEY AIRPORT AMO,06/01/2016,1.5,34.0,8.0,19.2,17.2,97,81,9.22,2.64
SYDNEY AIRPORT AMO,07/01/2016,5.4,35.0,2.0,22.3,16.9,95,47,9.38,25.05
SYDNEY AIRPORT AMO,08/01/2016,6.2,0.0,6.6,25.8,16.1,79,40,4.33,28.28
SYDNEY AIRPORT AMO,09/01/2016,5.4,0.0,7.0,26.0,18.7,84,49,3.99,24.30
SYDNEY AIRPORT AMO,10/01/2016,6.8,0.0,8.0,28.8,19.1,88,47,5.30,30.11
SYDNEY AIRPORT AMO,11/01/2016,7.7,0.0,9.0,34.6,21.1,82,42,4.59,28.02
SYDNEY AIRPORT AMO,12/01/2016,7.2,0.0,10.6,33.6,23.7,86,39,6.66,19.28
SYDNEY AIRPORT AMO,13/01/2016,7.0,0.0,6.0,31.1,21.1,86,57,5.93,30.41
SYDNEY AIRPORT AMO,14/01/2016,10.7,0.0,8.4,40.6,22.9,94,24,9.65,14.72
SYDNEY AIRPORT AMO,15/01/2016,3.6,27.4,12.2,20.4,14.3,98,56,10.11,12.81
SYDNEY AIRPORT AMO,16/01/2016,5.1,7.2,6.0,22.9,14.4,90,49,6.82,23.87
SYDNEY AIRPORT AMO,17/01/2016,6.2,0.4,5.6,25.1,16.3,87,43,5.06,30.45
SYDNEY AIRPORT AMO,18/01/2016,6.5,0.2,7.0,27.6,17.2,83,44,4.60,29.97
SYDNEY AIRPORT AMO,19/01/2016,8.1,0.0,8.0,33.3,19.1,85,39,5.36,31.14
SYDNEY AIRPORT AMO,20/01/2016,10.2,0.0,11.8,40.3,22.2,88,13,5.07,27.03
SYDNEY AIRPORT AMO,21/01/2016,7.9,0.0,11.6,37.8,23.4,98,31,5.20,22.12
SYDNEY AIRPORT AMO,22/01/2016,2.7,21.0,10.4,26.9,22.7,95,71,3.94,8.82
SYDNEY AIRPORT AMO,23/01/2016,4.1,21.8,3.4,24.7,22.5,96,68,6.49,19.17
SYDNEY AIRPORT AMO,24/01/2016,3.5,0.6,6.6,25.3,20.2,89,59,4.78,10.57
SYDNEY AIRPORT AMO,25/01/2016,2.6,0.2,4.6,25.0,21.1,88,60,4.59,3.79
SYDNEY AIRPORT AMO,26/01/2016,5.6,16.6,2.4,27.5,20.1,95,52,5.01,25.32
SYDNEY AIRPORT AMO,27/01/2016,3.5,3.4,9.8,26.4,20.2,91,57,5.80,8.30
SYDNEY AIRPORT AMO,28/01/2016,5.5,3.4,5.6,29.4,21.6,90,54,5.07,21.33
SYDNEY AIRPORT AMO,29/01/2016,4.6,0.2,5.0,29.9,22.1,92,54,4.95,14.44
SYDNEY AIRPORT AMO,30/01/2016,3.4,6.0,3.0,26.3,19.7,100,77,5.34,16.86
SYDNEY AIRPORT AMO,31/01/2016,7.1,23.6,5.8,31.8,18.8,96,22,4.29,25.46
Totals:,,169.6,253.8,216.6,,,,,, 
