'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for February 2015,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 March 2015,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/02/2015,5.2,0.0,9.4,25.2,19.6,80,57,6.33,21.66
SYDNEY AIRPORT AMO,02/02/2015,5.7,0.0,6.6,22.7,19.4,81,57,10.04,26.30
SYDNEY AIRPORT AMO,03/02/2015,6.4,0.0,8.6,24.0,20.0,71,47,6.56,27.85
SYDNEY AIRPORT AMO,04/02/2015,4.7,0.0,6.4,23.5,17.6,93,58,5.98,23.34
SYDNEY AIRPORT AMO,05/02/2015,3.8,1.8,7.2,24.0,18.7,87,53,5.38,11.06
SYDNEY AIRPORT AMO,06/02/2015,4.7,0.0,4.2,25.8,18.1,83,47,4.03,17.95
SYDNEY AIRPORT AMO,07/02/2015,5.6,0.0,5.4,27.7,19.2,74,47,4.45,21.23
SYDNEY AIRPORT AMO,08/02/2015,7.0,0.0,5.6,33.1,19.6,93,33,3.50,28.24
SYDNEY AIRPORT AMO,09/02/2015,4.3,0.0,8.0,27.1,21.8,95,59,7.46,14.23
SYDNEY AIRPORT AMO,10/02/2015,5.4,0.0,5.8,28.8,22.0,85,60,4.75,22.73
SYDNEY AIRPORT AMO,11/02/2015,6.8,0.0,5.8,30.7,22.1,88,41,5.71,25.24
SYDNEY AIRPORT AMO,12/02/2015,5.8,0.0,8.0,30.2,21.7,95,48,5.01,23.12
SYDNEY AIRPORT AMO,13/02/2015,4.3,20.0,7.8,27.0,20.2,95,55,4.78,16.79
SYDNEY AIRPORT AMO,14/02/2015,5.0,1.0,5.0,29.5,21.0,93,48,4.63,17.48
SYDNEY AIRPORT AMO,15/02/2015,5.4,0.8,5.6,29.1,19.6,95,51,4.46,22.83
SYDNEY AIRPORT AMO,16/02/2015,7.1,0.0,8.0,29.8,22.5,77,44,6.92,24.62
SYDNEY AIRPORT AMO,17/02/2015,8.1,0.0,8.4,29.8,22.4,78,33,7.95,26.44
SYDNEY AIRPORT AMO,18/02/2015,7.0,0.0,10.4,30.0,22.8,74,45,6.12,25.34
SYDNEY AIRPORT AMO,19/02/2015,4.5,0.0,9.6,27.5,22.0,87,59,4.66,17.12
SYDNEY AIRPORT AMO,20/02/2015,4.0,0.0,5.0,27.4,21.5,93,55,3.98,15.04
SYDNEY AIRPORT AMO,21/02/2015,2.7,5.4,2.8,24.7,20.8,96,76,3.97,11.74
SYDNEY AIRPORT AMO,22/02/2015,4.8,3.4,3.4,27.7,20.5,95,58,4.69,21.78
SYDNEY AIRPORT AMO,23/02/2015,4.3,0.0,6.6,28.0,21.8,89,55,4.64,14.69
SYDNEY AIRPORT AMO,24/02/2015,3.8,0.0,5.2,24.1,22.0,94,73,7.18,19.13
SYDNEY AIRPORT AMO,25/02/2015,3.2,0.0,6.6,23.6,19.7,94,64,5.60,12.18
SYDNEY AIRPORT AMO,26/02/2015,3.6,11.6,2.2,28.4,19.5,93,57,3.23,13.41
SYDNEY AIRPORT AMO,27/02/2015,4.9,0.4,4.6,27.0,21.2,93,58,4.89,22.80
SYDNEY AIRPORT AMO,28/02/2015,5.4,0.0,5.6,29.4,20.3,89,48,5.15,19.71
Totals:,,143.5,44.4,177.8,,,,,, 
