'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for July 2010,,,,,,,,,,
Issued at 04:30 GMT on Sunday 01 August 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2010 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/07/2010,2.3,0.0,2.0,16.3,6.2,76,38,3.77,11.75
SYDNEY AIRPORT AMO,02/07/2010,1.8,0.0,2.0,14.0,7.1,86,51,4.25,6.84
SYDNEY AIRPORT AMO,03/07/2010,2.4,0.8,1.8,14.6,7.4,94,42,6.96,12.39
SYDNEY AIRPORT AMO,04/07/2010,2.1,0.2,3.2,15.9,7.3,83,53,5.06,11.84
SYDNEY AIRPORT AMO,05/07/2010,1.2,0.0,3.4,13.8,8.0,94,65,3.26,6.81
SYDNEY AIRPORT AMO,06/07/2010,1.7,2.2,0.4,17.0,10.2,96,61,4.88,9.86
SYDNEY AIRPORT AMO,07/07/2010,1.9,1.8,1.4,15.3,9.9,82,70,7.48,7.47
SYDNEY AIRPORT AMO,08/07/2010,1.3,2.2,2.6,14.6,7.7,99,74,6.52,8.88
SYDNEY AIRPORT AMO,09/07/2010,1.5,6.4,0.0,16.2,9.4,97,65,4.49,10.71
SYDNEY AIRPORT AMO,10/07/2010,1.7,0.4,2.0,18.4,8.3,95,58,3.14,10.30
SYDNEY AIRPORT AMO,11/07/2010,2.1,0.0,1.2,19.8,11.7,91,54,4.18,7.77
SYDNEY AIRPORT AMO,12/07/2010,1.5,0.0,2.0,17.7,9.4,99,51,2.56,7.41
SYDNEY AIRPORT AMO,13/07/2010,1.3,0.2,0.6,18.7,11.1,91,73,3.44,4.95
SYDNEY AIRPORT AMO,14/07/2010,4.0,0.0,1.8,18.8,13.2,87,26,7.96,12.69
SYDNEY AIRPORT AMO,15/07/2010,3.7,0.0,5.2,16.8,10.2,66,35,7.23,12.91
SYDNEY AIRPORT AMO,16/07/2010,2.7,0.0,4.4,17.1,7.2,73,49,5.59,12.22
SYDNEY AIRPORT AMO,17/07/2010,2.1,0.0,2.6,16.6,6.8,79,46,3.41,13.00
SYDNEY AIRPORT AMO,18/07/2010,2.8,0.0,2.0,19.9,6.1,91,28,3.75,13.22
SYDNEY AIRPORT AMO,19/07/2010,2.0,0.0,3.6,15.7,9.1,77,49,3.64,7.70
SYDNEY AIRPORT AMO,20/07/2010,2.2,0.0,1.0,14.9,7.4,96,51,6.50,13.25
SYDNEY AIRPORT AMO,21/07/2010,1.9,8.4,3.2,14.6,8.0,90,56,4.41,12.08
SYDNEY AIRPORT AMO,22/07/2010,2.0,0.0,1.0,14.2,6.2,81,61,6.25,9.33
SYDNEY AIRPORT AMO,23/07/2010,1.9,0.4,2.0,16.2,7.7,94,55,4.39,11.58
SYDNEY AIRPORT AMO,24/07/2010,1.8,4.6,2.6,16.3,8.9,92,58,3.49,12.43
SYDNEY AIRPORT AMO,25/07/2010,1.9,0.0,1.0,16.5,10.8,96,59,4.44,11.46
SYDNEY AIRPORT AMO,26/07/2010,1.3,13.4,3.8,15.9,9.2,97,75,4.03,9.52
SYDNEY AIRPORT AMO,27/07/2010,1.9,2.8,1.6,16.9,8.1,94,46,2.96,10.64
SYDNEY AIRPORT AMO,28/07/2010,1.1,1.2,1.6,15.6,11.6,97,80,4.66,4.24
SYDNEY AIRPORT AMO,29/07/2010,1.4,17.8,1.4,17.5,11.6,100,66,3.60,5.72
SYDNEY AIRPORT AMO,30/07/2010, ,3.8,3.8,22.7,12.2,100,53,4.24, 
SYDNEY AIRPORT AMO,31/07/2010, ,5.2,0.2,21.5,14.1,99,29,5.41, 
Totals:,,57.5,71.8,65.4,,,,,, 
