'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for April 2016,,,,,,,,,,
Issued at 22:30 GMT on Sunday 01 May 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/04/2016,4.9,0.0,5.4,27.1,17.0,80,45,4.97,19.75
SYDNEY AIRPORT AMO,02/04/2016,5.7,0.0,6.8,30.4,17.7,90,15,3.89,19.59
SYDNEY AIRPORT AMO,03/04/2016,3.2,0.2,6.8,24.3,19.3,96,63,5.27,14.79
SYDNEY AIRPORT AMO,04/04/2016,2.1,17.4,3.4,24.3,18.4,98,72,4.01,8.08
SYDNEY AIRPORT AMO,05/04/2016,4.6,2.0,3.0,27.3,18.1,96,50,6.07,19.38
SYDNEY AIRPORT AMO,06/04/2016,7.0,0.2,6.8,34.7,19.3,89,26,5.60,19.11
SYDNEY AIRPORT AMO,07/04/2016,3.0,0.0,8.4,20.5,19.6,89,54,7.30,5.33
SYDNEY AIRPORT AMO,08/04/2016,1.8,0.0,4.0,21.7,17.9,87,64,2.96,4.10
SYDNEY AIRPORT AMO,09/04/2016,3.3,0.0,1.2,23.2,16.2,90,58,3.71,17.53
SYDNEY AIRPORT AMO,10/04/2016,4.5,0.0,3.8,28.0,15.8,87,30,3.50,17.10
SYDNEY AIRPORT AMO,11/04/2016,4.5,0.0,6.4,24.1,14.7,80,38,5.29,18.09
SYDNEY AIRPORT AMO,12/04/2016,2.9,7.6,5.6,21.5,17.8,93,60,5.71,11.46
SYDNEY AIRPORT AMO,13/04/2016,3.3,0.8,4.2,23.5,16.2,85,56,3.95,15.73
SYDNEY AIRPORT AMO,14/04/2016,2.7,0.0,3.4,24.2,15.7,92,58,3.76,9.57
SYDNEY AIRPORT AMO,15/04/2016,4.1,0.2,3.4,26.3,16.6,93,43,4.52,17.56
SYDNEY AIRPORT AMO,16/04/2016,3.9,0.0,5.0,27.1,16.8,88,37,3.44,15.85
SYDNEY AIRPORT AMO,17/04/2016,2.3,0.2,4.6,21.7,18.8,92,74,6.85,9.07
SYDNEY AIRPORT AMO,18/04/2016,2.6,2.2,3.0,22.1,14.7,98,65,5.12,14.22
SYDNEY AIRPORT AMO,19/04/2016,2.3,33.4,5.0,22.8,17.0,97,72,3.88,13.01
SYDNEY AIRPORT AMO,20/04/2016,3.1,0.0,3.4,25.0,16.8,93,56,3.26,16.25
SYDNEY AIRPORT AMO,21/04/2016,3.4,0.0,3.4,27.0,17.5,94,56,3.85,16.68
SYDNEY AIRPORT AMO,22/04/2016,2.9,0.0,4.0,23.4,17.4,93,64,6.09,11.97
SYDNEY AIRPORT AMO,23/04/2016,2.0,4.0,3.4,21.0,16.5,94,75,9.35,4.78
SYDNEY AIRPORT AMO,24/04/2016,3.4,7.8,2.6,22.0,15.7,93,48,6.09,14.34
SYDNEY AIRPORT AMO,25/04/2016,2.8,0.0,4.8,21.9,12.6,88,52,3.19,16.27
SYDNEY AIRPORT AMO,26/04/2016,2.8,0.0,2.8,23.2,13.9,89,54,3.29,14.64
SYDNEY AIRPORT AMO,27/04/2016,3.8,0.0,2.8,25.3,15.3,88,42,4.59,15.99
SYDNEY AIRPORT AMO,28/04/2016,3.4,0.0,5.2,27.2,15.9,90,45,3.58,13.13
SYDNEY AIRPORT AMO,29/04/2016,3.1,0.0,4.8,26.5,16.1,90,46,3.42,10.89
SYDNEY AIRPORT AMO,30/04/2016,3.0,0.0,3.4,26.9,18.8,89,50,3.36,11.34
Totals:,,102.4,76,130.8,,,,,, 
