'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for February 2009,,,,,,,,,,
Issued at 04:34 GMT on Thursday 22 July 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2009 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/02/2009,5.9,0.0,9.2,28.2,20.9,91,60,5.35,28.10
SYDNEY AIRPORT AMO,02/02/2009,7.6,0.0,6.4,30.4,22.7,89,44,7.66,29.07
SYDNEY AIRPORT AMO,03/02/2009,6.3,0.0,10.8,28.3,21.9,93,47,6.17,26.22
SYDNEY AIRPORT AMO,04/02/2009,5.3,0.0,7.0,28.0,21.3,96,63,5.75,25.09
SYDNEY AIRPORT AMO,05/02/2009,7.6,0.0,6.6,31.5,22.6,88,49,7.08,30.69
SYDNEY AIRPORT AMO,06/02/2009,7.3,0.0,9.8,31.7,21.4,96,46,6.24,30.19
SYDNEY AIRPORT AMO,07/02/2009,9.7,0.0,10.4,34.9,21.5,90,29,7.99,30.69
SYDNEY AIRPORT AMO,08/02/2009,8.0,0.0,14.2,31.1,22.0,91,42,7.81,30.84
SYDNEY AIRPORT AMO,09/02/2009,2.3,0.0,9.0,21.5,20.0,99,84,8.55,13.47
SYDNEY AIRPORT AMO,10/02/2009,1.8,1.2,1.6,19.5,17.8,98,82,7.26,7.62
SYDNEY AIRPORT AMO,11/02/2009,3.4,2.8,2.2,22.1,17.4,90,70,9.02,14.02
SYDNEY AIRPORT AMO,12/02/2009,4.1,4.8,4.0,21.5,17.0,90,53,8.05,15.05
SYDNEY AIRPORT AMO,13/02/2009,3.4,1.8,5.4,20.2,17.0,96,56,8.13,12.00
SYDNEY AIRPORT AMO,14/02/2009,2.9,41.8,4.4,21.3,16.5,98,56,6.60,7.75
SYDNEY AIRPORT AMO,15/02/2009,3.5,14.0,2.4,23.2,17.0,99,64,8.32,15.40
SYDNEY AIRPORT AMO,16/02/2009,4.9,16.6,4.8,24.6,17.8,96,52,9.59,19.15
SYDNEY AIRPORT AMO,17/02/2009, ,3.6,7.4,22.8,18.3,93,59,7.49, 
SYDNEY AIRPORT AMO,18/02/2009, ,15.0,3.2,25.0,18.9,100,66,7.94, 
SYDNEY AIRPORT AMO,19/02/2009,6.6,0.6,3.6,31.2,19.5,92,40,4.63,26.98
SYDNEY AIRPORT AMO,20/02/2009,5.5,0.0,7.8,27.4,19.9,87,59,4.34,27.32
SYDNEY AIRPORT AMO,21/02/2009,2.9,0.0,6.4,24.2,21.7,93,72,4.82,12.07
SYDNEY AIRPORT AMO,22/02/2009,4.6,2.6,2.4,25.1,20.4,86,60,4.81,21.34
SYDNEY AIRPORT AMO,23/02/2009,5.5,0.0,4.6,28.8,19.8,86,55,5.46,22.99
SYDNEY AIRPORT AMO,24/02/2009,5.9,0.0,5.4,27.8,20.2,91,54,5.86,27.54
SYDNEY AIRPORT AMO,25/02/2009,4.8,0.0,7.0,25.8,20.6,90,63,5.73,23.46
SYDNEY AIRPORT AMO,26/02/2009,4.9,0.0,7.6,23.0,19.3,85,55,7.07,22.04
SYDNEY AIRPORT AMO,27/02/2009,5.0,0.0,6.0,23.9,18.7,81,48,4.61,22.58
SYDNEY AIRPORT AMO,28/02/2009,5.8,0.0,4.8,27.7,17.8,84,47,4.69,26.49
Totals:,,135.5,104.8,174.4,,,,,, 
