'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for June 2016,,,,,,,,,,
Issued at 22:30 GMT on Friday 01 July 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/06/2016,1.1,6.2,0.6,16.8,12.0,96,77,3.58,4.78
SYDNEY AIRPORT AMO,02/06/2016,1.8,0.0,2.4,18.0,11.5,92,64,4.35,10.80
SYDNEY AIRPORT AMO,03/06/2016,1.6,0.0,2.4,18.8,11.8,97,64,4.03,8.10
SYDNEY AIRPORT AMO,04/06/2016,2.2,72.0, ,21.7,14.6,98,64,8.24,3.07
SYDNEY AIRPORT AMO,05/06/2016,1.0,95.6, ,20.2,16.0,99,88,11.24,2.32
SYDNEY AIRPORT AMO,06/06/2016,3.2,67.8,12.6,18.2,13.9,82,41,7.43,5.38
SYDNEY AIRPORT AMO,07/06/2016,3.1,0.2,5.2,19.4,10.6,68,35,4.52,7.66
SYDNEY AIRPORT AMO,08/06/2016,3.3,0.0,1.8,21.7,10.6,78,35,5.13,11.00
SYDNEY AIRPORT AMO,09/06/2016,4.8,0.2,4.8,23.1,15.1,73,26,7.39,8.85
SYDNEY AIRPORT AMO,10/06/2016,2.9,0.2,6.2,22.4,12.4,77,37,3.85,10.82
SYDNEY AIRPORT AMO,11/06/2016,4.2,0.0,3.2,20.3,10.9,67,32,7.46,10.59
SYDNEY AIRPORT AMO,12/06/2016,2.8,0.0,5.4,18.2,7.2,73,33,4.27,10.81
SYDNEY AIRPORT AMO,13/06/2016,2.4,0.0,1.0,19.6,7.4,78,44,3.84,9.89
SYDNEY AIRPORT AMO,14/06/2016,2.6,0.0,2.2,22.2,9.1,91,34,3.60,10.87
SYDNEY AIRPORT AMO,15/06/2016,2.4,0.0,3.4,20.6,8.9,80,40,3.39,9.92
SYDNEY AIRPORT AMO,16/06/2016,2.8,0.0,2.2,22.5,9.4,83,35,3.63,10.92
SYDNEY AIRPORT AMO,17/06/2016,2.7,0.0,3.6,20.5,11.4,76,49,4.89,6.00
SYDNEY AIRPORT AMO,18/06/2016,1.6,3.8,3.6,20.8,14.6,97,68,3.84,7.89
SYDNEY AIRPORT AMO,19/06/2016,1.3,0.2,0.8,20.4,14.4,96,80,6.29,3.37
SYDNEY AIRPORT AMO,20/06/2016,3.1,30.8,2.2,20.9,15.1,93,40,6.51,7.20
SYDNEY AIRPORT AMO,21/06/2016,4.6,0.2,6.0,19.3,15.0,58,31,7.75,9.44
SYDNEY AIRPORT AMO,22/06/2016,4.3,0.0,4.4,20.9,12.8,59,29,6.36,10.62
SYDNEY AIRPORT AMO,23/06/2016,3.3,0.0,5.0,19.5,9.6,64,33,5.07,10.21
SYDNEY AIRPORT AMO,24/06/2016,4.3,0.0,3.8,17.6,12.0,73,23,8.62,8.74
SYDNEY AIRPORT AMO,25/06/2016,3.2,0.0,5.4,13.6,6.8,58,38,7.45,10.97
SYDNEY AIRPORT AMO,26/06/2016,2.6,0.0,3.6,16.1,5.4,66,35,4.35,9.10
SYDNEY AIRPORT AMO,27/06/2016,1.8,0.0,2.2,11.6,8.0,82,58,5.95,5.34
SYDNEY AIRPORT AMO,28/06/2016,3.4,2.2,1.4,15.4,8.7,58,43,7.86,11.03
SYDNEY AIRPORT AMO,29/06/2016,2.3,0.0,4.0,18.1,7.3,75,38,3.37,11.06
SYDNEY AIRPORT AMO,30/06/2016,3.1,0.0,1.8,17.8,5.6,83,22,4.84,8.79
Totals:,,83.8,279.4,101.2,,,,,, 
