'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for April 2022,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 May 2022,,,,,,,,,,
© Copyright Commonwealth of Australia 2022 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/04/2022,2.7,15.4,5.0,18.3,14.1,95,66,12.21,10.20
SYDNEY AIRPORT AMO,02/04/2022,4.5,1.2,4.4,22.5,15.1,75,50,8.51,12.36
SYDNEY AIRPORT AMO,03/04/2022,5.3,0.0,3.6,27.1,13.7,77,28,5.05,16.38
SYDNEY AIRPORT AMO,04/04/2022,4.9,0.0, ,28.9,14.0,72,26,3.21,18.56
SYDNEY AIRPORT AMO,05/04/2022,3.8,0.0,12.4,24.1,15.8,89,53,4.62,18.37
SYDNEY AIRPORT AMO,06/04/2022,1.1,8.2,3.8,18.9,17.4,98,87,6.79,3.08
SYDNEY AIRPORT AMO,07/04/2022,2.0,125.2, ,21.2,16.6,97,70,7.94,2.98
SYDNEY AIRPORT AMO,08/04/2022,3.2,24.4, ,24.7,17.6,94,64,7.10,11.25
SYDNEY AIRPORT AMO,09/04/2022,3.1,4.4,3.0,24.2,17.7,90,63,5.27,12.41
SYDNEY AIRPORT AMO,10/04/2022,2.7,1.2,4.2,24.9,16.6,94,59,2.59,13.03
SYDNEY AIRPORT AMO,11/04/2022,4.4,0.2,3.0,28.4,16.9,94,49,5.49,17.08
SYDNEY AIRPORT AMO,12/04/2022,3.0,0.8,7.2,21.5,17.7,93,69,7.59,15.20
SYDNEY AIRPORT AMO,13/04/2022,2.2,0.2,3.0,19.3,17.5,96,77,6.77,12.61
SYDNEY AIRPORT AMO,14/04/2022,2.8,15.6,1.4,23.1,14.7,96,58,3.20,14.62
SYDNEY AIRPORT AMO,15/04/2022,3.7,0.0,3.0,26.1,14.8,91,45,3.61,16.16
SYDNEY AIRPORT AMO,16/04/2022,2.7,0.0,5.2,23.5,15.8,90,65,2.54,15.33
SYDNEY AIRPORT AMO,17/04/2022,3.3,0.0,2.8,24.7,14.5,94,52,4.04,14.90
SYDNEY AIRPORT AMO,18/04/2022,3.9,0.0,4.6,27.4,14.6,93,38,3.62,15.66
SYDNEY AIRPORT AMO,19/04/2022,4.7,0.0,3.0,29.0,16.8,93,36,5.02,15.02
SYDNEY AIRPORT AMO,20/04/2022,4.0,9.2,5.2,24.6,14.5,91,39,4.88,15.70
SYDNEY AIRPORT AMO,21/04/2022,3.1,0.2,6.6,21.3,13.3,92,53,6.28,10.42
SYDNEY AIRPORT AMO,22/04/2022,2.4,7.6,2.6,20.4,15.7,95,59,5.73,6.33
SYDNEY AIRPORT AMO,23/04/2022,2.4,9.4,1.4,21.3,14.1,97,60,3.28,13.72
SYDNEY AIRPORT AMO,24/04/2022,3.0,0.4,3.8,22.8,13.3,93,49,3.72,15.13
SYDNEY AIRPORT AMO,25/04/2022,2.6,3.6,3.4,21.8,15.3,96,52,3.58,12.57
SYDNEY AIRPORT AMO,26/04/2022,1.6,0.8,2.4,20.2,15.9,93,75,2.89,7.16
SYDNEY AIRPORT AMO,27/04/2022,1.1,0.6,1.8,21.0,15.8,95,85,2.18,4.54
SYDNEY AIRPORT AMO,28/04/2022,1.9,11.8,0.4,23.5,17.4,96,72,3.68,7.39
SYDNEY AIRPORT AMO,29/04/2022,2.8,4.4,0.6,27.1,17.4,93,62,3.78,11.51
SYDNEY AIRPORT AMO,30/04/2022,2.1,2.4,3.8,22.0,17.8,91,58,3.77,4.63
Totals:,,91,247.2,101.6,,,,,, 
