'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for June 2021,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 July 2021,,,,,,,,,,
© Copyright Commonwealth of Australia 2021 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/06/2021,2.2,0.0,2.8,20.2,8.3,89,38,2.91,10.68
SYDNEY AIRPORT AMO,02/06/2021,2.6,0.0,1.8,22.5,10.0,84,29,2.95,10.96
SYDNEY AIRPORT AMO,03/06/2021,1.0,0.0,2.4,16.1,11.3,96,74,2.63,3.66
SYDNEY AIRPORT AMO,04/06/2021,2.8,8.6,1.4,21.2,10.3,97,44,5.54,10.29
SYDNEY AIRPORT AMO,05/06/2021,2.7,0.2,3.2,17.8,8.6,77,32,4.22,11.15
SYDNEY AIRPORT AMO,06/06/2021,2.5,0.0,2.2,19.4,7.9,75,38,3.51,11.12
SYDNEY AIRPORT AMO,07/06/2021,2.3,0.0,3.2,20.1,8.2,85,45,3.74,10.93
SYDNEY AIRPORT AMO,08/06/2021,2.6,0.0,2.6,20.0,11.6,92,45,5.35,6.86
SYDNEY AIRPORT AMO,09/06/2021,2.6,7.4,2.4,16.5,9.9,94,37,5.81,10.44
SYDNEY AIRPORT AMO,10/06/2021,1.2,0.0,4.0,11.4,6.9,91,65,3.98,5.38
SYDNEY AIRPORT AMO,11/06/2021,1.9,6.0,1.6,16.7,4.6,97,54,4.61,9.63
SYDNEY AIRPORT AMO,12/06/2021,3.0,0.0,2.5,18.8,7.1,81,33,5.16,10.93
SYDNEY AIRPORT AMO,13/06/2021,3.1,0.0,4.2,19.2,7.8,75,40,5.72,10.96
SYDNEY AIRPORT AMO,14/06/2021,1.8,0.0,4.6,17.3,9.8,84,57,3.74,8.17
SYDNEY AIRPORT AMO,15/06/2021,1.4,0.0,0.0,17.2,11.1,90,64,2.92,7.82
SYDNEY AIRPORT AMO,16/06/2021,2.0,0.0,1.6,19.8,8.9,95,49,3.73,10.49
SYDNEY AIRPORT AMO,17/06/2021,3.0,6.2,2.0,18.6,9.6,94,33,6.09,10.72
SYDNEY AIRPORT AMO,18/06/2021,3.1,0.0,4.0,19.1,8.8,87,39,6.55,10.80
SYDNEY AIRPORT AMO,19/06/2021,2.4,1.6,4.0,15.2,11.1,92,58,11.31,5.08
SYDNEY AIRPORT AMO,20/06/2021,1.5,6.0,1.3,14.8,12.1,91,79,9.59,7.35
SYDNEY AIRPORT AMO,21/06/2021,1.2,4.2,1.2,15.3,10.3,93,79,4.81,8.95
SYDNEY AIRPORT AMO,22/06/2021,1.1,2.2,2.2,16.3,9.7,93,75,2.75,8.60
SYDNEY AIRPORT AMO,23/06/2021,2.0,0.0,0.0,19.8,10.2,93,51,3.55,9.02
SYDNEY AIRPORT AMO,24/06/2021,3.2,0.2,3.6,22.9,12.7,80,49,6.16,6.83
SYDNEY AIRPORT AMO,25/06/2021,3.1,0.4,3.0,20.3,12.3,87,34,5.49,10.96
SYDNEY AIRPORT AMO,26/06/2021,3.1,0.2,4.8,18.8,9.5,79,37,5.82,10.71
SYDNEY AIRPORT AMO,27/06/2021,2.6,0.0,4.6,19.2,7.1,80,31,3.80,11.00
SYDNEY AIRPORT AMO,28/06/2021,1.5,3.0,0.6,16.2,7.6,93,67,4.55,7.08
SYDNEY AIRPORT AMO,29/06/2021,1.4,21.0,2.2,16.3,10.1,97,67,4.14,5.84
SYDNEY AIRPORT AMO,30/06/2021,1.1,26.2,2.0,17.3,10.8,98,75,2.62,8.49
Totals:,,66,93.4,76,,,,,, 
