'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for August 2017,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 September 2017,,,,,,,,,,
© Copyright Commonwealth of Australia 2017 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/08/2017,2.8,7.4,2.4,15.9,9.2,80,52,7.28,13.28
SYDNEY AIRPORT AMO,02/08/2017,2.3,0.2,3.2,16.4,6.5,95,50,5.21,13.09
SYDNEY AIRPORT AMO,03/08/2017,1.7,4.8,2.8,18.1,10.0,99,65,3.72,9.76
SYDNEY AIRPORT AMO,04/08/2017,3.3,12.2,1.8,18.5,10.4,93,40,7.06,13.54
SYDNEY AIRPORT AMO,05/08/2017,4.8,0.2,5.6,21.2,9.5,58,24,6.22,13.73
SYDNEY AIRPORT AMO,06/08/2017,5.0,0.0,6.8,22.1,12.2,55,28,6.53,13.85
SYDNEY AIRPORT AMO,07/08/2017,5.3,0.0,6.8,20.0,12.2,55,25,8.17,13.92
SYDNEY AIRPORT AMO,08/08/2017,4.5,0.0,7.2,19.6,8.8,63,24,6.32,14.09
SYDNEY AIRPORT AMO,09/08/2017,3.5,0.0,5.0,19.9,8.3,67,38,4.72,14.21
SYDNEY AIRPORT AMO,10/08/2017,4.3,0.0,4.0,25.3,8.4,79,22,4.17,13.76
SYDNEY AIRPORT AMO,11/08/2017,5.8,0.0,7.6,25.1,13.2,47,19,5.97,13.34
SYDNEY AIRPORT AMO,12/08/2017,4.5,0.0,6.2,21.9,10.0,57,28,5.47,11.46
SYDNEY AIRPORT AMO,13/08/2017,3.1,0.0,3.2,19.6,9.8,75,43,4.10,14.65
SYDNEY AIRPORT AMO,14/08/2017,3.8,0.0,3.8,24.3,8.4,84,27,3.80,14.76
SYDNEY AIRPORT AMO,15/08/2017,3.4,0.0,4.8,23.9,10.5,68,37,3.94,5.12
SYDNEY AIRPORT AMO,16/08/2017,6.5,0.0,6.0,23.3,12.3,49,29,9.75,13.59
SYDNEY AIRPORT AMO,17/08/2017,5.5,0.0,7.2,23.7,11.0,58,21,6.29,15.19
SYDNEY AIRPORT AMO,18/08/2017,5.7,0.0,8.4,17.7,11.5,58,28,12.29,15.31
SYDNEY AIRPORT AMO,19/08/2017,3.8,0.0,6.4,14.8,8.2,71,41,9.69,15.34
SYDNEY AIRPORT AMO,20/08/2017,2.9,0.4,5.4,15.0,5.7,74,48,6.25,14.06
SYDNEY AIRPORT AMO,21/08/2017,2.5,0.2,3.4,17.9,7.9,78,44,3.44,8.82
SYDNEY AIRPORT AMO,22/08/2017,2.9,0.0,1.4,18.7,8.6,80,38,3.16,15.94
SYDNEY AIRPORT AMO,23/08/2017,3.1,0.0,3.8,21.6,8.0,86,50,4.06,16.09
SYDNEY AIRPORT AMO,24/08/2017,3.5,0.0,4.0,17.1,10.2,81,45,7.82,13.71
SYDNEY AIRPORT AMO,25/08/2017,2.8,0.0,5.2,15.8,10.6,81,64,8.09,15.58
SYDNEY AIRPORT AMO,26/08/2017,3.6,0.0,3.8,20.5,7.2,83,31,3.90,16.55
SYDNEY AIRPORT AMO,27/08/2017,4.2,0.0,4.0,19.8,7.2,90,29,6.66,14.82
SYDNEY AIRPORT AMO,28/08/2017,3.1,1.8,5.4,14.3,6.5,70,57,8.99,14.47
SYDNEY AIRPORT AMO,29/08/2017,2.7,0.0,4.0,17.0,7.3,74,52,3.84,14.06
SYDNEY AIRPORT AMO,30/08/2017,3.7,0.0,3.8,16.7,7.9,80,37,6.70,17.17
SYDNEY AIRPORT AMO,31/08/2017,3.4,0.0,5.6,15.3,7.0,80,45,8.40,14.37
Totals:,,118,27.2,149,,,,,, 
