'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for September 2011,,,,,,,,,,
Issued at 22:35 GMT on Saturday 01 October 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/09/2011,2.8,0.0,1.0,19.1,11.9,89,60,4.44,16.27
SYDNEY AIRPORT AMO,02/09/2011,3.2,0.0,4.0,16.8,14.3,80,49,6.02,11.87
SYDNEY AIRPORT AMO,03/09/2011,3.6,0.0,1.0,20.7,10.0,85,46,5.23,16.41
SYDNEY AIRPORT AMO,04/09/2011,3.9,0.0,3.4,21.7,10.8,80,47,5.17,18.49
SYDNEY AIRPORT AMO,05/09/2011,3.6,0.0,5.6,22.6,13.6,84,45,4.55,13.15
SYDNEY AIRPORT AMO,06/09/2011,5.8,0.0,3.2,27.0,14.5,86,23,5.88,19.05
SYDNEY AIRPORT AMO,07/09/2011,3.9,1.0,8.4,18.1,11.3,87,31,5.34,19.07
SYDNEY AIRPORT AMO,08/09/2011,2.5,0.0,5.8,17.8,12.9,94,55,4.68,9.94
SYDNEY AIRPORT AMO,09/09/2011,1.6,2.8,1.6,12.9,12.0,97,65,5.64,5.28
SYDNEY AIRPORT AMO,10/09/2011,4.7,2.0,2.3,17.0,6.6,63,31,8.54,16.75
SYDNEY AIRPORT AMO,11/09/2011,4.6,0.0,4.4,19.4,9.2,79,30,6.56,18.60
SYDNEY AIRPORT AMO,12/09/2011,3.7,0.0,6.0,17.2,8.5,83,40,5.47,20.29
SYDNEY AIRPORT AMO,13/09/2011,5.2,0.0,4.0,23.6,7.7,86,10,4.24,21.35
SYDNEY AIRPORT AMO,14/09/2011,6.3,0.0,5.2,27.2,10.1,86,10,4.91,21.16
SYDNEY AIRPORT AMO,15/09/2011,3.5,0.0,6.8,20.0,14.9,86,52,4.48,17.31
SYDNEY AIRPORT AMO,16/09/2011,4.3,0.0,4.8,24.6,10.5,94,27,3.51,18.45
SYDNEY AIRPORT AMO,17/09/2011,4.3,0.0,5.8,23.9,14.5,87,46,4.58,20.67
SYDNEY AIRPORT AMO,18/09/2011,7.7,0.0,6.8,31.1,14.2,81,9,5.62,20.78
SYDNEY AIRPORT AMO,19/09/2011,4.8,0.0,3.8,25.9,14.9,84,53,6.76,20.41
SYDNEY AIRPORT AMO,20/09/2011,7.9,0.0,8.0,29.3,17.3,89,19,9.29,18.71
SYDNEY AIRPORT AMO,21/09/2011,4.5,0.0,9.0,21.0,11.1,84,33,4.67,22.62
SYDNEY AIRPORT AMO,22/09/2011,4.8,0.0,5.2,22.7,12.0,76,41,4.96,22.62
SYDNEY AIRPORT AMO,23/09/2011,8.4,0.0,5.6,32.1,12.5,86,12,6.52,22.67
SYDNEY AIRPORT AMO,24/09/2011,2.2,0.2,8.2,17.8,14.7,97,61,6.17,6.20
SYDNEY AIRPORT AMO,25/09/2011,2.6,21.4,6.8,17.3,13.1,99,55,9.82,5.35
SYDNEY AIRPORT AMO,26/09/2011,4.4,19.8,4.0,18.8,12.1,78,44,6.81,19.89
SYDNEY AIRPORT AMO,27/09/2011,4.8,0.0,5.0,21.2,10.4,89,31,6.06,20.81
SYDNEY AIRPORT AMO,28/09/2011,2.6,0.0,7.2,18.8,13.2,89,54,4.54,8.16
SYDNEY AIRPORT AMO,29/09/2011,5.6,5.0,1.4,22.8,15.6,91,24,8.52,15.50
SYDNEY AIRPORT AMO,30/09/2011,6.7,1.4,7.0,21.3,11.9,57,21,8.67,20.96
Totals:,,134.5,53.6,151.3,,,,,, 
