'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for December 2018,,,,,,,,,,
Issued at 22:31 GMT on Tuesday 01 January 2019,,,,,,,,,,
© Copyright Commonwealth of Australia 2018 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/12/2018,6.4,0.0,8.2,27.3,18.5,87,52,5.38,30.35
SYDNEY AIRPORT AMO,02/12/2018,10.8,0.0,8.2,35.9,17.9,90,18,8.99,24.53
SYDNEY AIRPORT AMO,03/12/2018,9.0,0.0,14.0,32.9,16.3,76,14,4.81,31.49
SYDNEY AIRPORT AMO,04/12/2018,5.0,0.0,10.2,23.6,19.6,92,34,6.14,15.13
SYDNEY AIRPORT AMO,05/12/2018,3.1,0.8,6.8,22.3,16.4,94,51,4.33,8.90
SYDNEY AIRPORT AMO,06/12/2018,6.4,1.6,3.6,26.9,17.7,90,46,6.34,28.84
SYDNEY AIRPORT AMO,07/12/2018,8.0,0.2,10.6,27.5,18.4,72,40,8.70,30.70
SYDNEY AIRPORT AMO,08/12/2018,7.7,0.0,11.8,28.2,19.1,78,45,8.03,31.45
SYDNEY AIRPORT AMO,09/12/2018,6.9,0.0,9.8,28.2,19.7,84,51,5.93,31.01
SYDNEY AIRPORT AMO,10/12/2018,4.7,0.0,9.0,28.1,20.2,89,52,5.24,15.14
SYDNEY AIRPORT AMO,11/12/2018,3.3,0.0,7.4,22.4,19.8,84,65,4.46,12.38
SYDNEY AIRPORT AMO,12/12/2018,3.6,0.0,3.2,25.3,18.6,86,59,5.64,9.09
SYDNEY AIRPORT AMO,13/12/2018,7.0,0.4,2.0,28.7,20.0,95,20,6.49,19.08
SYDNEY AIRPORT AMO,14/12/2018,2.3,23.0,8.2,26.1,18.7,98,76,4.10,8.38
SYDNEY AIRPORT AMO,15/12/2018,5.2,10.8,3.2,29.6,19.7,97,64,6.35,22.54
SYDNEY AIRPORT AMO,16/12/2018,7.0,3.6,8.8,30.3,21.5,94,54,7.04,30.70
SYDNEY AIRPORT AMO,17/12/2018,7.4,0.0,9.4,30.6,20.4,94,39,4.73,31.96
SYDNEY AIRPORT AMO,18/12/2018,4.1,0.0,6.8,25.0,21.5,96,76,7.65,22.27
SYDNEY AIRPORT AMO,19/12/2018,2.2,1.4,5.6,24.6,20.2,96,75,5.07,6.51
SYDNEY AIRPORT AMO,20/12/2018,6.3,4.2,6.6,31.6,19.7,98,56,6.44,26.20
SYDNEY AIRPORT AMO,21/12/2018,3.8,16.2,10.2,23.3,20.4,89,67,6.29,15.76
SYDNEY AIRPORT AMO,22/12/2018,3.9,2.2,5.8,21.1,16.5,94,63,9.33,19.15
SYDNEY AIRPORT AMO,23/12/2018,5.8,2.0,5.0,23.4,15.3,90,52,6.14,31.75
SYDNEY AIRPORT AMO,24/12/2018,6.7,0.0,8.0,26.8,15.0,81,45,5.49,31.72
SYDNEY AIRPORT AMO,25/12/2018,7.5,0.0,10.2,30.1,19.0,85,40,4.88,32.15
SYDNEY AIRPORT AMO,26/12/2018,8.0,0.0,10.6,31.8,19.8,91,33,5.09,32.10
SYDNEY AIRPORT AMO,27/12/2018,7.9,0.0,9.2,32.4,21.0,87,47,6.17,31.77
SYDNEY AIRPORT AMO,28/12/2018,8.7,0.0,11.0,33.9,21.7,84,40,6.33,31.99
SYDNEY AIRPORT AMO,29/12/2018,8.6,0.0,11.0,33.6,20.6,90,35,5.91,32.07
SYDNEY AIRPORT AMO,30/12/2018,7.8,0.0,10.2,34.5,20.0,93,34,4.08,29.40
SYDNEY AIRPORT AMO,31/12/2018,6.2,0.0,8.0,32.9,21.1,92,38,4.25,20.27
Totals:,,191.3,66.4,252.6,,,,,, 
