'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SYDNEY AIRPORT AMO New South Wales for April 2019,,,,,,,,,,
Issued at 22:31 GMT on Wednesday 01 May 2019,,,,,,,,,,
© Copyright Commonwealth of Australia 2019 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SYDNEY AIRPORT AMO,01/04/2019,3.2,0.0,7.0,21.0,12.9,93,57,5.94,14.32
SYDNEY AIRPORT AMO,02/04/2019,2.7,1.4,2.2,23.1,16.5,89,60,4.43,8.31
SYDNEY AIRPORT AMO,03/04/2019,4.2,1.6,3.4,27.6,15.5,97,44,3.68,18.32
SYDNEY AIRPORT AMO,04/04/2019,2.1,0.0,4.0,22.5,17.2,95,78,4.95,10.00
SYDNEY AIRPORT AMO,05/04/2019,2.0,6.6,4.0,21.5,17.6,94,74,4.48,8.26
SYDNEY AIRPORT AMO,06/04/2019,4.8,3.6,1.0,30.1,16.9,96,37,4.08,18.17
SYDNEY AIRPORT AMO,07/04/2019,4.0,0.0,5.2,27.4,18.3,91,57,4.56,17.97
SYDNEY AIRPORT AMO,08/04/2019,5.4,0.0,5.8,34.7,17.7,90,18,3.06,17.64
SYDNEY AIRPORT AMO,09/04/2019,5.6,0.0,8.0,27.8,19.5,81,30,7.34,8.41
SYDNEY AIRPORT AMO,10/04/2019,3.7,0.2,5.4,18.8,14.5,78,56,7.65,17.34
SYDNEY AIRPORT AMO,11/04/2019,2.6,0.0,4.6,20.0,11.7,80,60,4.20,10.54
SYDNEY AIRPORT AMO,12/04/2019,2.7,0.0,2.4,22.0,14.1,86,54,3.24,10.58
SYDNEY AIRPORT AMO,13/04/2019,4.1,0.0,3.0,27.6,14.5,88,34,3.69,14.40
SYDNEY AIRPORT AMO,14/04/2019,2.9,0.0,4.0,22.1,16.6,83,65,4.36,13.22
SYDNEY AIRPORT AMO,15/04/2019,2.9,0.0,3.4,22.1,14.4,88,67,4.34,15.96
SYDNEY AIRPORT AMO,16/04/2019,2.9,0.0,2.0,23.8,14.3,90,64,3.67,15.24
SYDNEY AIRPORT AMO,17/04/2019,3.1,0.2,4.0,25.3,15.4,89,54,2.98,14.85
SYDNEY AIRPORT AMO,18/04/2019,4.3,0.4,4.2,27.5,15.8,90,42,4.67,16.08
SYDNEY AIRPORT AMO,19/04/2019,2.7,0.0,3.6,23.6,17.6,89,67,3.43,14.21
SYDNEY AIRPORT AMO,20/04/2019,2.5,0.0,3.2,25.3,16.6,92,66,3.06,11.63
SYDNEY AIRPORT AMO,21/04/2019,3.5,0.0,2.4,27.2,17.7,94,51,3.85,14.76
SYDNEY AIRPORT AMO,22/04/2019,3.8,0.0,5.2,27.3,18.2,85,48,3.98,14.87
SYDNEY AIRPORT AMO,23/04/2019,2.4,0.2,5.4,23.2,19.0,94,75,3.99,13.26
SYDNEY AIRPORT AMO,24/04/2019,3.3,0.6,2.0,27.1,17.1,92,48,3.38,13.77
SYDNEY AIRPORT AMO,25/04/2019,3.1,0.0,5.0,25.4,16.4,88,51,3.18,14.96
SYDNEY AIRPORT AMO,26/04/2019,5.8,0.0,3.8,30.0,17.6,93,19,5.83,14.61
SYDNEY AIRPORT AMO,27/04/2019,3.5,0.0,8.0,18.9,14.2,69,44,5.08,14.07
SYDNEY AIRPORT AMO,28/04/2019,3.7,0.0,3.6,22.3,9.9,79,26,3.84,14.64
SYDNEY AIRPORT AMO,29/04/2019,2.9,0.0,5.6,22.1,12.1,77,52,3.78,13.31
SYDNEY AIRPORT AMO,30/04/2019,3.6,0.0,2.0,25.2,15.2,86,51,5.57,13.50
Totals:,,104,14.8,123.4,,,,,, 
