Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,066037,1977,09,62.8,Y
IDCJAC0001,066037,1977,10,5.8,Y
IDCJAC0001,066037,1977,11,21.6,Y
IDCJAC0001,066037,1977,12,24.0,Y
IDCJAC0001,066037,1978,01,205.2,Y
IDCJAC0001,066037,1978,02,7.2,Y
IDCJAC0001,066037,1978,03,295.2,Y
IDCJAC0001,066037,1978,04,94.6,Y
IDCJAC0001,066037,1978,05,116.6,Y
IDCJAC0001,066037,1978,06,280.8,Y
IDCJAC0001,066037,1978,07,20.6,Y
IDCJAC0001,066037,1978,08,51.8,Y
IDCJAC0001,066037,1978,09,149.2,Y
IDCJAC0001,066037,1978,10,128.4,Y
IDCJAC0001,066037,1978,11,96.2,Y
IDCJAC0001,066037,1978,12,80.0,Y
IDCJAC0001,066037,1979,01,85.2,Y
IDCJAC0001,066037,1979,02,38.0,Y
IDCJAC0001,066037,1979,03,154.8,Y
IDCJAC0001,066037,1979,04,16.0,Y
IDCJAC0001,066037,1979,05,112.0,Y
IDCJAC0001,066037,1979,06,173.5,Y
IDCJAC0001,066037,1979,07,34.2,Y
IDCJAC0001,066037,1979,08,7.4,Y
IDCJAC0001,066037,1979,09,19.0,Y
IDCJAC0001,066037,1979,10,42.2,Y
IDCJAC0001,066037,1979,11,73.6,Y
IDCJAC0001,066037,1979,12,4.8,Y
IDCJAC0001,066037,1980,01,97.0,Y
IDCJAC0001,066037,1980,02,73.2,Y
IDCJAC0001,066037,1980,03,54.4,Y
IDCJAC0001,066037,1980,04,20.4,Y
IDCJAC0001,066037,1980,05,127.2,Y
IDCJAC0001,066037,1980,06,65.4,Y
IDCJAC0001,066037,1980,07,39.2,Y
IDCJAC0001,066037,1980,08,12.4,Y
IDCJAC0001,066037,1980,09,1.6,Y
IDCJAC0001,066037,1980,10,41.2,Y
IDCJAC0001,066037,1980,11,46.0,Y
IDCJAC0001,066037,1980,12,28.0,Y
IDCJAC0001,066037,1981,01,35.4,Y
IDCJAC0001,066037,1981,02,155.0,Y
IDCJAC0001,066037,1981,03,66.0,Y
IDCJAC0001,066037,1981,04,122.8,Y
IDCJAC0001,066037,1981,05,87.4,Y
IDCJAC0001,066037,1981,06,52.4,Y
IDCJAC0001,066037,1981,07,49.4,Y
IDCJAC0001,066037,1981,08,5.4,Y
IDCJAC0001,066037,1981,09,5.2,Y
IDCJAC0001,066037,1981,10,155.6,Y
IDCJAC0001,066037,1981,11,112.8,Y
IDCJAC0001,066037,1981,12,111.4,Y
IDCJAC0001,066037,1982,01,38.0,Y
IDCJAC0001,066037,1982,02,24.8,Y
IDCJAC0001,066037,1982,03,153.4,Y
IDCJAC0001,066037,1982,04,18.0,Y
IDCJAC0001,066037,1982,05,13.4,Y
IDCJAC0001,066037,1982,06,106.8,Y
IDCJAC0001,066037,1982,07,123.6,Y
IDCJAC0001,066037,1982,08,27.4,Y
IDCJAC0001,066037,1982,09,181.9,Y
IDCJAC0001,066037,1982,10,41.0,Y
IDCJAC0001,066037,1982,11,25.4,Y
IDCJAC0001,066037,1982,12,19.4,Y
IDCJAC0001,066037,1983,01,31.9,Y
IDCJAC0001,066037,1983,02,24.0,Y
IDCJAC0001,066037,1983,03,308.8,Y
IDCJAC0001,066037,1983,04,119.4,Y
IDCJAC0001,066037,1983,05,142.8,Y
IDCJAC0001,066037,1983,06,75.0,Y
IDCJAC0001,066037,1983,07,51.6,Y
IDCJAC0001,066037,1983,08,56.2,Y
IDCJAC0001,066037,1983,09,59.0,Y
IDCJAC0001,066037,1983,10,128.6,Y
IDCJAC0001,066037,1983,11,38.0,Y
IDCJAC0001,066037,1983,12,149.2,Y
IDCJAC0001,066037,1984,01,161.6,Y
IDCJAC0001,066037,1984,02,91.4,Y
IDCJAC0001,066037,1984,03,149.4,Y
IDCJAC0001,066037,1984,04,82.0,Y
IDCJAC0001,066037,1984,05,107.4,Y
IDCJAC0001,066037,1984,06,74.6,Y
IDCJAC0001,066037,1984,07,140.8,Y
IDCJAC0001,066037,1984,08,11.0,Y
IDCJAC0001,066037,1984,09,32.8,Y
IDCJAC0001,066037,1984,10,29.0,Y
IDCJAC0001,066037,1984,11,362.4,Y
IDCJAC0001,066037,1984,12,97.6,Y
IDCJAC0001,066037,1985,01,6.4,Y
IDCJAC0001,066037,1985,02,33.2,Y
IDCJAC0001,066037,1985,03,54.4,Y
IDCJAC0001,066037,1985,04,249.6,Y
IDCJAC0001,066037,1985,05,152.0,Y
IDCJAC0001,066037,1985,06,108.0,Y
IDCJAC0001,066037,1985,07,60.6,Y
IDCJAC0001,066037,1985,08,28.8,Y
IDCJAC0001,066037,1985,09,47.4,Y
IDCJAC0001,066037,1985,10,116.2,Y
IDCJAC0001,066037,1985,11,99.6,Y
IDCJAC0001,066037,1985,12,89.8,Y
IDCJAC0001,066037,1986,01,175.0,Y
IDCJAC0001,066037,1986,02,62.4,Y
IDCJAC0001,066037,1986,03,13.0,Y
IDCJAC0001,066037,1986,04,80.0,Y
IDCJAC0001,066037,1986,05,38.0,Y
IDCJAC0001,066037,1986,06,4.2,Y
IDCJAC0001,066037,1986,07,24.8,Y
IDCJAC0001,066037,1986,08,387.8,Y
IDCJAC0001,066037,1986,09,25.6,Y
IDCJAC0001,066037,1986,10,85.4,Y
IDCJAC0001,066037,1986,11,125.2,Y
IDCJAC0001,066037,1986,12,24.4,Y
IDCJAC0001,066037,1987,01,52.8,Y
IDCJAC0001,066037,1987,02,35.8,Y
IDCJAC0001,066037,1987,03,132.8,Y
IDCJAC0001,066037,1987,04,55.8,Y
IDCJAC0001,066037,1987,05,72.8,Y
IDCJAC0001,066037,1987,06,83.6,Y
IDCJAC0001,066037,1987,07,105.2,Y
IDCJAC0001,066037,1987,08,164.8,Y
IDCJAC0001,066037,1987,09,9.8,Y
IDCJAC0001,066037,1987,10,200.8,Y
IDCJAC0001,066037,1987,11,128.6,Y
IDCJAC0001,066037,1987,12,75.8,Y
IDCJAC0001,066037,1988,01,183.2,Y
IDCJAC0001,066037,1988,02,121.4,Y
IDCJAC0001,066037,1988,03,94.8,Y
IDCJAC0001,066037,1988,04,476.2,Y
IDCJAC0001,066037,1988,05,84.6,Y
IDCJAC0001,066037,1988,06,100.4,Y
IDCJAC0001,066037,1988,07,114.4,Y
IDCJAC0001,066037,1988,08,63.2,Y
IDCJAC0001,066037,1988,09,107.0,Y
IDCJAC0001,066037,1988,10,0.0,Y
IDCJAC0001,066037,1988,11,148.2,Y
IDCJAC0001,066037,1988,12,130.2,Y
IDCJAC0001,066037,1989,01,132.4,Y
IDCJAC0001,066037,1989,02,62.6,Y
IDCJAC0001,066037,1989,03,134.6,Y
IDCJAC0001,066037,1989,04,326.0,Y
IDCJAC0001,066037,1989,05,139.8,Y
IDCJAC0001,066037,1989,06,212.8,Y
IDCJAC0001,066037,1989,07,14.4,Y
IDCJAC0001,066037,1989,08,41.2,Y
IDCJAC0001,066037,1989,09,1.6,Y
IDCJAC0001,066037,1989,10,15.4,Y
IDCJAC0001,066037,1989,11,42.6,Y
IDCJAC0001,066037,1989,12,104.6,Y
IDCJAC0001,066037,1990,01,56.6,Y
IDCJAC0001,066037,1990,02,581.0,Y
IDCJAC0001,066037,1990,03,126.2,Y
IDCJAC0001,066037,1990,04,311.6,Y
IDCJAC0001,066037,1990,05,134.8,Y
IDCJAC0001,066037,1990,06,36.6,Y
IDCJAC0001,066037,1990,07,57.4,Y
IDCJAC0001,066037,1990,08,183.4,Y
IDCJAC0001,066037,1990,09,143.8,Y
IDCJAC0001,066037,1990,10,46.4,Y
IDCJAC0001,066037,1990,11,14.2,Y
IDCJAC0001,066037,1990,12,27.2,Y
IDCJAC0001,066037,1991,01,41.0,Y
IDCJAC0001,066037,1991,02,41.8,Y
IDCJAC0001,066037,1991,03,24.6,Y
IDCJAC0001,066037,1991,04,26.0,Y
IDCJAC0001,066037,1991,05,92.6,Y
IDCJAC0001,066037,1991,06,372.2,Y
IDCJAC0001,066037,1991,07,107.0,Y
IDCJAC0001,066037,1991,08,4.6,Y
IDCJAC0001,066037,1991,09,19.6,Y
IDCJAC0001,066037,1991,10,8.0,Y
IDCJAC0001,066037,1991,11,33.0,Y
IDCJAC0001,066037,1991,12,191.0,Y
IDCJAC0001,066037,1992,01,56.0,Y
IDCJAC0001,066037,1992,02,314.4,Y
IDCJAC0001,066037,1992,03,60.6,Y
IDCJAC0001,066037,1992,04,65.0,Y
IDCJAC0001,066037,1992,05,48.2,Y
IDCJAC0001,066037,1992,06,124.0,Y
IDCJAC0001,066037,1992,07,13.6,Y
IDCJAC0001,066037,1992,08,44.6,Y
IDCJAC0001,066037,1992,09,20.4,Y
IDCJAC0001,066037,1992,10,56.0,Y
IDCJAC0001,066037,1992,11,122.4,Y
IDCJAC0001,066037,1992,12,156.8,Y
IDCJAC0001,066037,1993,01,64.2,Y
IDCJAC0001,066037,1993,02,124.2,Y
IDCJAC0001,066037,1993,03,70.8,Y
IDCJAC0001,066037,1993,04,51.0,Y
IDCJAC0001,066037,1993,05,29.2,Y
IDCJAC0001,066037,1993,06,41.0,Y
IDCJAC0001,066037,1993,07,72.0,Y
IDCJAC0001,066037,1993,08,33.6,Y
IDCJAC0001,066037,1993,09,129.6,Y
IDCJAC0001,066037,1993,10,46.8,Y
IDCJAC0001,066037,1993,11,62.2,Y
IDCJAC0001,066037,1993,12,32.2,Y
IDCJAC0001,066037,1994,01,28.4,Y
IDCJAC0001,066037,1994,02,66.6,Y
IDCJAC0001,066037,1994,03,167.0,Y
IDCJAC0001,066037,1994,04,138.4,Y
IDCJAC0001,066037,1994,05,44.6,Y
IDCJAC0001,066037,1994,06,56.8,Y
IDCJAC0001,066037,1994,07,47.2,N
IDCJAC0001,066037,1994,08,43.0,Y
IDCJAC0001,066037,1994,09,25.4,Y
IDCJAC0001,066037,1994,10,32.2,Y
IDCJAC0001,066037,1994,11,57.8,Y
IDCJAC0001,066037,1994,12,38.2,Y
IDCJAC0001,066037,1995,01,84.6,Y
IDCJAC0001,066037,1995,02,43.8,Y
IDCJAC0001,066037,1995,03,175.6,Y
IDCJAC0001,066037,1995,04,32.4,Y
IDCJAC0001,066037,1995,05,161.6,Y
IDCJAC0001,066037,1995,06,111.4,Y
IDCJAC0001,066037,1995,07,5.8,Y
IDCJAC0001,066037,1995,08,0.2,Y
IDCJAC0001,066037,1995,09,249.4,Y
IDCJAC0001,066037,1995,10,29.8,Y
IDCJAC0001,066037,1995,11,108.8,Y
IDCJAC0001,066037,1995,12,70.8,Y
IDCJAC0001,066037,1996,01,165.8,Y
IDCJAC0001,066037,1996,02,60.8,Y
IDCJAC0001,066037,1996,03,36.8,Y
IDCJAC0001,066037,1996,04,42.0,Y
IDCJAC0001,066037,1996,05,151.0,Y
IDCJAC0001,066037,1996,06,124.8,Y
IDCJAC0001,066037,1996,07,80.8,Y
IDCJAC0001,066037,1996,08,117.4,Y
IDCJAC0001,066037,1996,09,89.6,Y
IDCJAC0001,066037,1996,10,19.6,Y
IDCJAC0001,066037,1996,11,68.8,Y
IDCJAC0001,066037,1996,12,55.6,Y
IDCJAC0001,066037,1997,01,176.0,Y
IDCJAC0001,066037,1997,02,130.4,Y
IDCJAC0001,066037,1997,03,42.2,Y
IDCJAC0001,066037,1997,04,7.8,Y
IDCJAC0001,066037,1997,05,166.2,Y
IDCJAC0001,066037,1997,06,78.0,Y
IDCJAC0001,066037,1997,07,152.8,Y
IDCJAC0001,066037,1997,08,16.8,Y
IDCJAC0001,066037,1997,09,93.6,Y
IDCJAC0001,066037,1997,10,47.4,Y
IDCJAC0001,066037,1997,11,42.0,Y
IDCJAC0001,066037,1997,12,16.8,Y
IDCJAC0001,066037,1998,01,71.2,Y
IDCJAC0001,066037,1998,02,38.4,Y
IDCJAC0001,066037,1998,03,31.0,Y
IDCJAC0001,066037,1998,04,214.0,Y
IDCJAC0001,066037,1998,05,227.2,Y
IDCJAC0001,066037,1998,06,91.6,Y
IDCJAC0001,066037,1998,07,88.6,Y
IDCJAC0001,066037,1998,08,396.6,Y
IDCJAC0001,066037,1998,09,50.0,Y
IDCJAC0001,066037,1998,10,33.2,Y
IDCJAC0001,066037,1998,11,69.8,Y
IDCJAC0001,066037,1998,12,35.0,Y
IDCJAC0001,066037,1999,01,223.4,Y
IDCJAC0001,066037,1999,02,160.6,Y
IDCJAC0001,066037,1999,03,41.0,Y
IDCJAC0001,066037,1999,04,204.4,Y
IDCJAC0001,066037,1999,05,56.0,Y
IDCJAC0001,066037,1999,06,71.2,Y
IDCJAC0001,066037,1999,07,170.2,Y
IDCJAC0001,066037,1999,08,83.0,Y
IDCJAC0001,066037,1999,09,20.8,Y
IDCJAC0001,066037,1999,10,131.8,Y
IDCJAC0001,066037,1999,11,39.2,Y
IDCJAC0001,066037,1999,12,80.0,Y
IDCJAC0001,066037,2000,01,30.8,Y
IDCJAC0001,066037,2000,02,14.8,Y
IDCJAC0001,066037,2000,03,202.4,Y
IDCJAC0001,066037,2000,04,33.6,Y
IDCJAC0001,066037,2000,05,27.6,Y
IDCJAC0001,066037,2000,06,33.0,Y
IDCJAC0001,066037,2000,07,23.2,Y
IDCJAC0001,066037,2000,08,20.0,Y
IDCJAC0001,066037,2000,09,28.0,Y
IDCJAC0001,066037,2000,10,70.8,Y
IDCJAC0001,066037,2000,11,132.6,Y
IDCJAC0001,066037,2000,12,39.6,Y
IDCJAC0001,066037,2001,01,156.0,Y
IDCJAC0001,066037,2001,02,116.2,Y
IDCJAC0001,066037,2001,03,54.6,Y
IDCJAC0001,066037,2001,04,85.8,Y
IDCJAC0001,066037,2001,05,332.0,Y
IDCJAC0001,066037,2001,06,41.2,Y
IDCJAC0001,066037,2001,07,109.8,Y
IDCJAC0001,066037,2001,08,55.8,Y
IDCJAC0001,066037,2001,09,34.8,Y
IDCJAC0001,066037,2001,10,31.8,Y
IDCJAC0001,066037,2001,11,69.2,Y
IDCJAC0001,066037,2001,12,27.4,Y
IDCJAC0001,066037,2002,01,68.0,Y
IDCJAC0001,066037,2002,02,329.2,Y
IDCJAC0001,066037,2002,03,56.0,Y
IDCJAC0001,066037,2002,04,26.8,Y
IDCJAC0001,066037,2002,05,73.6,Y
IDCJAC0001,066037,2002,06,24.4,Y
IDCJAC0001,066037,2002,07,11.6,Y
IDCJAC0001,066037,2002,08,21.6,Y
IDCJAC0001,066037,2002,09,15.0,Y
IDCJAC0001,066037,2002,10,9.2,Y
IDCJAC0001,066037,2002,11,21.0,Y
IDCJAC0001,066037,2002,12,87.0,Y
IDCJAC0001,066037,2003,01,12.4,Y
IDCJAC0001,066037,2003,02,57.0,Y
IDCJAC0001,066037,2003,03,74.6,Y
IDCJAC0001,066037,2003,04,244.8,Y
IDCJAC0001,066037,2003,05,388.4,Y
IDCJAC0001,066037,2003,06,42.6,Y
IDCJAC0001,066037,2003,07,47.6,Y
IDCJAC0001,066037,2003,08,43.2,Y
IDCJAC0001,066037,2003,09,9.2,Y
IDCJAC0001,066037,2003,10,61.2,Y
IDCJAC0001,066037,2003,11,89.4,Y
IDCJAC0001,066037,2003,12,50.0,Y
IDCJAC0001,066037,2004,01,51.4,Y
IDCJAC0001,066037,2004,02,112.0,Y
IDCJAC0001,066037,2004,03,68.0,Y
IDCJAC0001,066037,2004,04,44.6,Y
IDCJAC0001,066037,2004,05,11.8,Y
IDCJAC0001,066037,2004,06,43.8,Y
IDCJAC0001,066037,2004,07,34.8,Y
IDCJAC0001,066037,2004,08,102.8,Y
IDCJAC0001,066037,2004,09,83.8,Y
IDCJAC0001,066037,2004,10,174.6,Y
IDCJAC0001,066037,2004,11,54.4,Y
IDCJAC0001,066037,2004,12,94.0,Y
IDCJAC0001,066037,2005,01,54.0,Y
IDCJAC0001,066037,2005,02,106.8,Y
IDCJAC0001,066037,2005,03,80.2,Y
IDCJAC0001,066037,2005,04,25.8,Y
IDCJAC0001,066037,2005,05,52.6,Y
IDCJAC0001,066037,2005,06,67.8,Y
IDCJAC0001,066037,2005,07,74.2,Y
IDCJAC0001,066037,2005,08,1.4,Y
IDCJAC0001,066037,2005,09,48.0,Y
IDCJAC0001,066037,2005,10,45.6,Y
IDCJAC0001,066037,2005,11,99.4,Y
IDCJAC0001,066037,2005,12,22.4,Y
IDCJAC0001,066037,2006,01,73.6,Y
IDCJAC0001,066037,2006,02,29.4,Y
IDCJAC0001,066037,2006,03,34.8,Y
IDCJAC0001,066037,2006,04,11.4,Y
IDCJAC0001,066037,2006,05,27.6,Y
IDCJAC0001,066037,2006,06,207.2,Y
IDCJAC0001,066037,2006,07,135.0,Y
IDCJAC0001,066037,2006,08,87.8,Y
IDCJAC0001,066037,2006,09,144.2,Y
IDCJAC0001,066037,2006,10,15.6,Y
IDCJAC0001,066037,2006,11,28.4,Y
IDCJAC0001,066037,2006,12,72.0,Y
IDCJAC0001,066037,2007,01,47.0,Y
IDCJAC0001,066037,2007,02,105.4,Y
IDCJAC0001,066037,2007,03,70.2,Y
IDCJAC0001,066037,2007,04,101.6,Y
IDCJAC0001,066037,2007,05,10.8,Y
IDCJAC0001,066037,2007,06,319.4,Y
IDCJAC0001,066037,2007,07,36.8,Y
IDCJAC0001,066037,2007,08,86.6,Y
IDCJAC0001,066037,2007,09,43.0,Y
IDCJAC0001,066037,2007,10,13.6,Y
IDCJAC0001,066037,2007,11,120.6,Y
IDCJAC0001,066037,2007,12,77.4,Y
IDCJAC0001,066037,2008,01,68.6,Y
IDCJAC0001,066037,2008,02,256.2,Y
IDCJAC0001,066037,2008,03,35.0,Y
IDCJAC0001,066037,2008,04,149.8,Y
IDCJAC0001,066037,2008,05,3.4,Y
IDCJAC0001,066037,2008,06,114.0,Y
IDCJAC0001,066037,2008,07,83.2,Y
IDCJAC0001,066037,2008,08,50.4,Y
IDCJAC0001,066037,2008,09,76.0,Y
IDCJAC0001,066037,2008,10,50.6,Y
IDCJAC0001,066037,2008,11,53.6,Y
IDCJAC0001,066037,2008,12,68.0,Y
IDCJAC0001,066037,2009,01,19.0,Y
IDCJAC0001,066037,2009,02,104.8,Y
IDCJAC0001,066037,2009,03,52.0,Y
IDCJAC0001,066037,2009,04,183.2,Y
IDCJAC0001,066037,2009,05,133.0,Y
IDCJAC0001,066037,2009,06,79.2,Y
IDCJAC0001,066037,2009,07,57.4,Y
IDCJAC0001,066037,2009,08,6.4,Y
IDCJAC0001,066037,2009,09,22.6,Y
IDCJAC0001,066037,2009,10,134.2,Y
IDCJAC0001,066037,2009,11,25.4,Y
IDCJAC0001,066037,2009,12,59.8,Y
IDCJAC0001,066037,2010,01,26.4,Y
IDCJAC0001,066037,2010,02,156.8,Y
IDCJAC0001,066037,2010,03,42.4,Y
IDCJAC0001,066037,2010,04,37.2,Y
IDCJAC0001,066037,2010,05,183.2,Y
IDCJAC0001,066037,2010,06,104.2,Y
IDCJAC0001,066037,2010,07,79.8,Y
IDCJAC0001,066037,2010,08,25.8,Y
IDCJAC0001,066037,2010,09,35.4,Y
IDCJAC0001,066037,2010,10,86.8,Y
IDCJAC0001,066037,2010,11,156.6,Y
IDCJAC0001,066037,2010,12,105.6,Y
IDCJAC0001,066037,2011,01,38.2,Y
IDCJAC0001,066037,2011,02,14.4,Y
IDCJAC0001,066037,2011,03,183.4,Y
IDCJAC0001,066037,2011,04,211.0,Y
IDCJAC0001,066037,2011,05,97.2,Y
IDCJAC0001,066037,2011,06,48.0,Y
IDCJAC0001,066037,2011,07,250.4,Y
IDCJAC0001,066037,2011,08,40.8,Y
IDCJAC0001,066037,2011,09,55.2,Y
IDCJAC0001,066037,2011,10,47.6,Y
IDCJAC0001,066037,2011,11,151.8,Y
IDCJAC0001,066037,2011,12,113.4,Y
IDCJAC0001,066037,2012,01,110.6,Y
IDCJAC0001,066037,2012,02,138.0,Y
IDCJAC0001,066037,2012,03,199.4,Y
IDCJAC0001,066037,2012,04,121.0,Y
IDCJAC0001,066037,2012,05,29.2,Y
IDCJAC0001,066037,2012,06,198.2,Y
IDCJAC0001,066037,2012,07,53.4,Y
IDCJAC0001,066037,2012,08,12.6,Y
IDCJAC0001,066037,2012,09,20.0,Y
IDCJAC0001,066037,2012,10,23.4,Y
IDCJAC0001,066037,2012,11,41.0,Y
IDCJAC0001,066037,2012,12,26.6,Y
IDCJAC0001,066037,2013,01,147.0,Y
IDCJAC0001,066037,2013,02,141.2,Y
IDCJAC0001,066037,2013,03,57.4,Y
IDCJAC0001,066037,2013,04,161.0,Y
IDCJAC0001,066037,2013,05,62.2,Y
IDCJAC0001,066037,2013,06,336.6,N
IDCJAC0001,066037,2013,07,32.4,Y
IDCJAC0001,066037,2013,08,15.6,Y
IDCJAC0001,066037,2013,09,69.8,Y
IDCJAC0001,066037,2013,10,16.4,Y
IDCJAC0001,066037,2013,11,181.2,Y
IDCJAC0001,066037,2013,12,57.8,Y
IDCJAC0001,066037,2014,01,11.8,Y
IDCJAC0001,066037,2014,02,58.0,Y
IDCJAC0001,066037,2014,03,153.4,Y
IDCJAC0001,066037,2014,04,72.6,Y
IDCJAC0001,066037,2014,05,19.6,Y
IDCJAC0001,066037,2014,06,110.4,Y
IDCJAC0001,066037,2014,07,12.0,Y
IDCJAC0001,066037,2014,08,256.4,Y
IDCJAC0001,066037,2014,09,41.8,Y
IDCJAC0001,066037,2014,10,124.2,Y
IDCJAC0001,066037,2014,11,13.6,Y
IDCJAC0001,066037,2014,12,119.2,Y
IDCJAC0001,066037,2015,01,120.0,Y
IDCJAC0001,066037,2015,02,48.0,Y
IDCJAC0001,066037,2015,03,52.8,Y
IDCJAC0001,066037,2015,04,343.6,Y
IDCJAC0001,066037,2015,05,89.8,Y
IDCJAC0001,066037,2015,06,94.8,Y
IDCJAC0001,066037,2015,07,48.4,Y
IDCJAC0001,066037,2015,08,60.0,Y
IDCJAC0001,066037,2015,09,67.2,Y
IDCJAC0001,066037,2015,10,29.4,Y
IDCJAC0001,066037,2015,12,67.2,Y
IDCJAC0001,066037,2016,01,262.8,Y
IDCJAC0001,066037,2016,02,40.4,Y
IDCJAC0001,066037,2016,03,155.8,Y
IDCJAC0001,066037,2016,04,81.0,Y
IDCJAC0001,066037,2016,05,13.4,Y
IDCJAC0001,066037,2016,06,283.0,N
IDCJAC0001,066037,2016,07,114.2,Y
IDCJAC0001,066037,2016,08,131.4,Y
IDCJAC0001,066037,2016,09,67.8,Y
IDCJAC0001,066037,2016,10,34.2,Y
IDCJAC0001,066037,2016,11,26.8,Y
IDCJAC0001,066037,2016,12,58.4,Y
IDCJAC0001,066037,2017,01,48.4,Y
IDCJAC0001,066037,2017,02,158.0,Y
IDCJAC0001,066037,2017,03,229.2,Y
IDCJAC0001,066037,2017,04,94.4,Y
IDCJAC0001,066037,2017,05,32.4,Y
IDCJAC0001,066037,2017,06,113.6,Y
IDCJAC0001,066037,2017,07,18.0,Y
IDCJAC0001,066037,2017,08,27.2,Y
IDCJAC0001,066037,2017,09,0.2,Y
IDCJAC0001,066037,2017,10,59.6,Y
IDCJAC0001,066037,2017,11,38.4,Y
IDCJAC0001,066037,2017,12,52.0,Y
IDCJAC0001,066037,2018,01,28.8,Y
IDCJAC0001,066037,2018,02,92.2,Y
IDCJAC0001,066037,2018,03,108.8,Y
IDCJAC0001,066037,2018,04,23.4,Y
IDCJAC0001,066037,2018,05,17.8,Y
IDCJAC0001,066037,2018,06,162.8,Y
IDCJAC0001,066037,2018,07,16.0,Y
IDCJAC0001,066037,2018,08,5.2,Y
IDCJAC0001,066037,2018,09,67.6,Y
IDCJAC0001,066037,2018,10,146.0,Y
IDCJAC0001,066037,2018,11,92.6,Y
IDCJAC0001,066037,2018,12,70.2,Y
IDCJAC0001,066037,2019,01,73.2,Y
IDCJAC0001,066037,2019,02,76.8,Y
IDCJAC0001,066037,2019,03,198.0,Y
IDCJAC0001,066037,2019,04,15.0,Y
IDCJAC0001,066037,2019,05,7.6,Y
IDCJAC0001,066037,2019,06,154.8,Y
IDCJAC0001,066037,2019,07,39.2,Y
IDCJAC0001,066037,2019,08,45.8,Y
IDCJAC0001,066037,2019,09,83.8,Y
IDCJAC0001,066037,2019,10,30.0,Y
IDCJAC0001,066037,2019,11,24.4,Y
IDCJAC0001,066037,2019,12,0.8,Y
IDCJAC0001,066037,2020,01,63.4,Y
IDCJAC0001,066037,2020,02,395.2,N
IDCJAC0001,066037,2020,03,137.4,Y
IDCJAC0001,066037,2020,04,32.4,N
IDCJAC0001,066037,2020,05,111.2,N
IDCJAC0001,066037,2020,06,80.2,N
IDCJAC0001,066037,2020,07,127.4,Y
IDCJAC0001,066037,2020,08,65.4,Y
IDCJAC0001,066037,2020,09,31.0,Y
IDCJAC0001,066037,2020,10,65.2,N
IDCJAC0001,066037,2020,11,41.8,N
IDCJAC0001,066037,2020,12,74.8,N
IDCJAC0001,066037,2021,01,61.3,N
IDCJAC0001,066037,2021,02,120.4,N
IDCJAC0001,066037,2021,03,353.2,N
IDCJAC0001,066037,2021,04,16.7,Y
IDCJAC0001,066037,2021,05,89.4,N
IDCJAC0001,066037,2021,06,98.2,N
IDCJAC0001,066037,2021,07,34.6,Y
IDCJAC0001,066037,2021,08,88.6,N
IDCJAC0001,066037,2021,09,46.8,Y
IDCJAC0001,066037,2021,10,68.0,N
IDCJAC0001,066037,2021,11,138.2,N
IDCJAC0001,066037,2021,12,83.0,N
IDCJAC0001,066037,2022,01,110.2,N
IDCJAC0001,066037,2022,02,383.8,N
IDCJAC0001,066037,2022,03,489.4,N
IDCJAC0001,066037,2022,04,254.4,N
IDCJAC0001,066037,2022,05,199.6,N
IDCJAC0001,066037,2022,06,9.6,Y
IDCJAC0001,066037,2022,07,344.2,N
IDCJAC0001,066037,2022,08,57.8,Y
IDCJAC0001,066037,2022,09,79.6,Y
IDCJAC0001,066037,2022,10,259.4,N
IDCJAC0001,066037,2022,11,41.4,Y
IDCJAC0001,066037,2022,12,46.6,Y
IDCJAC0001,066037,2023,01,133.2,Y
IDCJAC0001,066037,2023,02,192.0,Y
IDCJAC0001,066037,2023,03,33.2,Y
IDCJAC0001,066037,2023,04,119.8,Y
IDCJAC0001,066037,2023,05,55.8,Y
IDCJAC0001,066037,2023,06,14.2,Y
IDCJAC0001,066037,2023,07,59.0,Y
IDCJAC0001,066037,2023,08,58.2,Y
IDCJAC0001,066037,2023,09,28.0,Y
IDCJAC0001,066037,2023,10,31.2,Y
IDCJAC0001,066037,2023,11,131.2,Y
IDCJAC0001,066037,2023,12,145.0,Y
IDCJAC0001,066037,2024,01,65.8,Y
IDCJAC0001,066037,2024,02,147.0,Y
IDCJAC0001,066037,2024,03,49.2,Y
IDCJAC0001,066037,2024,04,186.2,Y
IDCJAC0001,066037,2024,05,221.6,Y
IDCJAC0001,066037,2024,06,311.4,Y
IDCJAC0001,066037,2024,07,84.6,N
IDCJAC0001,066037,2024,08,25.0,Y
IDCJAC0001,066037,2024,09,44.8,Y
IDCJAC0001,066037,2024,10,38.8,Y
IDCJAC0001,066037,2024,11,134.0,Y
IDCJAC0001,066037,2024,12,38.8,N
IDCJAC0001,066037,2025,01,156.4,N
IDCJAC0001,066037,2025,02,53.8,N
IDCJAC0001,066037,2025,03,124.2,Y
IDCJAC0001,066037,2025,04,131.4,Y
IDCJAC0001,066037,2025,05,213.0,Y
IDCJAC0001,066037,2025,07,140.2,N
IDCJAC0001,066037,2025,08,341.8,N
IDCJAC0001,066037,2025,09,113.6,N
IDCJAC0001,066037,2025,10,17.8,N
IDCJAC0001,066037,2025,11,51.6,N
IDCJAC0001,066037,2025,12,21.4,N
